sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T16:30:17+00:00,1775406617.0,0.0,0,9e-09,0.009,-6.939e-05,-69.39,high,run11
1,2026-04-05T16:31:19+00:00,1775406679.0,62.0,62,1.5e-08,0.015,-5.2649e-05,-52.648999999999994,high,run11
2,2026-04-05T16:32:20+00:00,1775406740.0,123.0,123,3.559e-06,3.559,7.332e-06,7.332,high,run11
3,2026-04-05T16:33:22+00:00,1775406802.0,185.0,185,-1.2194e-05,-12.194,-2.995e-06,-2.995,high,run11
4,2026-04-05T16:34:23+00:00,1775406863.0,246.0,246,3.557e-06,3.557,-2.786e-06,-2.786,high,run11
5,2026-04-05T16:35:25+00:00,1775406925.0,308.0,308,-2.2571e-05,-22.571,-3.2372e-05,-32.372,high,run11
6,2026-04-05T16:36:26+00:00,1775406986.0,369.0,369,-1.2243e-05,-12.243,-1.7515e-05,-17.515,high,run11
7,2026-04-05T16:37:28+00:00,1775407048.0,431.0,431,-2.0159e-05,-20.159000000000002,2.351e-06,2.351,high,run11
8,2026-04-05T16:38:29+00:00,1775407109.0,492.0,492,2.072e-06,2.0719999999999996,-8.07e-07,-0.8069999999999999,high,run11
9,2026-04-05T16:39:31+00:00,1775407171.0,554.0,554,-1.3409e-05,-13.409,-1.3068e-05,-13.068,high,run11
