sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T06:53:46+00:00,1775458426.0,0.0,0,5e-09,0.005,-1.5489e-05,-15.489,high,run05
1,2026-04-06T06:54:47+00:00,1775458487.0,61.0,61,-1.1356e-05,-11.356,-1.5086e-05,-15.085999999999999,high,run05
2,2026-04-06T06:55:48+00:00,1775458548.0,122.0,122,-6.985e-06,-6.985,-1.1732e-05,-11.732000000000001,high,run05
3,2026-04-06T06:56:50+00:00,1775458610.0,184.0,184,2.3e-08,0.023,-0.000199096,-199.096,high,run05
4,2026-04-06T06:57:51+00:00,1775458671.0,245.0,245,-2.4147e-05,-24.147000000000002,-0.000136982,-136.982,high,run05
5,2026-04-06T06:58:53+00:00,1775458733.0,307.0,307,1.22e-07,0.12200000000000001,-7.2952e-05,-72.952,high,run05
6,2026-04-06T06:59:54+00:00,1775458794.0,368.0,368,-3.2188e-05,-32.187999999999995,-4.1221e-05,-41.221,high,run05
7,2026-04-06T07:00:56+00:00,1775458856.0,430.0,430,-6.776e-05,-67.76,-0.000116856,-116.856,high,run05
8,2026-04-06T07:01:57+00:00,1775458917.0,491.0,491,-3.1379e-05,-31.378999999999998,-2.1242e-05,-21.242,high,run05
9,2026-04-06T07:02:59+00:00,1775458979.0,553.0,553,-8.5086e-05,-85.086,-8.6373e-05,-86.37299999999999,high,run05
10,2026-04-06T07:04:01+00:00,1775459041.0,615.0,615,-4.2841e-05,-42.841,-4.6245e-05,-46.245000000000005,high,run05
11,2026-04-06T07:05:02+00:00,1775459102.0,676.0,676,-2.6893e-05,-26.893,-2.7659e-05,-27.659,high,run05
12,2026-04-06T07:06:04+00:00,1775459164.0,738.0,738,-2.1958e-05,-21.958,2.2596e-05,22.596,high,run05
13,2026-04-06T07:07:05+00:00,1775459225.0,799.0,799,-3.3117e-05,-33.117000000000004,-2.3972e-05,-23.972,high,run05
14,2026-04-06T07:08:07+00:00,1775459287.0,861.0,861,-0.000117676,-117.676,-0.000132959,-132.959,high,run05
15,2026-04-06T07:09:08+00:00,1775459348.0,922.0,922,5.3377e-05,53.377,5.5704e-05,55.704,high,run05
16,2026-04-06T07:10:10+00:00,1775459410.0,984.0,984,-1.0664e-05,-10.664,7.935e-06,7.935,high,run05
17,2026-04-06T07:11:12+00:00,1775459472.0,1046.0,1046,-6.1965e-05,-61.964999999999996,-2.1728e-05,-21.727999999999998,high,run05
18,2026-04-06T07:12:13+00:00,1775459533.0,1107.0,1107,-3.4686e-05,-34.686,-1.466e-05,-14.66,high,run05
19,2026-04-06T07:13:15+00:00,1775459595.0,1169.0,1169,4.6e-08,0.046,-5.2828e-05,-52.828,high,run05
