sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T12:19:41+00:00,1775391581.0,0.0,0,servergm,2.39e-07,0.23900000000000002,0.000106,106.0,medium,run07
1,2026-04-05T12:20:43+00:00,1775391643.0,62.0,62,servergm,6.92e-07,0.692,0.000106,106.0,medium,run07
2,2026-04-05T12:21:44+00:00,1775391704.0,123.0,123,servergm,1.145e-06,1.145,0.000106,106.0,medium,run07
3,2026-04-05T12:22:46+00:00,1775391766.0,185.0,185,servergm,1.5980000000000002e-06,1.5980000000000003,0.000106,106.0,medium,run07
4,2026-04-05T12:23:47+00:00,1775391827.0,246.0,246,servergm,2e-09,0.002,0.000104,104.0,medium,run07
5,2026-04-05T12:24:49+00:00,1775391889.0,308.0,308,servergm,-1.029e-06,-1.029,0.00010999999999999999,109.99999999999999,medium,run07
6,2026-04-05T12:25:51+00:00,1775391951.0,370.0,370,servergm,-3.778e-06,-3.778,0.00010999999999999999,109.99999999999999,medium,run07
7,2026-04-05T12:26:52+00:00,1775392012.0,431.0,431,servergm,-6.5e-08,-0.065,0.00011499999999999999,114.99999999999999,medium,run07
8,2026-04-05T12:27:54+00:00,1775392074.0,493.0,493,servergm,-1.126e-06,-1.1260000000000001,0.00011499999999999999,114.99999999999999,medium,run07
9,2026-04-05T12:28:55+00:00,1775392135.0,554.0,554,servergm,-2.187e-06,-2.187,0.00011499999999999999,114.99999999999999,medium,run07
