t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13704.0,03:48:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,0,high,run07,boundary
13719.0,03:48:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,1,high,run07,boundary
13734.0,03:48:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,2,high,run07,boundary
13749.0,03:49:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,3,high,run07,boundary
13764.0,03:49:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,4,high,run07,boundary
13779.0,03:49:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,5,high,run07,boundary
13794.0,03:49:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,6,high,run07,boundary
13809.0,03:50:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,105.0,105,7,high,run07,boundary
13824.0,03:50:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,120.0,120,8,high,run07,boundary
13839.0,03:50:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,135.0,135,9,high,run07,boundary
13854.0,03:50:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,150.0,150,10,high,run07,boundary
13869.0,03:51:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,165.0,165,11,high,run07,boundary
13884.0,03:51:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,180.0,180,12,high,run07,boundary
13899.0,03:51:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,195.0,195,13,high,run07,boundary
13914.0,03:51:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,210.0,210,14,high,run07,boundary
13930.0,03:52:10,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,15,high,run07,boundary
13945.0,03:52:25,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,16,high,run07,boundary
13960.0,03:52:40,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,17,high,run07,boundary
13975.0,03:52:55,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,18,high,run07,boundary
13990.0,03:53:10,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,19,high,run07,boundary
