t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13043.57,814492,1132393,-5398696,0,627892,155767,ptp4l[13043.570]: rms 814492 max 1132393 freq -5398696 +/-   0 delay 627892 +/- 155767,0.0,0,0,medium,run12,client
13045.582,192131,237578,-5398696,0,501306,0,ptp4l[13045.582]: rms 192131 max 237578 freq -5398696 +/-   0 delay 501306 +/-   0,2.0120000000006257,2,1,medium,run12,client
13047.577,1918598,2712147,-5398696,0,582052,16558,ptp4l[13047.577]: rms 1918598 max 2712147 freq -5398696 +/-   0 delay 582052 +/- 16558,4.006999999999607,4,2,medium,run12,client
13049.579,258874,293932,-5398696,0,582052,16558,ptp4l[13049.579]: rms 258874 max 293932 freq -5398696 +/-   0 delay 582052 +/- 16558,6.0090000000000146,6,3,medium,run12,client
13051.587,150424,171211,-5398696,0,541350,16725,ptp4l[13051.587]: rms 150424 max 171211 freq -5398696 +/-   0 delay 541350 +/- 16725,8.016999999999825,8,4,medium,run12,client
13053.569,280787,396232,-5398696,0,546570,10400,ptp4l[13053.569]: rms 280787 max 396232 freq -5398696 +/-   0 delay 546570 +/- 10400,9.998999999999796,10,5,medium,run12,client
13055.59,199586,240040,-5398696,0,511734,23508,ptp4l[13055.590]: rms 199586 max 240040 freq -5398696 +/-   0 delay 511734 +/- 23508,12.020000000000437,12,6,medium,run12,client
13057.59,513811,620801,-5398696,0,479994,0,ptp4l[13057.590]: rms 513811 max 620801 freq -5398696 +/-   0 delay 479994 +/-   0,14.020000000000437,14,7,medium,run12,client
13059.58,381769,538223,-5349532,2149,531311,0,ptp4l[13059.580]: rms 381769 max 538223 freq -5349532 +/- 2149 delay 531311 +/-   0,16.01000000000022,16,8,medium,run12,client
13061.607,188437,266171,-5365871,12651,656663,37275,ptp4l[13061.607]: rms 188437 max 266171 freq -5365871 +/- 12651 delay 656663 +/- 37275,18.037000000000262,18,9,medium,run12,client
13063.624,248636,319432,-5375631,8549,693938,0,ptp4l[13063.624]: rms 248636 max 319432 freq -5375631 +/- 8549 delay 693938 +/-   0,20.054000000000087,20,10,medium,run12,client
13065.625,165857,230948,-5361956,13712,677336,16602,ptp4l[13065.625]: rms 165857 max 230948 freq -5361956 +/- 13712 delay 677336 +/- 16602,22.05500000000029,22,11,medium,run12,client
13067.638,3883688,5477342,-5093729,294367,664340,0,ptp4l[13067.638]: rms 3883688 max 5477342 freq -5093729 +/- 294367 delay 664340 +/-   0,24.06800000000112,24,12,medium,run12,client
13069.636,1353679,1898144,-5238953,83412,664340,0,ptp4l[13069.636]: rms 1353679 max 1898144 freq -5238953 +/- 83412 delay 664340 +/-   0,26.066000000000713,26,13,medium,run12,client
13071.663,344394,358137,-5380275,1582,668858,4518,ptp4l[13071.663]: rms 344394 max 358137 freq -5380275 +/- 1582 delay 668858 +/- 4518,28.093000000000757,28,14,medium,run12,client
13073.67,1753123,2465916,-5233269,136283,576358,57378,ptp4l[13073.670]: rms 1753123 max 2465916 freq -5233269 +/- 136283 delay 576358 +/- 57378,30.100000000000364,30,15,medium,run12,client
13075.676,1476603,2051814,-5260021,123031,498965,0,ptp4l[13075.676]: rms 1476603 max 2051814 freq -5260021 +/- 123031 delay 498965 +/-   0,32.10599999999977,32,16,medium,run12,client
13077.672,253645,270437,-5340280,25423,578422,0,ptp4l[13077.672]: rms 253645 max 270437 freq -5340280 +/- 25423 delay 578422 +/-   0,34.10200000000077,34,17,medium,run12,client
13079.695,304175,332899,-5372872,2887,578422,0,ptp4l[13079.695]: rms 304175 max 332899 freq -5372872 +/- 2887 delay 578422 +/-   0,36.125,36,18,medium,run12,client
13081.699,2962048,4109976,-5093895,167070,455424,0,ptp4l[13081.699]: rms 2962048 max 4109976 freq -5093895 +/- 167070 delay 455424 +/-   0,38.129000000000815,38,19,medium,run12,client
13083.696,7962937,10632896,-4611691,351501,455424,0,ptp4l[13083.696]: rms 7962937 max 10632896 freq -4611691 +/- 351501 delay 455424 +/-   0,40.126000000000204,40,20,medium,run12,client
13085.698,673919,775599,-5390895,11474,915890,274204,ptp4l[13085.698]: rms 673919 max 775599 freq -5390895 +/- 11474 delay 915890 +/- 274204,42.12800000000061,42,21,medium,run12,client
13087.694,230768,289539,-5317867,22151,641686,0,ptp4l[13087.694]: rms 230768 max 289539 freq -5317867 +/- 22151 delay 641686 +/-   0,44.123999999999796,44,22,medium,run12,client
13089.701,360377,362080,-5361247,352,1083311,75508,ptp4l[13089.701]: rms 360377 max 362080 freq -5361247 +/- 352 delay 1083311 +/- 75508,46.1309999999994,46,23,medium,run12,client
13091.711,514838,581041,-5377181,6895,1148518,0,ptp4l[13091.711]: rms 514838 max 581041 freq -5377181 +/- 6895 delay 1148518 +/-   0,48.14099999999962,48,24,medium,run12,client
13093.704,504675,709851,-5366360,31746,1013272,135246,ptp4l[13093.704]: rms 504675 max 709851 freq -5366360 +/- 31746 delay 1013272 +/- 135246,50.134000000000015,50,25,medium,run12,client
13095.71,380670,528042,-5305559,31696,669121,0,ptp4l[13095.710]: rms 380670 max 528042 freq -5305559 +/- 31696 delay 669121 +/-   0,52.13999999999942,52,26,medium,run12,client
13097.714,71548,100807,-5331473,5481,637925,31196,ptp4l[13097.714]: rms 71548 max 100807 freq -5331473 +/- 5481 delay 637925 +/- 31196,54.14400000000023,54,27,medium,run12,client
13099.72,1115528,1562317,-5258246,89176,638266,21818,ptp4l[13099.720]: rms 1115528 max 1562317 freq -5258246 +/- 89176 delay 638266 +/- 21818,56.149999999999636,56,28,medium,run12,client
