t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13028.744,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13028.744]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run12,boundary
13028.744,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13028.744]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run12,boundary
13028.744,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13028.744]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,medium,run12,boundary
13032.809,new_foreign_master,1.0,,,56a8b9.fffe.257bac-1,ptp4l[13032.809]: port 1: new foreign master 56a8b9.fffe.257bac-1,4.06499999999869,4,3,medium,run12,boundary
13036.448,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13036.448]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.7039999999997235,8,4,medium,run12,boundary
13036.537,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13036.537]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.792999999999665,8,5,medium,run12,boundary
13036.813,best_master,,,,56a8b9.fffe.257bac,ptp4l[13036.813]: selected best master clock 56a8b9.fffe.257bac,8.068999999999505,8,6,medium,run12,boundary
13036.814,ptp_timescale_mismatch,,,,,ptp4l[13036.814]: foreign master not using PTP timescale,8.069999999999709,8,7,medium,run12,boundary
13036.814,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[13036.814]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,8.069999999999709,8,8,medium,run12,boundary
13055.832,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[13055.832]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,27.087999999999738,27,9,medium,run12,boundary
13220.859,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[13220.859]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),192.11499999999978,192,10,medium,run12,boundary
13236.863,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[13236.863]: port 2: FAULTY to LISTENING on INIT_COMPLETE,208.11899999999878,208,11,medium,run12,boundary
13244.199,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13244.199]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,215.45499999999993,215,12,medium,run12,boundary
13244.2,best_master,,,,56a8b9.fffe.257bac,ptp4l[13244.200]: selected best master clock 56a8b9.fffe.257bac,215.45600000000013,215,13,medium,run12,boundary
13244.2,ptp_timescale_mismatch,,,,,ptp4l[13244.200]: foreign master not using PTP timescale,215.45600000000013,215,14,medium,run12,boundary
13266.245,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[13266.245]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),237.5010000000002,238,15,medium,run12,boundary
13282.246,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[13282.246]: port 2: FAULTY to LISTENING on INIT_COMPLETE,253.5019999999986,254,16,medium,run12,boundary
