t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
8807.858,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[8807.858]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run13,client
8807.858,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[8807.858]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,low,run13,client
8811.231,new_foreign_master,1.0,,,d2452d.fffe.0dcb84-2,ptp4l[8811.231]: port 1: new foreign master d2452d.fffe.0dcb84-2,3.3729999999995925,3,2,low,run13,client
8815.236,best_master,,,,3698cd.fffe.20ea90,ptp4l[8815.236]: selected best master clock 3698cd.fffe.20ea90,7.378000000000611,7,3,low,run13,client
8815.236,ptp_timescale_mismatch,,,,,ptp4l[8815.236]: foreign master not using PTP timescale,7.378000000000611,7,4,low,run13,client
8815.236,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[8815.236]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,7.378000000000611,7,5,low,run13,client
8834.252,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[8834.252]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.394000000000233,26,6,low,run13,client
8916.346,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[8916.346]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,108.48799999999937,108,7,low,run13,client
8927.949,state,1.0,UNCALIBRATED,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[8927.949]: port 1: UNCALIBRATED to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,120.09100000000035,120,8,low,run13,client
8947.477,best_master,,,,3698cd.fffe.20ea90,ptp4l[8947.477]: selected best master clock 3698cd.fffe.20ea90,139.6190000000006,140,9,low,run13,client
8947.477,ptp_timescale_mismatch,,,,,ptp4l[8947.477]: foreign master not using PTP timescale,139.6190000000006,140,10,low,run13,client
8947.477,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[8947.477]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,139.6190000000006,140,11,low,run13,client
8948.484,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[8948.484]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,140.6260000000002,141,12,low,run13,client
9036.561,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[9036.561]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,228.70299999999952,229,13,low,run13,client
9052.573,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9052.573]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,244.71500000000015,245,14,low,run13,client
