t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
8818.238,62925,75057,14288346,0,449618.0,18348.0,ptp4l[8818.238]: rms 62925 max 75057 freq +14288346 +/-   0 delay 449618 +/- 18348,0.0,0,0,low,run13,client
8820.237,32108,37497,14288346,0,504664.0,0.0,ptp4l[8820.237]: rms 32108 max 37497 freq +14288346 +/-   0 delay 504664 +/-   0,1.9989999999997963,2,1,low,run13,client
8822.239,88555,104938,14288346,0,506310.0,10381.0,ptp4l[8822.239]: rms 88555 max 104938 freq +14288346 +/-   0 delay 506310 +/- 10381,4.001000000000204,4,2,low,run13,client
8824.241,795032,1123660,14288346,0,512216.0,7552.0,ptp4l[8824.241]: rms 795032 max 1123660 freq +14288346 +/-   0 delay 512216 +/- 7552,6.003000000000611,6,3,low,run13,client
8826.241,121661,169583,14288346,0,541843.0,6972.0,ptp4l[8826.241]: rms 121661 max 169583 freq +14288346 +/-   0 delay 541843 +/- 6972,8.003000000000611,8,4,low,run13,client
8828.241,241560,291546,14288346,0,557538.0,8722.0,ptp4l[8828.241]: rms 241560 max 291546 freq +14288346 +/-   0 delay 557538 +/- 8722,10.003000000000611,10,5,low,run13,client
8830.246,133435,172346,14288346,0,554657.0,16409.0,ptp4l[8830.246]: rms 133435 max 172346 freq +14288346 +/-   0 delay 554657 +/- 16409,12.00799999999981,12,6,low,run13,client
8832.247,32324,44938,14288346,0,615936.0,0.0,ptp4l[8832.247]: rms 32324 max 44938 freq +14288346 +/-   0 delay 615936 +/-   0,14.009000000000015,14,7,low,run13,client
8834.252,106806,146234,14274013,7385,628536.0,0.0,ptp4l[8834.252]: rms 106806 max 146234 freq +14274013 +/- 7385 delay 628536 +/-   0,16.014000000001033,16,8,low,run13,client
8836.255,138872,195745,14270552,9087,628536.0,0.0,ptp4l[8836.255]: rms 138872 max 195745 freq +14270552 +/- 9087 delay 628536 +/-   0,18.016999999999825,18,9,low,run13,client
8838.255,92292,130517,14274434,6576,509707.0,0.0,ptp4l[8838.255]: rms 92292 max 130517 freq +14274434 +/- 6576 delay 509707 +/-   0,20.016999999999825,20,10,low,run13,client
8840.258,904555,1272275,14351955,57588,477572.0,16614.0,ptp4l[8840.258]: rms 904555 max 1272275 freq +14351955 +/- 57588 delay 477572 +/- 16614,22.020000000000437,22,11,low,run13,client
8842.263,110310,130576,14280075,10862,570773.0,76587.0,ptp4l[8842.263]: rms 110310 max 130576 freq +14280075 +/- 10862 delay 570773 +/- 76587,24.025000000001455,24,12,low,run13,client
8844.262,641720,905976,14325795,47979,647360.0,0.0,ptp4l[8844.262]: rms 641720 max 905976 freq +14325795 +/- 47979 delay 647360 +/-   0,26.02400000000125,26,13,low,run13,client
8846.265,86572,117938,14275491,4313,638576.0,0.0,ptp4l[8846.265]: rms 86572 max 117938 freq +14275491 +/- 4313 delay 638576 +/-   0,28.027000000000044,28,14,low,run13,client
8848.267,1228120,1712665,14355740,100211,704825.0,0.0,ptp4l[8848.267]: rms 1228120 max 1712665 freq +14355740 +/- 100211 delay 704825 +/-   0,30.02900000000045,30,15,low,run13,client
8850.271,267080,368198,14298921,22663,704825.0,0.0,ptp4l[8850.271]: rms 267080 max 368198 freq +14298921 +/- 22663 delay 704825 +/-   0,32.033000000001266,32,16,low,run13,client
8852.276,601521,844104,14322399,47536,683356.0,130554.0,ptp4l[8852.276]: rms 601521 max 844104 freq +14322399 +/- 47536 delay 683356 +/- 130554,34.038000000000466,34,17,low,run13,client
8854.276,291956,313854,14255887,2436,703306.0,110603.0,ptp4l[8854.276]: rms 291956 max 313854 freq +14255887 +/- 2436 delay 703306 +/- 110603,36.038000000000466,36,18,low,run13,client
8856.277,249618,339663,14262779,12345,555339.0,0.0,ptp4l[8856.277]: rms 249618 max 339663 freq +14262779 +/- 12345 delay 555339 +/-   0,38.03900000000067,38,19,low,run13,client
8858.286,412169,493316,14293880,40346,510762.0,10741.0,ptp4l[8858.286]: rms 412169 max 493316 freq +14293880 +/- 40346 delay 510762 +/- 10741,40.048000000000684,40,20,low,run13,client
8860.292,134100,161203,14271348,3146,483635.0,0.0,ptp4l[8860.292]: rms 134100 max 161203 freq +14271348 +/- 3146 delay 483635 +/-   0,42.05400000000009,42,21,low,run13,client
8862.295,497052,693248,14313400,40824,469346.0,14290.0,ptp4l[8862.295]: rms 497052 max 693248 freq +14313400 +/- 40824 delay 469346 +/- 14290,44.0570000000007,44,22,low,run13,client
8864.295,83816,98663,14286532,8267,462201.0,12375.0,ptp4l[8864.295]: rms 83816 max 98663 freq +14286532 +/- 8267 delay 462201 +/- 12375,46.0570000000007,46,23,low,run13,client
8866.296,772006,934231,14360925,18930,582800.0,0.0,ptp4l[8866.296]: rms 772006 max 934231 freq +14360925 +/- 18930 delay 582800 +/-   0,48.0580000000009,48,24,low,run13,client
8868.299,232934,259487,14289417,23223,701739.0,44190.0,ptp4l[8868.299]: rms 232934 max 259487 freq +14289417 +/- 23223 delay 701739 +/- 44190,50.06100000000151,50,25,low,run13,client
8870.302,230094,259983,14309630,3117,642670.0,0.0,ptp4l[8870.302]: rms 230094 max 259983 freq +14309630 +/- 3117 delay 642670 +/-   0,52.064000000000306,52,26,low,run13,client
8872.304,121041,143043,14289372,11925,619569.0,0.0,ptp4l[8872.304]: rms 121041 max 143043 freq +14289372 +/- 11925 delay 619569 +/-   0,54.06600000000071,54,27,low,run13,client
8874.305,590591,831443,14324934,45956,624899.0,5330.0,ptp4l[8874.305]: rms 590591 max 831443 freq +14324934 +/- 45956 delay 624899 +/- 5330,56.06700000000092,56,28,low,run13,client
8876.308,349166,360957,14252320,1031,652394.0,15673.0,ptp4l[8876.308]: rms 349166 max 360957 freq +14252320 +/- 1031 delay 652394 +/- 15673,58.07000000000153,58,29,low,run13,client
8878.316,399483,558643,14311286,32185,663477.0,0.0,ptp4l[8878.316]: rms 399483 max 558643 freq +14311286 +/- 32185 delay 663477 +/-   0,60.07800000000134,60,30,low,run13,client
8880.321,266450,302774,14314252,4074,664452.0,976.0,ptp4l[8880.321]: rms 266450 max 302774 freq +14314252 +/- 4074 delay 664452 +/- 976,62.08300000000054,62,31,low,run13,client
8882.322,515175,671307,14307988,47863,,,ptp4l[8882.322]: rms 515175 max 671307 freq +14307988 +/- 47863,64.08400000000074,64,32,low,run13,client
8884.317,269644,348830,14262867,9662,635430.0,8663.0,ptp4l[8884.317]: rms 269644 max 348830 freq +14262867 +/- 9662 delay 635430 +/- 8663,66.07899999999972,66,33,low,run13,client
8886.323,228277,320614,14273670,18080,635831.0,12652.0,ptp4l[8886.323]: rms 228277 max 320614 freq +14273670 +/- 18080 delay 635831 +/- 12652,68.08500000000095,68,34,low,run13,client
8888.325,394578,481978,14298031,38300,606112.0,12395.0,ptp4l[8888.325]: rms 394578 max 481978 freq +14298031 +/- 38300 delay 606112 +/- 12395,70.08700000000135,70,35,low,run13,client
8890.33,209190,255652,14267296,5265,542556.0,18929.0,ptp4l[8890.330]: rms 209190 max 255652 freq +14267296 +/- 5265 delay 542556 +/- 18929,72.09200000000055,72,36,low,run13,client
8892.331,2538200,3586445,14460942,188587,505709.0,0.0,ptp4l[8892.331]: rms 2538200 max 3586445 freq +14460942 +/- 188587 delay 505709 +/-   0,74.09300000000076,74,37,low,run13,client
8894.331,1206026,1703993,14381501,81486,505709.0,0.0,ptp4l[8894.331]: rms 1206026 max 1703993 freq +14381501 +/- 81486 delay 505709 +/-   0,76.09300000000076,76,38,low,run13,client
8896.333,90119,127440,14299171,6364,450342.0,5998.0,ptp4l[8896.333]: rms 90119 max 127440 freq +14299171 +/- 6364 delay 450342 +/- 5998,78.09500000000116,78,39,low,run13,client
8898.335,60481,85529,14297113,4316,469881.0,13541.0,ptp4l[8898.335]: rms 60481 max 85529 freq +14297113 +/- 4316 delay 469881 +/- 13541,80.09699999999975,80,40,low,run13,client
8900.337,157731,197230,14288079,15124,494752.0,11330.0,ptp4l[8900.337]: rms 157731 max 197230 freq +14288079 +/- 15124 delay 494752 +/- 11330,82.09900000000016,82,41,low,run13,client
8902.337,92181,130358,14286195,6579,506082.0,0.0,ptp4l[8902.337]: rms 92181 max 130358 freq +14286195 +/- 6579 delay 506082 +/-   0,84.09900000000016,84,42,low,run13,client
8904.34,86976,112809,14284424,3165,528491.0,11912.0,ptp4l[8904.340]: rms 86976 max 112809 freq +14284424 +/- 3165 delay 528491 +/- 11912,86.10200000000077,86,43,low,run13,client
8906.341,236241,333548,14274515,15712,610073.0,0.0,ptp4l[8906.341]: rms 236241 max 333548 freq +14274515 +/- 15712 delay 610073 +/-   0,88.10300000000097,88,44,low,run13,client
8908.343,531949,713230,14315955,47981,627722.0,24959.0,ptp4l[8908.343]: rms 531949 max 713230 freq +14315955 +/- 47981 delay 627722 +/- 24959,90.10500000000138,90,45,low,run13,client
8910.342,163100,179188,14276140,1625,664800.0,0.0,ptp4l[8910.342]: rms 163100 max 179188 freq +14276140 +/- 1625 delay 664800 +/-   0,92.10400000000118,92,46,low,run13,client
8912.345,245911,341254,14278268,20447,567332.0,42742.0,ptp4l[8912.345]: rms 245911 max 341254 freq +14278268 +/- 20447 delay 567332 +/- 42742,94.10699999999997,94,47,low,run13,client
8914.346,42048,46343,14291532,4199,517165.0,24559.0,ptp4l[8914.346]: rms 42048 max 46343 freq +14291532 +/- 4199 delay 517165 +/- 24559,96.10800000000017,96,48,low,run13,client
8916.346,41440,43263,14287635,0,498093.0,0.0,ptp4l[8916.346]: rms 41440 max 43263 freq +14287635 +/-   0 delay 498093 +/-   0,98.10800000000017,98,49,low,run13,client
8918.35,231327,313375,14287635,0,504708.0,0.0,ptp4l[8918.350]: rms 231327 max 313375 freq +14287635 +/-   0 delay 504708 +/-   0,100.11200000000099,100,50,low,run13,client
8920.349,160692,178426,14287635,0,498093.0,0.0,ptp4l[8920.349]: rms 160692 max 178426 freq +14287635 +/-   0 delay 498093 +/-   0,102.11100000000079,102,51,low,run13,client
8948.483,534295,736884,14277892,9744,657302.0,305188.0,ptp4l[8948.483]: rms 534295 max 736884 freq +14277892 +/- 9744 delay 657302 +/- 305188,130.2450000000008,130,52,low,run13,client
8950.485,397821,428815,14265067,39865,1166409.0,33756.0,ptp4l[8950.485]: rms 397821 max 428815 freq +14265067 +/- 39865 delay 1166409 +/- 33756,132.2470000000012,132,53,low,run13,client
8952.487,871743,1114608,14297504,82628,1056678.0,25325.0,ptp4l[8952.487]: rms 871743 max 1114608 freq +14297504 +/- 82628 delay 1056678 +/- 25325,134.2489999999998,134,54,low,run13,client
8954.486,171640,227630,14275868,15710,1082003.0,0.0,ptp4l[8954.486]: rms 171640 max 227630 freq +14275868 +/- 15710 delay 1082003 +/-   0,136.2480000000014,136,55,low,run13,client
8956.49,425363,506599,14226688,9364,1013839.0,17514.0,ptp4l[8956.490]: rms 425363 max 506599 freq +14226688 +/- 9364 delay 1013839 +/- 17514,138.2520000000004,138,56,low,run13,client
8958.492,333879,334919,14234095,272,961297.0,0.0,ptp4l[8958.492]: rms 333879 max 334919 freq +14234095 +/- 272 delay 961297 +/-   0,140.25400000000081,140,57,low,run13,client
8960.492,201030,273966,14249607,10038,863099.0,94205.0,ptp4l[8960.492]: rms 201030 max 273966 freq +14249607 +/- 10038 delay 863099 +/- 94205,142.25400000000081,142,58,low,run13,client
8962.496,259759,367186,14285131,18920,709078.0,87408.0,ptp4l[8962.496]: rms 259759 max 367186 freq +14285131 +/- 18920 delay 709078 +/- 87408,144.2579999999998,144,59,low,run13,client
8964.496,335193,350415,14265907,33658,791601.0,0.0,ptp4l[8964.496]: rms 335193 max 350415 freq +14265907 +/- 33658 delay 791601 +/-   0,146.2579999999998,146,60,low,run13,client
8966.501,972830,1374596,14334502,71623,616784.0,0.0,ptp4l[8966.501]: rms 972830 max 1374596 freq +14334502 +/- 71623 delay 616784 +/-   0,148.26300000000083,148,61,low,run13,client
8968.501,984673,1387006,14333083,75613,603948.0,12836.0,ptp4l[8968.501]: rms 984673 max 1387006 freq +14333083 +/- 75613 delay 603948 +/- 12836,150.26300000000083,150,62,low,run13,client
8970.504,243063,338387,14255666,19972,603948.0,12836.0,ptp4l[8970.504]: rms 243063 max 338387 freq +14255666 +/- 19972 delay 603948 +/- 12836,152.26600000000144,152,63,low,run13,client
8972.505,166832,205408,14264979,16132,540726.0,0.0,ptp4l[8972.505]: rms 166832 max 205408 freq +14264979 +/- 16132 delay 540726 +/-   0,154.26699999999983,154,64,low,run13,client
8974.505,336339,465344,14287980,28425,540726.0,0.0,ptp4l[8974.505]: rms 336339 max 465344 freq +14287980 +/- 28425 delay 540726 +/-   0,156.26699999999983,156,65,low,run13,client
8976.508,202624,283831,14257385,16181,540726.0,0.0,ptp4l[8976.508]: rms 202624 max 283831 freq +14257385 +/- 16181 delay 540726 +/-   0,158.27000000000044,158,66,low,run13,client
8978.509,234549,305783,14260523,21781,530140.0,15841.0,ptp4l[8978.509]: rms 234549 max 305783 freq +14260523 +/- 21781 delay 530140 +/- 15841,160.27100000000064,160,67,low,run13,client
8980.51,179512,227104,14252137,5626,513903.0,4064.0,ptp4l[8980.510]: rms 179512 max 227104 freq +14252137 +/- 5626 delay 513903 +/- 4064,162.27200000000084,162,68,low,run13,client
8982.51,94075,131437,14276852,5531,508033.0,14048.0,ptp4l[8982.510]: rms 94075 max 131437 freq +14276852 +/- 5531 delay 508033 +/- 14048,164.27200000000084,164,69,low,run13,client
8984.513,30196,42414,14271173,2372,502050.0,0.0,ptp4l[8984.513]: rms 30196 max 42414 freq +14271173 +/- 2372 delay 502050 +/-   0,166.27500000000146,166,70,low,run13,client
