sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T20:42:32+00:00,1775421752.0,0.0,0,-9.225e-06,-9.225000000000001,-4.192e-06,-4.192,low,run09
1,2026-04-05T20:43:34+00:00,1775421814.0,62.0,62,-6.85e-06,-6.85,-2.602e-06,-2.602,low,run09
2,2026-04-05T20:44:35+00:00,1775421875.0,123.0,123,-6.6e-06,-6.6000000000000005,-2.88e-06,-2.88,low,run09
3,2026-04-05T20:45:37+00:00,1775421937.0,185.0,185,-5.5152e-05,-55.152,-5.3786e-05,-53.786,low,run09
4,2026-04-05T20:46:38+00:00,1775421998.0,246.0,246,3.1e-07,0.31,-0.000248369,-248.36900000000003,low,run09
5,2026-04-05T20:47:40+00:00,1775422060.0,308.0,308,2.0689e-05,20.689,-9.073e-06,-9.072999999999999,low,run09
6,2026-04-05T20:48:41+00:00,1775422121.0,369.0,369,-1.4247e-05,-14.247,1.9487e-05,19.487000000000002,low,run09
7,2026-04-05T20:49:43+00:00,1775422183.0,431.0,431,2.24e-07,0.224,-0.000177806,-177.806,low,run09
8,2026-04-05T20:50:45+00:00,1775422245.0,493.0,493,-5.2908e-05,-52.908,-3.497e-05,-34.97,low,run09
9,2026-04-05T20:51:46+00:00,1775422306.0,554.0,554,-5.8757e-05,-58.757,-2.2268e-05,-22.268,low,run09
10,2026-04-05T20:52:48+00:00,1775422368.0,616.0,616,-0.000154851,-154.851,-0.000186296,-186.296,low,run09
11,2026-04-05T20:53:49+00:00,1775422429.0,677.0,677,-0.000112389,-112.389,-0.000103302,-103.30199999999999,low,run09
12,2026-04-05T20:54:51+00:00,1775422491.0,739.0,739,-5.0416e-05,-50.416,-5.3322e-05,-53.322,low,run09
13,2026-04-05T20:55:52+00:00,1775422552.0,800.0,800,-8.1926e-05,-81.926,-0.000150417,-150.417,low,run09
14,2026-04-05T20:56:54+00:00,1775422614.0,862.0,862,-2.2986e-05,-22.986,-0.000305795,-305.79499999999996,low,run09
15,2026-04-05T20:57:55+00:00,1775422675.0,923.0,923,-1.8493e-05,-18.493000000000002,-5.0012e-05,-50.012,low,run09
16,2026-04-05T20:58:57+00:00,1775422737.0,985.0,985,3.3081e-05,33.080999999999996,1.8248e-05,18.247999999999998,low,run09
17,2026-04-05T20:59:58+00:00,1775422798.0,1046.0,1046,7.96e-06,7.96,1.0549e-05,10.549,low,run09
18,2026-04-05T21:01:00+00:00,1775422860.0,1108.0,1108,-4.663e-06,-4.663,-2.897e-06,-2.897,low,run09
19,2026-04-05T21:02:01+00:00,1775422921.0,1169.0,1169,-9.599e-06,-9.599,-8.93e-06,-8.93,low,run09
