sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T20:42:32+00:00,1775421752.0,0.0,0,servergm,-3.2e-08,-0.032,0.00010499999999999999,104.99999999999999,low,run09
1,2026-04-05T20:43:34+00:00,1775421814.0,62.0,62,servergm,-2.2000000000000002e-08,-0.022000000000000002,9.8e-05,98.0,low,run09
2,2026-04-05T20:44:35+00:00,1775421875.0,123.0,123,servergm,-1e-09,-0.001,7.8e-05,78.0,low,run09
3,2026-04-05T20:45:37+00:00,1775421937.0,185.0,185,servergm,-2.87e-07,-0.28700000000000003,5.1e-05,51.0,low,run09
4,2026-04-05T20:46:38+00:00,1775421998.0,246.0,246,servergm,-5.6e-05,-56.0,0.000198,198.0,low,run09
5,2026-04-05T20:47:40+00:00,1775422060.0,308.0,308,servergm,-1.41e-07,-0.14100000000000001,0.000121,121.0,low,run09
6,2026-04-05T20:48:41+00:00,1775422121.0,369.0,369,servergm,-7.853000000000001e-06,-7.853000000000001,0.000214,214.0,low,run09
7,2026-04-05T20:49:43+00:00,1775422183.0,431.0,431,servergm,-2.6e-08,-0.026000000000000002,8.2e-05,82.0,low,run09
8,2026-04-05T20:50:45+00:00,1775422245.0,493.0,493,servergm,5e-09,0.005,0.000226,226.0,low,run09
9,2026-04-05T20:51:46+00:00,1775422306.0,554.0,554,servergm,-1.3200000000000002e-07,-0.132,0.000237,237.0,low,run09
10,2026-04-05T20:52:48+00:00,1775422368.0,616.0,616,servergm,-1.6e-05,-16.0,0.000269,269.0,low,run09
11,2026-04-05T20:53:49+00:00,1775422429.0,677.0,677,servergm,-2.661e-06,-2.661,0.00028399999999999996,283.99999999999994,low,run09
12,2026-04-05T20:54:51+00:00,1775422491.0,739.0,739,servergm,-1.8999999999999998e-05,-18.999999999999996,0.00014199999999999998,141.99999999999997,low,run09
13,2026-04-05T20:55:52+00:00,1775422552.0,800.0,800,servergm,-7.78e-06,-7.78,0.000207,207.0,low,run09
14,2026-04-05T20:56:54+00:00,1775422614.0,862.0,862,servergm,-4.8e-05,-48.0,0.00011399999999999999,113.99999999999999,low,run09
15,2026-04-05T20:57:55+00:00,1775422675.0,923.0,923,servergm,-1.46e-07,-0.14600000000000002,0.000112,112.0,low,run09
16,2026-04-05T20:58:57+00:00,1775422737.0,985.0,985,servergm,1.21e-07,0.12100000000000001,0.00011499999999999999,114.99999999999999,low,run09
17,2026-04-05T20:59:58+00:00,1775422798.0,1046.0,1046,servergm,-6.000000000000001e-09,-0.006000000000000001,0.000143,143.0,low,run09
18,2026-04-05T21:01:00+00:00,1775422860.0,1108.0,1108,servergm,-1.9e-07,-0.19,0.00014099999999999998,140.99999999999997,low,run09
19,2026-04-05T21:02:01+00:00,1775422921.0,1169.0,1169,servergm,-4.6e-08,-0.046,0.000144,144.0,low,run09
