sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T21:05:52+00:00,1775423152.0,0.0,0,servergm,-1e-09,-0.001,0.00017099999999999998,170.99999999999997,low,run10
1,2026-04-05T21:06:54+00:00,1775423214.0,62.0,62,servergm,2e-09,0.002,0.000188,188.0,low,run10
2,2026-04-05T21:07:56+00:00,1775423276.0,124.0,124,servergm,-1.2700000000000001e-06,-1.27,0.00019999999999999998,199.99999999999997,low,run10
3,2026-04-05T21:08:58+00:00,1775423338.0,186.0,186,servergm,-2.8230000000000003e-06,-2.8230000000000004,0.000187,187.0,low,run10
4,2026-04-05T21:10:00+00:00,1775423400.0,248.0,248,servergm,-5.9999999999999995e-05,-59.99999999999999,0.000223,223.0,low,run10
5,2026-04-05T21:11:02+00:00,1775423462.0,310.0,310,servergm,1.2000000000000002e-08,0.012000000000000002,0.000149,149.0,low,run10
6,2026-04-05T21:12:04+00:00,1775423524.0,372.0,372,servergm,-4.77e-07,-0.47700000000000004,3.2e-05,32.0,low,run10
7,2026-04-05T21:13:05+00:00,1775423585.0,433.0,433,servergm,-2.1e-05,-21.0,0.0003,300.0,low,run10
8,2026-04-05T21:14:08+00:00,1775423648.0,496.0,496,servergm,-4.6700000000000004e-07,-0.467,0.00011899999999999999,118.99999999999999,low,run10
9,2026-04-05T21:15:09+00:00,1775423709.0,557.0,557,servergm,-4e-08,-0.04,0.000116,116.0,low,run10
10,2026-04-05T21:16:11+00:00,1775423771.0,619.0,619,servergm,-1.601e-06,-1.601,0.000223,223.0,low,run10
11,2026-04-05T21:17:14+00:00,1775423834.0,682.0,682,servergm,-4.7e-05,-47.0,0.000217,217.0,low,run10
12,2026-04-05T21:18:15+00:00,1775423895.0,743.0,743,servergm,-3.5500000000000004e-07,-0.35500000000000004,0.00015999999999999999,160.0,low,run10
13,2026-04-05T21:19:17+00:00,1775423957.0,805.0,805,servergm,-4.668e-06,-4.668,5.1e-05,51.0,low,run10
14,2026-04-05T21:20:19+00:00,1775424019.0,867.0,867,servergm,-2.44e-07,-0.24400000000000002,4.7e-05,47.0,low,run10
15,2026-04-05T21:21:21+00:00,1775424081.0,929.0,929,servergm,-2.4e-05,-24.0,0.000213,213.0,low,run10
16,2026-04-05T21:22:22+00:00,1775424142.0,990.0,990,servergm,-5.905e-06,-5.905,0.00016199999999999998,161.99999999999997,low,run10
17,2026-04-05T21:23:25+00:00,1775424205.0,1053.0,1053,servergm,-4e-09,-0.004,0.000126,126.0,low,run10
18,2026-04-05T21:24:26+00:00,1775424266.0,1114.0,1114,servergm,-7.77e-07,-0.777,6.7e-05,67.0,low,run10
19,2026-04-05T21:25:28+00:00,1775424328.0,1176.0,1176,servergm,2.09e-07,0.20900000000000002,0.000101,101.0,low,run10
