sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T14:31:25+00:00,1775399485.0,0.0,0,servergm,-3.368e-06,-3.3680000000000003,0.000148,148.0,high,run02
1,2026-04-05T14:32:27+00:00,1775399547.0,62.0,62,servergm,-1.43e-07,-0.143,0.000155,155.0,high,run02
2,2026-04-05T14:33:28+00:00,1775399608.0,123.0,123,servergm,-1.227e-06,-1.227,0.000156,156.0,high,run02
3,2026-04-05T14:34:30+00:00,1775399670.0,185.0,185,servergm,-4.18e-07,-0.41800000000000004,0.00015,150.0,high,run02
4,2026-04-05T14:35:31+00:00,1775399731.0,246.0,246,servergm,-4.5300000000000005e-07,-0.45300000000000007,0.00015,150.0,high,run02
5,2026-04-05T14:36:33+00:00,1775399793.0,308.0,308,servergm,-2.09e-07,-0.20900000000000002,0.000157,157.0,high,run02
6,2026-04-05T14:37:34+00:00,1775399854.0,369.0,369,servergm,-9.400000000000001e-08,-0.09400000000000001,0.00015,150.0,high,run02
7,2026-04-05T14:38:36+00:00,1775399916.0,431.0,431,servergm,-2.02e-07,-0.202,0.00015,150.0,high,run02
8,2026-04-05T14:39:37+00:00,1775399977.0,492.0,492,servergm,-4.9e-08,-0.049,0.000156,156.0,high,run02
9,2026-04-05T14:40:39+00:00,1775400039.0,554.0,554,servergm,-3.2e-08,-0.032,0.000159,159.0,high,run02
