sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T14:31:25+00:00,1775399485.0,0.0,0,5.2e-08,0.052000000000000005,-5.2745e-05,-52.745,high,run02
1,2026-04-05T14:32:27+00:00,1775399547.0,62.0,62,-0.000119118,-119.118,-5.8543e-05,-58.543,high,run02
2,2026-04-05T14:33:28+00:00,1775399608.0,123.0,123,-2.3293e-05,-23.293,-3.3481e-05,-33.481,high,run02
3,2026-04-05T14:34:30+00:00,1775399670.0,185.0,185,-3.5643e-05,-35.643,-3.3773e-05,-33.772999999999996,high,run02
4,2026-04-05T14:35:31+00:00,1775399731.0,246.0,246,-2.9308e-05,-29.308,-1.3326e-05,-13.326,high,run02
5,2026-04-05T14:36:33+00:00,1775399793.0,308.0,308,-2.1117e-05,-21.117,-3.011e-05,-30.110000000000003,high,run02
6,2026-04-05T14:37:34+00:00,1775399854.0,369.0,369,-3.1816e-05,-31.816000000000003,-2.2958e-05,-22.958,high,run02
7,2026-04-05T14:38:36+00:00,1775399916.0,431.0,431,-1.5525e-05,-15.525000000000002,-1.0267e-05,-10.267,high,run02
8,2026-04-05T14:39:37+00:00,1775399977.0,492.0,492,-2.1408e-05,-21.407999999999998,-1.1595e-05,-11.595,high,run02
9,2026-04-05T14:40:39+00:00,1775400039.0,554.0,554,-3.3024e-05,-33.024,-2.2828e-05,-22.828,high,run02
