sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T14:57:39+00:00,1775401059.0,0.0,0,servergm,-4.63e-07,-0.463,0.000116,116.0,high,run04
1,2026-04-05T14:58:41+00:00,1775401121.0,62.0,62,servergm,2e-08,0.02,0.00011499999999999999,114.99999999999999,high,run04
2,2026-04-05T14:59:42+00:00,1775401182.0,123.0,123,servergm,-3.4e-08,-0.034,0.00011999999999999999,119.99999999999999,high,run04
3,2026-04-05T15:00:44+00:00,1775401244.0,185.0,185,servergm,-3.9800000000000004e-07,-0.398,0.000128,128.0,high,run04
4,2026-04-05T15:01:45+00:00,1775401305.0,246.0,246,servergm,-2e-09,-0.002,0.000121,121.0,high,run04
5,2026-04-05T15:02:47+00:00,1775401367.0,308.0,308,servergm,4e-08,0.04,0.000128,128.0,high,run04
6,2026-04-05T15:03:48+00:00,1775401428.0,369.0,369,servergm,-5.4e-08,-0.054,0.000134,134.0,high,run04
7,2026-04-05T15:04:50+00:00,1775401490.0,431.0,431,servergm,1e-09,0.001,0.00013199999999999998,131.99999999999997,high,run04
8,2026-04-05T15:05:51+00:00,1775401551.0,492.0,492,servergm,-2e-09,-0.002,0.00013099999999999999,131.0,high,run04
9,2026-04-05T15:06:53+00:00,1775401613.0,554.0,554,servergm,-7.000000000000001e-09,-0.007000000000000001,0.000133,133.0,high,run04
