sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T19:09:11+00:00,1775416151.0,0.0,0,-6.907e-06,-6.907,3.639e-06,3.639,low,run05
1,2026-04-05T19:10:12+00:00,1775416212.0,61.0,61,-6.501e-06,-6.501,-1.47e-06,-1.47,low,run05
2,2026-04-05T19:11:15+00:00,1775416275.0,124.0,124,-2.0084e-05,-20.084,-9.272e-06,-9.272,low,run05
3,2026-04-05T19:12:16+00:00,1775416336.0,185.0,185,3.2381e-05,32.381,5.0431e-05,50.431,low,run05
4,2026-04-05T19:13:18+00:00,1775416398.0,247.0,247,-7.834e-06,-7.834,-8.861e-06,-8.861,low,run05
5,2026-04-05T19:14:19+00:00,1775416459.0,308.0,308,-1.5444e-05,-15.443999999999999,-8.285e-06,-8.285,low,run05
6,2026-04-05T19:15:21+00:00,1775416521.0,370.0,370,-1.9884e-05,-19.884,-2.8119e-05,-28.119,low,run05
7,2026-04-05T19:16:22+00:00,1775416582.0,431.0,431,-9.991e-06,-9.991,-3.2346e-05,-32.346,low,run05
8,2026-04-05T19:17:24+00:00,1775416644.0,493.0,493,-6.183e-06,-6.183,-6.823e-06,-6.8229999999999995,low,run05
9,2026-04-05T19:18:26+00:00,1775416706.0,555.0,555,-4.126e-06,-4.126,-1.909e-06,-1.9089999999999998,low,run05
10,2026-04-05T19:19:29+00:00,1775416769.0,618.0,618,-1.381e-06,-1.381,-2.829e-06,-2.8289999999999997,low,run05
11,2026-04-05T19:20:31+00:00,1775416831.0,680.0,680,-2.297e-06,-2.297,-9.28e-07,-0.928,low,run05
12,2026-04-05T19:21:32+00:00,1775416892.0,741.0,741,-5.5e-07,-0.55,-4.321e-06,-4.321,low,run05
13,2026-04-05T19:22:34+00:00,1775416954.0,803.0,803,-1.921e-06,-1.9209999999999998,-1.979e-06,-1.979,low,run05
14,2026-04-05T19:23:35+00:00,1775417015.0,864.0,864,2.335e-06,2.335,5.564e-06,5.563999999999999,low,run05
15,2026-04-05T19:24:37+00:00,1775417077.0,926.0,926,2.28e-06,2.2800000000000002,1.497e-06,1.497,low,run05
16,2026-04-05T19:25:39+00:00,1775417139.0,988.0,988,-3.62e-06,-3.62,-7.419e-06,-7.419,low,run05
17,2026-04-05T19:26:40+00:00,1775417200.0,1049.0,1049,-6.683e-06,-6.683,-8.798e-06,-8.798,low,run05
18,2026-04-05T19:27:42+00:00,1775417262.0,1111.0,1111,-3.432e-06,-3.432,-9.95e-07,-0.995,low,run05
19,2026-04-05T19:28:43+00:00,1775417323.0,1172.0,1172,-1.376e-06,-1.3760000000000001,1.339e-06,1.339,low,run05
