sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T19:09:11+00:00,1775416151.0,0.0,0,servergm,3.0000000000000004e-09,0.0030000000000000005,0.000144,144.0,low,run05
1,2026-04-05T19:10:12+00:00,1775416212.0,61.0,61,servergm,-8e-09,-0.008,0.000138,138.0,low,run05
2,2026-04-05T19:11:15+00:00,1775416275.0,124.0,124,servergm,-4.8000000000000006e-08,-0.04800000000000001,0.000155,155.0,low,run05
3,2026-04-05T19:12:16+00:00,1775416336.0,185.0,185,servergm,1.243e-06,1.243,0.000147,147.0,low,run05
4,2026-04-05T19:13:18+00:00,1775416398.0,247.0,247,servergm,-6.000000000000001e-09,-0.006000000000000001,1.7e-05,17.0,low,run05
5,2026-04-05T19:14:19+00:00,1775416459.0,308.0,308,servergm,-3.0000000000000004e-09,-0.0030000000000000005,1.3e-05,13.0,low,run05
6,2026-04-05T19:15:21+00:00,1775416521.0,370.0,370,servergm,-4.1510000000000006e-06,-4.151000000000001,2.1e-05,21.0,low,run05
7,2026-04-05T19:16:22+00:00,1775416582.0,431.0,431,servergm,-1.123e-06,-1.123,1.8999999999999998e-05,18.999999999999996,low,run05
8,2026-04-05T19:17:24+00:00,1775416644.0,493.0,493,servergm,-1.3e-08,-0.013000000000000001,3.5e-05,35.0,low,run05
9,2026-04-05T19:18:26+00:00,1775416706.0,555.0,555,servergm,-6.000000000000001e-09,-0.006000000000000001,3.6e-05,36.0,low,run05
10,2026-04-05T19:19:29+00:00,1775416769.0,618.0,618,servergm,-5.9000000000000006e-08,-0.059000000000000004,3.6e-05,36.0,low,run05
11,2026-04-05T19:20:31+00:00,1775416831.0,680.0,680,servergm,-5.8e-08,-0.058,3.6e-05,36.0,low,run05
12,2026-04-05T19:21:32+00:00,1775416892.0,741.0,741,servergm,1e-09,0.001,3.4e-05,34.0,low,run05
13,2026-04-05T19:22:34+00:00,1775416954.0,803.0,803,servergm,-2.3e-08,-0.023,3.4e-05,34.0,low,run05
14,2026-04-05T19:23:35+00:00,1775417015.0,864.0,864,servergm,2.1000000000000003e-08,0.021,3.5e-05,35.0,low,run05
15,2026-04-05T19:24:37+00:00,1775417077.0,926.0,926,servergm,8e-09,0.008,3.4e-05,34.0,low,run05
16,2026-04-05T19:25:39+00:00,1775417139.0,988.0,988,servergm,-1.61e-07,-0.161,3.4e-05,34.0,low,run05
17,2026-04-05T19:26:40+00:00,1775417200.0,1049.0,1049,servergm,-0.0,-0.0,3.4e-05,34.0,low,run05
18,2026-04-05T19:27:42+00:00,1775417262.0,1111.0,1111,servergm,-1e-09,-0.001,3.4e-05,34.0,low,run05
19,2026-04-05T19:28:43+00:00,1775417323.0,1172.0,1172,servergm,3.0000000000000004e-09,0.0030000000000000005,3.5e-05,35.0,low,run05
