sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T08:51:36+00:00,1775465496.0,0.0,0,-9.966e-06,-9.966000000000001,-6.605e-06,-6.605,high,run10
1,2026-04-06T08:52:37+00:00,1775465557.0,61.0,61,-2.933e-06,-2.9330000000000003,-2.965e-06,-2.965,high,run10
2,2026-04-06T08:53:38+00:00,1775465618.0,122.0,122,-5.072e-06,-5.072,-0.00010469,-104.69,high,run10
3,2026-04-06T08:54:40+00:00,1775465680.0,184.0,184,-2.2979e-05,-22.979000000000003,-2.1858e-05,-21.858,high,run10
4,2026-04-06T08:55:41+00:00,1775465741.0,245.0,245,-2.5136e-05,-25.136000000000003,-9.675e-05,-96.75,high,run10
5,2026-04-06T08:56:42+00:00,1775465802.0,306.0,306,-2.613e-05,-26.13,-2.3681e-05,-23.680999999999997,high,run10
6,2026-04-06T08:57:44+00:00,1775465864.0,368.0,368,-2.2326e-05,-22.326,-0.000117194,-117.194,high,run10
7,2026-04-06T08:58:45+00:00,1775465925.0,429.0,429,6.6e-08,0.06599999999999999,1.5496e-05,15.495999999999999,high,run10
8,2026-04-06T08:59:46+00:00,1775465986.0,490.0,490,8e-08,0.08,-0.000130884,-130.88400000000001,high,run10
9,2026-04-06T09:00:48+00:00,1775466048.0,552.0,552,6.7e-08,0.067,-5.132e-05,-51.32,high,run10
10,2026-04-06T09:01:49+00:00,1775466109.0,613.0,613,1.28e-07,0.128,-7.9284e-05,-79.28399999999999,high,run10
11,2026-04-06T09:02:51+00:00,1775466171.0,675.0,675,1.05e-07,0.105,-0.000125406,-125.40599999999999,high,run10
12,2026-04-06T09:03:52+00:00,1775466232.0,736.0,736,-5.0172e-05,-50.172,-5.6651e-05,-56.650999999999996,high,run10
13,2026-04-06T09:04:53+00:00,1775466293.0,797.0,797,3.2e-08,0.032,-2.3011e-05,-23.011,high,run10
14,2026-04-06T09:05:55+00:00,1775466355.0,859.0,859,-4.8322e-05,-48.322,-5.0476e-05,-50.476,high,run10
15,2026-04-06T09:06:56+00:00,1775466416.0,920.0,920,-6.2281e-05,-62.281,-0.000100562,-100.562,high,run10
16,2026-04-06T09:07:57+00:00,1775466477.0,981.0,981,-3.3603e-05,-33.603,-5.2941e-05,-52.941,high,run10
17,2026-04-06T09:08:59+00:00,1775466539.0,1043.0,1043,-3.1061e-05,-31.061,-5.3813e-05,-53.813,high,run10
18,2026-04-06T09:10:00+00:00,1775466600.0,1104.0,1104,-1.5056e-05,-15.056,-4.0233e-05,-40.233,high,run10
19,2026-04-06T09:11:02+00:00,1775466662.0,1166.0,1166,7.1e-08,0.071,-5.1373e-05,-51.373,high,run10
