sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T08:51:36+00:00,1775465496.0,0.0,0,servergm,-1e-09,-0.001,9.2e-05,92.0,high,run10
1,2026-04-06T08:52:37+00:00,1775465557.0,61.0,61,servergm,-1e-09,-0.001,9.8e-05,98.0,high,run10
2,2026-04-06T08:53:38+00:00,1775465618.0,122.0,122,servergm,-8.26e-07,-0.826,8.999999999999999e-05,89.99999999999999,high,run10
3,2026-04-06T08:54:40+00:00,1775465680.0,184.0,184,servergm,-3.42e-07,-0.342,9.2e-05,92.0,high,run10
4,2026-04-06T08:55:41+00:00,1775465741.0,245.0,245,servergm,6.000000000000001e-09,0.006000000000000001,6.2e-05,62.0,high,run10
5,2026-04-06T08:56:42+00:00,1775465802.0,306.0,306,servergm,-1e-09,-0.001,6.1e-05,61.0,high,run10
6,2026-04-06T08:57:44+00:00,1775465864.0,368.0,368,servergm,-8e-09,-0.008,2.1e-05,21.0,high,run10
7,2026-04-06T08:58:45+00:00,1775465925.0,429.0,429,servergm,-4e-09,-0.004,3.5e-05,35.0,high,run10
8,2026-04-06T08:59:46+00:00,1775465986.0,490.0,490,servergm,-3.7e-05,-37.0,0.000133,133.0,high,run10
9,2026-04-06T09:00:48+00:00,1775466048.0,552.0,552,servergm,-6.000000000000001e-09,-0.006000000000000001,1.9999999999999998e-05,20.0,high,run10
10,2026-04-06T09:01:49+00:00,1775466109.0,613.0,613,servergm,-1.4000000000000001e-08,-0.014000000000000002,1.7e-05,17.0,high,run10
11,2026-04-06T09:02:51+00:00,1775466171.0,675.0,675,servergm,-3.0000000000000004e-09,-0.0030000000000000005,6.584000000000001e-06,6.5840000000000005,high,run10
12,2026-04-06T09:03:52+00:00,1775466232.0,736.0,736,servergm,-1.0000000000000001e-07,-0.1,2.4e-05,24.0,high,run10
13,2026-04-06T09:04:53+00:00,1775466293.0,797.0,797,servergm,-1.85e-07,-0.185,4.2999999999999995e-05,42.99999999999999,high,run10
14,2026-04-06T09:05:55+00:00,1775466355.0,859.0,859,servergm,-3.99e-07,-0.399,6.3e-05,63.0,high,run10
15,2026-04-06T09:06:56+00:00,1775466416.0,920.0,920,servergm,-1.1900000000000001e-07,-0.11900000000000001,5.8e-05,58.0,high,run10
16,2026-04-06T09:07:57+00:00,1775466477.0,981.0,981,servergm,-1.5000000000000002e-08,-0.015000000000000001,5.3e-05,53.0,high,run10
17,2026-04-06T09:08:59+00:00,1775466539.0,1043.0,1043,servergm,-5.6000000000000005e-08,-0.05600000000000001,8.9e-05,89.0,high,run10
18,2026-04-06T09:10:00+00:00,1775466600.0,1104.0,1104,servergm,-3.2e-08,-0.032,2.9999999999999997e-05,29.999999999999996,high,run10
19,2026-04-06T09:11:02+00:00,1775466662.0,1166.0,1166,servergm,-1.5100000000000002e-07,-0.15100000000000002,4.4e-05,44.0,high,run10
