t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
16961.299,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[16961.299]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run10,client
16961.299,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[16961.299]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run10,client
16964.631,new_foreign_master,1.0,,,0a05b5.fffe.f89dbc-2,ptp4l[16964.631]: port 1: new foreign master 0a05b5.fffe.f89dbc-2,3.3320000000021537,3,2,high,run10,client
17038.412,best_master,,,,8253d8.fffe.3f8d80,ptp4l[17038.412]: selected best master clock 8253d8.fffe.3f8d80,77.1130000000012,77,3,high,run10,client
17038.412,ptp_timescale_mismatch,,,,,ptp4l[17038.412]: foreign master not using PTP timescale,77.1130000000012,77,4,high,run10,client
17038.412,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[17038.412]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,77.1130000000012,77,5,high,run10,client
17047.382,state,1.0,UNCALIBRATED,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17047.382]: port 1: UNCALIBRATED to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,86.08300000000236,86,6,high,run10,client
17114.024,best_master,,,,8253d8.fffe.3f8d80,ptp4l[17114.024]: selected best master clock 8253d8.fffe.3f8d80,152.72500000000218,153,7,high,run10,client
17114.024,ptp_timescale_mismatch,,,,,ptp4l[17114.024]: foreign master not using PTP timescale,152.72500000000218,153,8,high,run10,client
17114.024,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[17114.024]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,152.72500000000218,153,9,high,run10,client
17120.98,state,1.0,UNCALIBRATED,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17120.980]: port 1: UNCALIBRATED to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,159.6810000000005,160,10,high,run10,client
17184.89,best_master,,,,8253d8.fffe.3f8d80,ptp4l[17184.890]: selected best master clock 8253d8.fffe.3f8d80,223.59100000000035,224,11,high,run10,client
17184.891,ptp_timescale_mismatch,,,,,ptp4l[17184.891]: foreign master not using PTP timescale,223.59200000000055,224,12,high,run10,client
17184.891,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[17184.891]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,223.59200000000055,224,13,high,run10,client
17190.894,state,1.0,UNCALIBRATED,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17190.894]: port 1: UNCALIBRATED to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,229.59500000000116,230,14,high,run10,client
