t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
81331.0,22:35:31,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,0,medium,run10,boundary
81346.0,22:35:46,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,1,medium,run10,boundary
81361.0,22:36:01,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,2,medium,run10,boundary
81376.0,22:36:16,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,3,medium,run10,boundary
81391.0,22:36:31,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,4,medium,run10,boundary
81406.0,22:36:46,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,5,medium,run10,boundary
81421.0,22:37:01,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,6,medium,run10,boundary
81437.0,22:37:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,7,medium,run10,boundary
81452.0,22:37:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,8,medium,run10,boundary
81467.0,22:37:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,9,medium,run10,boundary
81482.0,22:38:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,10,medium,run10,boundary
81497.0,22:38:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,11,medium,run10,boundary
81512.0,22:38:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,12,medium,run10,boundary
81527.0,22:38:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,13,medium,run10,boundary
81542.0,22:39:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,14,medium,run10,boundary
81557.0,22:39:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,15,medium,run10,boundary
81572.0,22:39:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,16,medium,run10,boundary
81587.0,22:39:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,17,medium,run10,boundary
81602.0,22:40:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,18,medium,run10,boundary
81617.0,22:40:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,19,medium,run10,boundary
81632.0,22:40:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,20,medium,run10,boundary
81843.0,22:44:03,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64   17   1.6345   0.3924   0.1444,512.0,512,21,medium,run10,boundary
81858.0,22:44:18,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   1.6345   0.3924   0.1444,527.0,527,22,medium,run10,boundary
81873.0,22:44:33,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   1.6345   0.3924   0.1444,542.0,542,23,medium,run10,boundary
81888.0,22:44:48,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   1.6345   0.3924   0.1444,557.0,557,24,medium,run10,boundary
81903.0,22:45:03,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   66   64   17   1.6345   0.3924   0.1444,572.0,572,25,medium,run10,boundary
81919.0,22:45:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   14   64   37   0.9520   0.2103   0.2247,588.0,588,26,medium,run10,boundary
81934.0,22:45:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   29   64   37   0.9520   0.2103   0.2247,603.0,603,27,medium,run10,boundary
81949.0,22:45:49,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   44   64   37   0.9520   0.2103   0.2247,618.0,618,28,medium,run10,boundary
81964.0,22:46:04,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   59   64   37   0.9520   0.2103   0.2247,633.0,633,29,medium,run10,boundary
81979.0,22:46:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   10   64   77   1.4206   0.4596   0.1675,648.0,648,30,medium,run10,boundary
81994.0,22:46:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   25   64   77   1.4206   0.4596   0.1675,663.0,663,31,medium,run10,boundary
82009.0,22:46:49,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   40   64   77   1.4206   0.4596   0.1675,678.0,678,32,medium,run10,boundary
82024.0,22:47:04,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   55   64   77   1.4206   0.4596   0.1675,693.0,693,33,medium,run10,boundary
82039.0,22:47:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64  177   1.4557   0.4149   0.1339,708.0,708,34,medium,run10,boundary
82054.0,22:47:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   20   64  177   1.4557   0.4149   0.1339,723.0,723,35,medium,run10,boundary
