sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T12:32:46+00:00,1775392366.0,0.0,0,servergm,-5.206000000000001e-06,-5.206,0.000192,192.0,medium,run08
1,2026-04-05T12:33:47+00:00,1775392427.0,61.0,61,servergm,2.509e-06,2.509,0.000597,597.0,medium,run08
2,2026-04-05T12:34:49+00:00,1775392489.0,123.0,123,servergm,2.4e-05,24.0,0.0020529999999999997,2052.9999999999995,medium,run08
3,2026-04-05T12:35:50+00:00,1775392550.0,184.0,184,servergm,-1.9300000000000002e-07,-0.19300000000000003,0.000202,202.0,medium,run08
4,2026-04-05T12:36:52+00:00,1775392612.0,246.0,246,servergm,6.577000000000001e-06,6.577000000000001,0.000179,179.0,medium,run08
5,2026-04-05T12:37:53+00:00,1775392673.0,307.0,307,servergm,-3.2999999999999996e-05,-32.99999999999999,0.000188,188.0,medium,run08
6,2026-04-05T12:38:55+00:00,1775392735.0,369.0,369,servergm,-9.999999999999999e-06,-10.0,0.000194,194.0,medium,run08
7,2026-04-05T12:39:56+00:00,1775392796.0,430.0,430,servergm,-7.310000000000001e-07,-0.7310000000000001,0.00019899999999999999,198.99999999999997,medium,run08
8,2026-04-05T12:40:58+00:00,1775392858.0,492.0,492,servergm,-8.852000000000001e-06,-8.852,0.00019899999999999999,198.99999999999997,medium,run08
9,2026-04-05T12:42:00+00:00,1775392920.0,554.0,554,servergm,-1.7e-05,-17.0,0.00019899999999999999,198.99999999999997,medium,run08
