sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T22:16:05+00:00,1775427365.0,0.0,0,servergm,-5.9000000000000006e-08,-0.059000000000000004,0.00019099999999999998,190.99999999999997,low,run13
1,2026-04-05T22:17:06+00:00,1775427426.0,61.0,61,servergm,-7.800000000000001e-08,-0.07800000000000001,0.000206,206.0,low,run13
2,2026-04-05T22:18:08+00:00,1775427488.0,123.0,123,servergm,-1.7840000000000002e-06,-1.7840000000000003,0.00020999999999999998,209.99999999999997,low,run13
3,2026-04-05T22:19:10+00:00,1775427550.0,185.0,185,servergm,-1.3e-08,-0.013000000000000001,8.676000000000001e-06,8.676000000000002,low,run13
4,2026-04-05T22:20:11+00:00,1775427611.0,246.0,246,servergm,-1.184e-06,-1.184,8.676000000000001e-06,8.676000000000002,low,run13
5,2026-04-05T22:21:13+00:00,1775427673.0,308.0,308,servergm,-5.371000000000001e-06,-5.371,4.9999999999999996e-05,49.99999999999999,low,run13
6,2026-04-05T22:22:14+00:00,1775427734.0,369.0,369,servergm,-1.116e-06,-1.1159999999999999,0.000268,268.0,low,run13
7,2026-04-05T22:23:16+00:00,1775427796.0,431.0,431,servergm,-1.6e-07,-0.16,0.00025,250.0,low,run13
8,2026-04-05T22:24:17+00:00,1775427857.0,492.0,492,servergm,-4.9e-08,-0.049,0.000139,139.0,low,run13
9,2026-04-05T22:25:19+00:00,1775427919.0,554.0,554,servergm,-7.350000000000001e-07,-0.7350000000000001,0.000111,111.0,low,run13
10,2026-04-05T22:26:20+00:00,1775427980.0,615.0,615,servergm,-2.384e-06,-2.384,0.000226,226.0,low,run13
11,2026-04-05T22:27:22+00:00,1775428042.0,677.0,677,servergm,-5e-09,-0.005,4.2e-05,42.0,low,run13
12,2026-04-05T22:28:23+00:00,1775428103.0,738.0,738,servergm,-3.54e-07,-0.35400000000000004,0.00017099999999999998,170.99999999999997,low,run13
13,2026-04-05T22:29:25+00:00,1775428165.0,800.0,800,servergm,-2.3600000000000002e-07,-0.23600000000000002,0.000203,203.0,low,run13
14,2026-04-05T22:30:26+00:00,1775428226.0,861.0,861,servergm,0.0,0.0,0.000174,174.0,low,run13
15,2026-04-05T22:31:28+00:00,1775428288.0,923.0,923,servergm,-2.58e-07,-0.258,7.9e-05,79.0,low,run13
16,2026-04-05T22:32:29+00:00,1775428349.0,984.0,984,servergm,-1.0390000000000001e-06,-1.0390000000000001,0.00018099999999999998,180.99999999999997,low,run13
17,2026-04-05T22:33:31+00:00,1775428411.0,1046.0,1046,servergm,-7.39e-07,-0.739,0.000204,204.0,low,run13
18,2026-04-05T22:34:32+00:00,1775428472.0,1107.0,1107,servergm,-1.7600000000000001e-07,-0.17600000000000002,0.000207,207.0,low,run13
19,2026-04-05T22:35:34+00:00,1775428534.0,1169.0,1169,servergm,-1.42e-07,-0.142,0.000177,177.0,low,run13
