sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T22:16:05+00:00,1775427365.0,0.0,0,-3.1049e-05,-31.049,-1.2718e-05,-12.718,low,run13
1,2026-04-05T22:17:06+00:00,1775427426.0,61.0,61,-2.5316e-05,-25.316,-1.2741e-05,-12.741,low,run13
2,2026-04-05T22:18:08+00:00,1775427488.0,123.0,123,-5.5009e-05,-55.009,-5.9436e-05,-59.436,low,run13
3,2026-04-05T22:19:10+00:00,1775427550.0,185.0,185,6.6e-07,0.66,-0.000148977,-148.977,low,run13
4,2026-04-05T22:20:11+00:00,1775427611.0,246.0,246,8e-09,0.008,-1.8723e-05,-18.723,low,run13
5,2026-04-05T22:21:13+00:00,1775427673.0,308.0,308,-4.5137e-05,-45.137,-9.9954e-05,-99.954,low,run13
6,2026-04-05T22:22:14+00:00,1775427734.0,369.0,369,-9.1197e-05,-91.197,-6.6404e-05,-66.404,low,run13
7,2026-04-05T22:23:16+00:00,1775427796.0,431.0,431,-2.797e-05,-27.970000000000002,-1.6558e-05,-16.558,low,run13
8,2026-04-05T22:24:17+00:00,1775427857.0,492.0,492,-2.4477e-05,-24.477,-3.4029e-05,-34.029,low,run13
9,2026-04-05T22:25:19+00:00,1775427919.0,554.0,554,4.51e-07,0.451,-0.000377901,-377.901,low,run13
10,2026-04-05T22:26:20+00:00,1775427980.0,615.0,615,-0.0001251,-125.10000000000001,-3.6043e-05,-36.043,low,run13
11,2026-04-05T22:27:22+00:00,1775428042.0,677.0,677,-2.0298e-05,-20.298000000000002,-1.447e-05,-14.47,low,run13
12,2026-04-05T22:28:23+00:00,1775428103.0,738.0,738,-5.5762e-05,-55.762,-2.7949e-05,-27.948999999999998,low,run13
13,2026-04-05T22:29:25+00:00,1775428165.0,800.0,800,-3.4602e-05,-34.602,-2.1783e-05,-21.783,low,run13
14,2026-04-05T22:30:26+00:00,1775428226.0,861.0,861,-2.6849e-05,-26.849,-1.8926e-05,-18.926000000000002,low,run13
15,2026-04-05T22:31:28+00:00,1775428288.0,923.0,923,-7.6598e-05,-76.598,-7.9408e-05,-79.408,low,run13
16,2026-04-05T22:32:29+00:00,1775428349.0,984.0,984,-9.8752e-05,-98.75200000000001,-4.3466e-05,-43.466,low,run13
17,2026-04-05T22:33:31+00:00,1775428411.0,1046.0,1046,-8.2358e-05,-82.358,-5.9033e-05,-59.033,low,run13
18,2026-04-05T22:34:32+00:00,1775428472.0,1107.0,1107,-3.8078e-05,-38.077999999999996,-1.9359e-05,-19.358999999999998,low,run13
19,2026-04-05T22:35:34+00:00,1775428534.0,1169.0,1169,-2.2605e-05,-22.605,-1.3741e-05,-13.741,low,run13
