t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13623.096,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13623.096]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run14,boundary
13623.096,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13623.096]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run14,boundary
13623.097,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13623.097]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0010000000002037268,0,2,medium,run14,boundary
13626.162,new_foreign_master,1.0,,,fe25c8.fffe.74b738-1,ptp4l[13626.162]: port 1: new foreign master fe25c8.fffe.74b738-1,3.066000000000713,3,3,medium,run14,boundary
13629.486,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13629.486]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.390000000001237,6,4,medium,run14,boundary
13630.113,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13630.113]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.016999999999825,7,5,medium,run14,boundary
13630.166,best_master,,,,fe25c8.fffe.74b738,ptp4l[13630.166]: selected best master clock fe25c8.fffe.74b738,7.069999999999709,7,6,medium,run14,boundary
13630.166,ptp_timescale_mismatch,,,,,ptp4l[13630.166]: foreign master not using PTP timescale,7.069999999999709,7,7,medium,run14,boundary
13630.166,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[13630.166]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.069999999999709,7,8,medium,run14,boundary
13649.182,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[13649.182]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.08600000000115,26,9,medium,run14,boundary
13743.664,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[13743.664]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),120.56800000000112,121,10,medium,run14,boundary
13759.667,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[13759.667]: port 2: FAULTY to LISTENING on INIT_COMPLETE,136.5709999999999,137,11,medium,run14,boundary
13766.559,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13766.559]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,143.46299999999974,143,12,medium,run14,boundary
13766.559,best_master,,,,fe25c8.fffe.74b738,ptp4l[13766.559]: selected best master clock fe25c8.fffe.74b738,143.46299999999974,143,13,medium,run14,boundary
13766.559,ptp_timescale_mismatch,,,,,ptp4l[13766.559]: foreign master not using PTP timescale,143.46299999999974,143,14,medium,run14,boundary
