t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13636.523,174262,234548,-5512456,0,980798,52177,ptp4l[13636.523]: rms 174262 max 234548 freq -5512456 +/-   0 delay 980798 +/- 52177,0.0,0,0,medium,run14,client
13638.511,1353511,1896983,-5512456,0,785493,38775,ptp4l[13638.511]: rms 1353511 max 1896983 freq -5512456 +/-   0 delay 785493 +/- 38775,1.9880000000011933,2,1,medium,run14,client
13640.533,477577,622508,-5512456,0,928621,85204,ptp4l[13640.533]: rms 477577 max 622508 freq -5512456 +/-   0 delay 928621 +/- 85204,4.010000000000218,4,2,medium,run14,client
13642.532,195729,222899,-5512456,0,839117,53823,ptp4l[13642.532]: rms 195729 max 222899 freq -5512456 +/-   0 delay 839117 +/- 53823,6.0090000000000146,6,3,medium,run14,client
13644.53,232461,327216,-5512456,0,712974,0,ptp4l[13644.530]: rms 232461 max 327216 freq -5512456 +/-   0 delay 712974 +/-   0,8.007000000001426,8,4,medium,run14,client
13646.536,125349,176807,-5512456,0,614863,64255,ptp4l[13646.536]: rms 125349 max 176807 freq -5512456 +/-   0 delay 614863 +/- 64255,10.01300000000083,10,5,medium,run14,client
13649.538,1505716,2106866,-5512456,0,510978,15950,ptp4l[13649.538]: rms 1505716 max 2106866 freq -5512456 +/-   0 delay 510978 +/- 15950,13.015000000001237,13,6,medium,run14,client
13651.543,494313,668704,-5521230,8774,559390,25856,ptp4l[13651.543]: rms 494313 max 668704 freq -5521230 +/- 8774 delay 559390 +/- 25856,15.020000000000437,15,7,medium,run14,client
13653.536,215492,304285,-5546373,14363,585246,0,ptp4l[13653.536]: rms 215492 max 304285 freq -5546373 +/- 14363 delay 585246 +/-   0,17.01300000000083,17,8,medium,run14,client
13655.54,359596,478182,-5545645,32803,627923,30400,ptp4l[13655.540]: rms 359596 max 478182 freq -5545645 +/- 32803 delay 627923 +/- 30400,19.017000000001644,19,9,medium,run14,client
