t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13626.504,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13626.504]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run14,client
13626.504,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13626.504]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run14,client
13629.502,new_foreign_master,1.0,,,8685f6.fffe.440b25-2,ptp4l[13629.502]: port 1: new foreign master 8685f6.fffe.440b25-2,2.9979999999995925,3,2,medium,run14,client
13633.503,best_master,,,,fe25c8.fffe.74b738,ptp4l[13633.503]: selected best master clock fe25c8.fffe.74b738,6.998999999999796,7,3,medium,run14,client
13633.504,ptp_timescale_mismatch,,,,,ptp4l[13633.504]: foreign master not using PTP timescale,7.0,7,4,medium,run14,client
13633.504,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[13633.504]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,7.0,7,5,medium,run14,client
13652.533,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[13652.533]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.028999999998632,26,6,medium,run14,client
13751.237,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13751.237]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,124.73299999999836,125,7,medium,run14,client
13768.596,best_master,,,,fe25c8.fffe.74b738,ptp4l[13768.596]: selected best master clock fe25c8.fffe.74b738,142.09199999999873,142,8,medium,run14,client
13768.596,ptp_timescale_mismatch,,,,,ptp4l[13768.596]: foreign master not using PTP timescale,142.09199999999873,142,9,medium,run14,client
13768.596,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[13768.596]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,142.09199999999873,142,10,medium,run14,client
13770.575,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[13770.575]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,144.0709999999999,144,11,medium,run14,client
