sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T10:03:16+00:00,1775469796.0,0.0,0,servergm,-1.08e-07,-0.108,6.3e-05,63.0,high,run13
1,2026-04-06T10:04:18+00:00,1775469858.0,62.0,62,servergm,3.1e-08,0.031,7.9e-05,79.0,high,run13
2,2026-04-06T10:05:19+00:00,1775469919.0,123.0,123,servergm,-8.2e-08,-0.082,7.4e-05,74.0,high,run13
3,2026-04-06T10:06:20+00:00,1775469980.0,184.0,184,servergm,-7.13e-07,-0.713,5.6e-05,56.0,high,run13
4,2026-04-06T10:07:22+00:00,1775470042.0,246.0,246,servergm,-1.77e-07,-0.17700000000000002,8.4e-05,84.0,high,run13
5,2026-04-06T10:08:23+00:00,1775470103.0,307.0,307,servergm,-3.1e-08,-0.031,8.8e-05,88.0,high,run13
6,2026-04-06T10:09:25+00:00,1775470165.0,369.0,369,servergm,-2.239e-06,-2.239,0.000102,102.0,high,run13
7,2026-04-06T10:10:26+00:00,1775470226.0,430.0,430,servergm,-3.7400000000000004e-07,-0.37400000000000005,2.9e-05,29.0,high,run13
8,2026-04-06T10:11:27+00:00,1775470287.0,491.0,491,servergm,-3.9000000000000005e-08,-0.03900000000000001,5.1e-05,51.0,high,run13
9,2026-04-06T10:12:29+00:00,1775470349.0,553.0,553,servergm,-3.06e-07,-0.306,9.499999999999999e-05,94.99999999999999,high,run13
10,2026-04-06T10:13:30+00:00,1775470410.0,614.0,614,servergm,-7.19e-07,-0.719,7.8e-05,78.0,high,run13
11,2026-04-06T10:14:32+00:00,1775470472.0,676.0,676,servergm,-6.140000000000001e-07,-0.6140000000000001,6.5e-05,65.0,high,run13
12,2026-04-06T10:15:36+00:00,1775470536.0,740.0,740,servergm,-2.3e-05,-23.0,1.1e-05,11.0,high,run13
13,2026-04-06T10:16:37+00:00,1775470597.0,801.0,801,servergm,-4.0700000000000003e-07,-0.40700000000000003,1.3e-05,13.0,high,run13
14,2026-04-06T10:17:39+00:00,1775470659.0,863.0,863,servergm,-8.9e-08,-0.08900000000000001,8.172e-06,8.172,high,run13
15,2026-04-06T10:18:45+00:00,1775470725.0,929.0,929,servergm,-7.000000000000001e-09,-0.007000000000000001,1.4e-05,14.0,high,run13
16,2026-04-06T10:19:51+00:00,1775470791.0,995.0,995,servergm,-1.1000000000000001e-08,-0.011000000000000001,1.7e-05,17.0,high,run13
17,2026-04-06T10:20:52+00:00,1775470852.0,1056.0,1056,servergm,-3.4000000000000003e-07,-0.34,2.2e-05,22.0,high,run13
18,2026-04-06T10:21:54+00:00,1775470914.0,1118.0,1118,servergm,-3.0000000000000004e-09,-0.0030000000000000005,1.8e-05,18.0,high,run13
19,2026-04-06T10:22:56+00:00,1775470976.0,1180.0,1180,servergm,-4.85e-07,-0.48500000000000004,1.8e-05,18.0,high,run13
