sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T10:51:32+00:00,1775472692.0,0.0,0,-9.5606e-05,-95.60600000000001,-0.000116087,-116.087,high,run15
1,2026-04-06T10:52:33+00:00,1775472753.0,61.0,61,-8.8247e-05,-88.247,-7.9099e-05,-79.09899999999999,high,run15
2,2026-04-06T10:53:35+00:00,1775472815.0,123.0,123,-0.000214957,-214.957,-0.000233071,-233.071,high,run15
3,2026-04-06T10:54:36+00:00,1775472876.0,184.0,184,-0.00013819,-138.19,-0.000176659,-176.659,high,run15
4,2026-04-06T10:55:38+00:00,1775472938.0,246.0,246,2.2e-07,0.22,-0.000150379,-150.379,high,run15
5,2026-04-06T10:56:39+00:00,1775472999.0,307.0,307,1.09e-07,0.109,-4.2878e-05,-42.878,high,run15
6,2026-04-06T10:57:41+00:00,1775473061.0,369.0,369,-5.285e-06,-5.285,-5.3669e-05,-53.669,high,run15
7,2026-04-06T10:58:42+00:00,1775473122.0,430.0,430,2.3e-07,0.22999999999999998,-0.000129336,-129.33599999999998,high,run15
8,2026-04-06T10:59:44+00:00,1775473184.0,492.0,492,-7.767e-06,-7.767,-5.0908e-05,-50.908,high,run15
9,2026-04-06T11:00:45+00:00,1775473245.0,553.0,553,-1.0306e-05,-10.306,-9.497e-06,-9.497,high,run15
10,2026-04-06T11:01:47+00:00,1775473307.0,615.0,615,-3.1125e-05,-31.124999999999996,-0.000160521,-160.52100000000002,high,run15
11,2026-04-06T11:02:48+00:00,1775473368.0,676.0,676,5e-08,0.049999999999999996,-2.7819e-05,-27.819,high,run15
12,2026-04-06T11:03:50+00:00,1775473430.0,738.0,738,2e-09,0.002,-2.4447e-05,-24.447000000000003,high,run15
13,2026-04-06T11:04:51+00:00,1775473491.0,799.0,799,1e-09,0.001,-1.6884e-05,-16.884,high,run15
14,2026-04-06T11:05:53+00:00,1775473553.0,861.0,861,3e-09,0.003,-2.2726e-05,-22.726,high,run15
15,2026-04-06T11:06:54+00:00,1775473614.0,922.0,922,1e-09,0.001,-1.9202e-05,-19.202,high,run15
16,2026-04-06T11:07:56+00:00,1775473676.0,984.0,984,6e-09,0.006,-3.4756e-05,-34.756,high,run15
17,2026-04-06T11:08:57+00:00,1775473737.0,1045.0,1045,-1.0847e-05,-10.847,-1.106e-05,-11.06,high,run15
18,2026-04-06T11:09:59+00:00,1775473799.0,1107.0,1107,5.6e-08,0.056,-1.9804e-05,-19.804,high,run15
19,2026-04-06T11:11:00+00:00,1775473860.0,1168.0,1168,4.9e-08,0.049,-1.9804e-05,-19.804,high,run15
