sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T10:51:32+00:00,1775472692.0,0.0,0,servergm,-1.901e-06,-1.901,0.000107,107.0,high,run15
1,2026-04-06T10:52:33+00:00,1775472753.0,61.0,61,servergm,-7.84e-07,-0.784,9.7e-05,97.0,high,run15
2,2026-04-06T10:53:35+00:00,1775472815.0,123.0,123,servergm,-3.6970000000000003e-06,-3.6970000000000005,0.000106,106.0,high,run15
3,2026-04-06T10:54:36+00:00,1775472876.0,184.0,184,servergm,-6.0160000000000005e-06,-6.016000000000001,0.000117,117.0,high,run15
4,2026-04-06T10:55:38+00:00,1775472938.0,246.0,246,servergm,-3.0250000000000003e-06,-3.0250000000000004,3.7e-05,37.0,high,run15
5,2026-04-06T10:56:39+00:00,1775472999.0,307.0,307,servergm,-1.585e-06,-1.585,0.00010899999999999999,109.0,high,run15
6,2026-04-06T10:57:41+00:00,1775473061.0,369.0,369,servergm,-7.7e-07,-0.77,7.4e-05,74.0,high,run15
7,2026-04-06T10:58:42+00:00,1775473122.0,430.0,430,servergm,-8.099999999999999e-05,-80.99999999999999,9.6e-05,96.0,high,run15
8,2026-04-06T10:59:44+00:00,1775473184.0,492.0,492,servergm,-4.7130000000000004e-06,-4.713,4.2999999999999995e-05,42.99999999999999,high,run15
9,2026-04-06T11:00:45+00:00,1775473245.0,553.0,553,servergm,-3.18e-07,-0.318,2.9e-05,29.0,high,run15
10,2026-04-06T11:01:47+00:00,1775473307.0,615.0,615,servergm,-4.213e-06,-4.213,1.7e-05,17.0,high,run15
11,2026-04-06T11:02:48+00:00,1775473368.0,676.0,676,servergm,-2e-09,-0.002,1.4999999999999999e-05,14.999999999999998,high,run15
12,2026-04-06T11:03:50+00:00,1775473430.0,738.0,738,servergm,-3.024e-06,-3.024,1.4999999999999999e-05,14.999999999999998,high,run15
13,2026-04-06T11:04:51+00:00,1775473491.0,799.0,799,servergm,-0.0,-0.0,3.614e-06,3.614,high,run15
14,2026-04-06T11:05:53+00:00,1775473553.0,861.0,861,servergm,-4e-09,-0.004,9.999999999999999e-06,10.0,high,run15
15,2026-04-06T11:06:54+00:00,1775473614.0,922.0,922,servergm,-2.4000000000000003e-08,-0.024000000000000004,1.7e-05,17.0,high,run15
16,2026-04-06T11:07:56+00:00,1775473676.0,984.0,984,servergm,-4.301e-06,-4.301,1.7e-05,17.0,high,run15
17,2026-04-06T11:08:57+00:00,1775473737.0,1045.0,1045,servergm,-1.3e-08,-0.013000000000000001,7.597e-06,7.597,high,run15
18,2026-04-06T11:09:59+00:00,1775473799.0,1107.0,1107,servergm,-1.444e-06,-1.4440000000000002,7.597e-06,7.597,high,run15
19,2026-04-06T11:11:00+00:00,1775473860.0,1168.0,1168,servergm,-2.8740000000000004e-06,-2.8740000000000006,7.597e-06,7.597,high,run15
