t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11853.732,871460,1228246,-506188,0,2144276,778884,ptp4l[11853.732]: rms 871460 max 1228246 freq -506188 +/-   0 delay 2144276 +/- 778884,0.0,0,0,medium,run08,client
11855.747,167053,168703,-506188,0,1140270,21600,ptp4l[11855.747]: rms 167053 max 168703 freq -506188 +/-   0 delay 1140270 +/- 21600,2.014999999999418,2,1,medium,run08,client
11857.741,459829,617448,-506188,0,1027175,0,ptp4l[11857.741]: rms 459829 max 617448 freq -506188 +/-   0 delay 1027175 +/-   0,4.0090000000000146,4,2,medium,run08,client
11859.737,522123,646422,-506188,0,1118670,0,ptp4l[11859.737]: rms 522123 max 646422 freq -506188 +/-   0 delay 1118670 +/-   0,6.0049999999992,6,3,medium,run08,client
11861.739,1166274,1547194,-506188,0,981428,45747,ptp4l[11861.739]: rms 1166274 max 1547194 freq -506188 +/-   0 delay 981428 +/- 45747,8.006999999999607,8,4,medium,run08,client
11863.752,503270,625104,-506188,0,794258,84488,ptp4l[11863.752]: rms 503270 max 625104 freq -506188 +/-   0 delay 794258 +/- 84488,10.020000000000437,10,5,medium,run08,client
11865.747,1352679,1884423,-506188,0,486050,35263,ptp4l[11865.747]: rms 1352679 max 1884423 freq -506188 +/-   0 delay 486050 +/- 35263,12.014999999999418,12,6,medium,run08,client
11867.746,258615,299076,-506188,0,510112,0,ptp4l[11867.746]: rms 258615 max 299076 freq -506188 +/-   0 delay 510112 +/-   0,14.013999999999214,14,7,medium,run08,client
11869.748,399851,548171,-402176,7010,484568,0,ptp4l[11869.748]: rms 399851 max 548171 freq -402176 +/- 7010 delay 484568 +/-   0,16.01599999999962,16,8,medium,run08,client
11871.752,62235,79735,-397431,5890,443889,8030,ptp4l[11871.752]: rms 62235 max 79735 freq -397431 +/- 5890 delay 443889 +/- 8030,18.020000000000437,18,9,medium,run08,client
11873.745,394641,541361,-374929,34123,476274,24354,ptp4l[11873.745]: rms 394641 max 541361 freq -374929 +/- 34123 delay 476274 +/- 24354,20.01300000000083,20,10,medium,run08,client
11875.751,124162,158549,-383086,4234,578219,38277,ptp4l[11875.751]: rms 124162 max 158549 freq -383086 +/- 4234 delay 578219 +/- 38277,22.019000000000233,22,11,medium,run08,client
11877.757,62698,87657,-398504,5057,523290,0,ptp4l[11877.757]: rms 62698 max 87657 freq -398504 +/- 5057 delay 523290 +/-   0,24.024999999999636,24,12,medium,run08,client
11879.759,259885,324687,-387168,25008,501525,0,ptp4l[11879.759]: rms 259885 max 324687 freq -387168 +/- 25008 delay 501525 +/-   0,26.027000000000044,26,13,medium,run08,client
11881.762,441618,624530,-362893,31345,538157,0,ptp4l[11881.762]: rms 441618 max 624530 freq -362893 +/- 31345 delay 538157 +/-   0,28.030000000000655,28,14,medium,run08,client
11883.762,614452,785347,-373310,58257,559430,30084,ptp4l[11883.762]: rms 614452 max 785347 freq -373310 +/- 58257 delay 559430 +/- 30084,30.030000000000655,30,15,medium,run08,client
11885.757,530925,611379,-340396,8558,554548,16392,ptp4l[11885.757]: rms 530925 max 611379 freq -340396 +/- 8558 delay 554548 +/- 16392,32.024999999999636,32,16,medium,run08,client
11887.761,71589,100365,-386794,4403,642288,23607,ptp4l[11887.761]: rms 71589 max 100365 freq -386794 +/- 4403 delay 642288 +/- 23607,34.02900000000045,34,17,medium,run08,client
11889.758,215231,304130,-376435,14738,768909,0,ptp4l[11889.758]: rms 215231 max 304130 freq -376435 +/- 14738 delay 768909 +/-   0,36.02599999999984,36,18,medium,run08,client
11891.761,697534,959651,-354704,59518,814463,45554,ptp4l[11891.761]: rms 697534 max 959651 freq -354704 +/- 59518 delay 814463 +/- 45554,38.02900000000045,38,19,medium,run08,client
11893.766,360572,497839,-422342,19319,814575,45442,ptp4l[11893.766]: rms 360572 max 497839 freq -422342 +/- 19319 delay 814575 +/- 45442,40.03399999999965,40,20,medium,run08,client
11895.769,369155,371045,-392364,37099,635194,0,ptp4l[11895.769]: rms 369155 max 371045 freq -392364 +/- 37099 delay 635194 +/-   0,42.03700000000026,42,21,medium,run08,client
11897.771,361748,493950,-410457,31423,690643,34587,ptp4l[11897.771]: rms 361748 max 493950 freq -410457 +/- 31423 delay 690643 +/- 34587,44.03900000000067,44,22,medium,run08,client
11899.766,99737,140709,-400023,6540,587590,0,ptp4l[11899.766]: rms 99737 max 140709 freq -400023 +/- 6540 delay 587590 +/-   0,46.03399999999965,46,23,medium,run08,client
11901.765,266361,274462,-393471,26752,496608,20880,ptp4l[11901.765]: rms 266361 max 274462 freq -393471 +/- 26752 delay 496608 +/- 20880,48.03299999999945,48,24,medium,run08,client
11903.766,289795,395704,-377976,25317,527413,20879,ptp4l[11903.766]: rms 289795 max 395704 freq -377976 +/- 25317 delay 527413 +/- 20879,50.03399999999965,50,25,medium,run08,client
11905.767,218029,260252,-387520,21411,548292,0,ptp4l[11905.767]: rms 218029 max 260252 freq -387520 +/- 21411 delay 548292 +/-   0,52.034999999999854,52,26,medium,run08,client
11907.775,674156,951400,-347238,51132,548292,0,ptp4l[11907.775]: rms 674156 max 951400 freq -347238 +/- 51132 delay 548292 +/-   0,54.042999999999665,54,27,medium,run08,client
11909.773,1173366,1657582,-302798,78969,672217,99126,ptp4l[11909.773]: rms 1173366 max 1657582 freq -302798 +/- 78969 delay 672217 +/- 99126,56.04099999999926,56,28,medium,run08,client
11911.765,3698342,5226521,-135635,273806,949346,0,ptp4l[11911.765]: rms 3698342 max 5226521 freq -135635 +/- 273806 delay 949346 +/-   0,58.03299999999945,58,29,medium,run08,client
11941.327,290885,348799,-413284,6426,704061,99304,ptp4l[11941.327]: rms 290885 max 348799 freq -413284 +/- 6426 delay 704061 +/- 99304,87.59499999999935,88,30,medium,run08,client
11943.338,1022836,1423145,-325543,84233,626443,0,ptp4l[11943.338]: rms 1022836 max 1423145 freq -325543 +/- 84233 delay 626443 +/-   0,89.60599999999977,90,31,medium,run08,client
11945.328,521557,661048,-333814,17023,586924,563,ptp4l[11945.328]: rms 521557 max 661048 freq -333814 +/- 17023 delay 586924 +/- 563,91.59599999999955,92,32,medium,run08,client
11947.339,1399724,1965817,-271768,87653,586924,0,ptp4l[11947.339]: rms 1399724 max 1965817 freq -271768 +/- 87653 delay 586924 +/-   0,93.60699999999997,94,33,medium,run08,client
11949.342,240125,324603,-392002,21381,587269,345,ptp4l[11949.342]: rms 240125 max 324603 freq -392002 +/- 21381 delay 587269 +/- 345,95.61000000000058,96,34,medium,run08,client
11951.332,792962,1111297,-317135,48605,585410,0,ptp4l[11951.332]: rms 792962 max 1111297 freq -317135 +/- 48605 delay 585410 +/-   0,97.60000000000036,98,35,medium,run08,client
11953.341,811793,1137600,-314330,49722,605282,18358,ptp4l[11953.341]: rms 811793 max 1137600 freq -314330 +/- 49722 delay 605282 +/- 18358,99.60900000000038,100,36,medium,run08,client
11955.338,298679,368872,-386501,28918,623641,0,ptp4l[11955.338]: rms 298679 max 368872 freq -386501 +/- 28918 delay 623641 +/-   0,101.60599999999977,102,37,medium,run08,client
11957.341,906631,1174421,-344617,84703,667032,22432,ptp4l[11957.341]: rms 906631 max 1174421 freq -344617 +/- 84703 delay 667032 +/- 22432,103.60900000000038,104,38,medium,run08,client
11959.349,396604,543082,-412446,20416,767672,0,ptp4l[11959.349]: rms 396604 max 543082 freq -412446 +/- 20416 delay 767672 +/-   0,105.61700000000019,106,39,medium,run08,client
11961.342,233434,235253,-378253,23458,676152,44621,ptp4l[11961.342]: rms 233434 max 235253 freq -378253 +/- 23458 delay 676152 +/- 44621,107.61000000000058,108,40,medium,run08,client
11963.349,456415,645467,-345572,32213,614878,17160,ptp4l[11963.349]: rms 456415 max 645467 freq -345572 +/- 32213 delay 614878 +/- 17160,109.61700000000019,110,41,medium,run08,client
11965.352,151930,197617,-372085,14140,547295,0,ptp4l[11965.352]: rms 151930 max 197617 freq -372085 +/- 14140 delay 547295 +/-   0,111.6200000000008,112,42,medium,run08,client
11967.349,545675,658709,-364499,53238,510399,17247,ptp4l[11967.349]: rms 545675 max 658709 freq -364499 +/- 53238 delay 510399 +/- 17247,113.61700000000019,114,43,medium,run08,client
11969.348,296594,410228,-361029,24928,528413,28378,ptp4l[11969.348]: rms 296594 max 410228 freq -361029 +/- 24928 delay 528413 +/- 28378,115.61599999999999,116,44,medium,run08,client
11971.361,50004,69569,-380119,4119,558234,50379,ptp4l[11971.361]: rms 50004 max 69569 freq -380119 +/- 4119 delay 558234 +/- 50379,117.62900000000081,118,45,medium,run08,client
11973.353,566035,716925,-359225,54010,470762,12933,ptp4l[11973.353]: rms 566035 max 716925 freq -359225 +/- 54010 delay 470762 +/- 12933,119.62099999999919,120,46,medium,run08,client
11975.357,1715310,2402022,-272890,138248,380944,0,ptp4l[11975.357]: rms 1715310 max 2402022 freq -272890 +/- 138248 delay 380944 +/-   0,121.625,122,47,medium,run08,client
11977.355,329953,396782,-367010,32240,461617,0,ptp4l[11977.355]: rms 329953 max 396782 freq -367010 +/- 32240 delay 461617 +/-   0,123.62299999999959,124,48,medium,run08,client
11979.357,434161,593050,-352478,37682,461617,0,ptp4l[11979.357]: rms 434161 max 593050 freq -352478 +/- 37682 delay 461617 +/-   0,125.625,126,49,medium,run08,client
11981.363,290080,303502,-372719,29113,443540,12308,ptp4l[11981.363]: rms 290080 max 303502 freq -372719 +/- 29113 delay 443540 +/- 12308,127.6309999999994,128,50,medium,run08,client
11983.35,209018,294501,-357928,13441,460912,0,ptp4l[11983.350]: rms 209018 max 294501 freq -357928 +/- 13441 delay 460912 +/-   0,129.6180000000004,130,51,medium,run08,client
11985.362,526578,731306,-329517,29467,526835,0,ptp4l[11985.362]: rms 526578 max 731306 freq -329517 +/- 29467 delay 526835 +/-   0,131.6299999999992,132,52,medium,run08,client
11987.359,481189,568223,-362970,47321,542600,15764,ptp4l[11987.359]: rms 481189 max 568223 freq -362970 +/- 47321 delay 542600 +/- 15764,133.6270000000004,134,53,medium,run08,client
11989.356,311487,431906,-346617,17480,545263,0,ptp4l[11989.356]: rms 311487 max 431906 freq -346617 +/- 17480 delay 545263 +/-   0,135.6239999999998,136,54,medium,run08,client
12017.334,271429,298640,-375110,27140,693477,209606,ptp4l[12017.334]: rms 271429 max 298640 freq -375110 +/- 27140 delay 693477 +/- 209606,163.60200000000077,164,55,medium,run08,client
12019.334,571195,765684,-424434,25285,535280,134207,ptp4l[12019.334]: rms 571195 max 765684 freq -424434 +/- 25285 delay 535280 +/- 134207,165.60200000000077,166,56,medium,run08,client
12049.234,1092965,1516104,-434623,91611,905305,542675,ptp4l[12049.234]: rms 1092965 max 1516104 freq -434623 +/- 91611 delay 905305 +/- 542675,195.5020000000004,196,57,medium,run08,client
12051.239,673389,889495,-436891,27912,1272179,0,ptp4l[12051.239]: rms 673389 max 889495 freq -436891 +/- 27912 delay 1272179 +/-   0,197.5069999999996,198,58,medium,run08,client
12053.25,1334693,1628667,-342263,129951,873014,0,ptp4l[12053.250]: rms 1334693 max 1628667 freq -342263 +/- 129951 delay 873014 +/-   0,199.51800000000003,200,59,medium,run08,client
12055.241,846097,1044065,-457945,22684,1047144,174130,ptp4l[12055.241]: rms 846097 max 1044065 freq -457945 +/- 22684 delay 1047144 +/- 174130,201.50900000000001,202,60,medium,run08,client
12057.242,286098,288357,-405844,371,546790,78677,ptp4l[12057.242]: rms 286098 max 288357 freq -405844 +/- 371 delay 546790 +/- 78677,203.51000000000022,204,61,medium,run08,client
12059.257,122279,141768,-389589,2208,366573,47468,ptp4l[12059.257]: rms 122279 max 141768 freq -389589 +/- 2208 delay 366573 +/- 47468,205.52499999999964,206,62,medium,run08,client
12061.249,491203,652967,-356290,44620,385308,0,ptp4l[12061.249]: rms 491203 max 652967 freq -356290 +/- 44620 delay 385308 +/-   0,207.51699999999983,208,63,medium,run08,client
12063.252,1473286,2059004,-288295,119051,474515,0,ptp4l[12063.252]: rms 1473286 max 2059004 freq -288295 +/- 119051 delay 474515 +/-   0,209.52000000000044,210,64,medium,run08,client
12065.254,2161361,2322820,-156666,15806,444314,17722,ptp4l[12065.254]: rms 2161361 max 2322820 freq -156666 +/- 15806 delay 444314 +/- 17722,211.52200000000084,212,65,medium,run08,client
12067.254,353185,464987,-338229,14039,675828,26064,ptp4l[12067.254]: rms 353185 max 464987 freq -338229 +/- 14039 delay 675828 +/- 26064,213.52200000000084,214,66,medium,run08,client
12069.254,608960,810891,-314505,25898,802226,0,ptp4l[12069.254]: rms 608960 max 810891 freq -314505 +/- 25898 delay 802226 +/-   0,215.52200000000084,216,67,medium,run08,client
12071.254,1294606,1740151,-310553,116333,802226,0,ptp4l[12071.254]: rms 1294606 max 1740151 freq -310553 +/- 116333 delay 802226 +/-   0,217.52200000000084,218,68,medium,run08,client
12073.254,508493,660921,-387158,47546,869408,36720,ptp4l[12073.254]: rms 508493 max 660921 freq -387158 +/- 47546 delay 869408 +/- 36720,219.52200000000084,220,69,medium,run08,client
12075.259,1350608,1816702,-305746,120621,832688,0,ptp4l[12075.259]: rms 1350608 max 1816702 freq -305746 +/- 120621 delay 832688 +/-   0,221.52700000000004,222,70,medium,run08,client
12077.257,337169,476828,-391758,23787,832688,0,ptp4l[12077.257]: rms 337169 max 476828 freq -391758 +/- 23787 delay 832688 +/-   0,223.52499999999964,224,71,medium,run08,client
12079.253,368416,455621,-378337,35544,731581,14053,ptp4l[12079.253]: rms 368416 max 455621 freq -378337 +/- 35544 delay 731581 +/- 14053,225.52100000000064,226,72,medium,run08,client
12081.257,490956,528858,-417757,3724,723934,24868,ptp4l[12081.257]: rms 490956 max 528858 freq -417757 +/- 3724 delay 723934 +/- 24868,227.52499999999964,228,73,medium,run08,client
