t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11839.41,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11839.410]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run08,boundary
11839.41,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11839.410]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run08,boundary
11839.41,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11839.410]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,medium,run08,boundary
11843.064,new_foreign_master,1.0,,,5a0df4.fffe.15afce-1,ptp4l[11843.064]: port 1: new foreign master 5a0df4.fffe.15afce-1,3.654000000000451,4,3,medium,run08,boundary
11846.695,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11846.695]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.2849999999998545,7,4,medium,run08,boundary
11847.067,best_master,,,,5a0df4.fffe.15afce,ptp4l[11847.067]: selected best master clock 5a0df4.fffe.15afce,7.656999999999243,8,5,medium,run08,boundary
11847.067,ptp_timescale_mismatch,,,,,ptp4l[11847.067]: foreign master not using PTP timescale,7.656999999999243,8,6,medium,run08,boundary
11847.067,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11847.067]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,7.656999999999243,8,7,medium,run08,boundary
11866.079,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11866.079]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.66899999999987,27,8,medium,run08,boundary
11913.763,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[11913.763]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),74.35300000000097,74,9,medium,run08,boundary
11929.765,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[11929.765]: port 2: FAULTY to LISTENING on INIT_COMPLETE,90.35499999999956,90,10,medium,run08,boundary
11937.294,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11937.294]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,97.88400000000001,98,11,medium,run08,boundary
11937.294,best_master,,,,5a0df4.fffe.15afce,ptp4l[11937.294]: selected best master clock 5a0df4.fffe.15afce,97.88400000000001,98,12,medium,run08,boundary
11937.294,ptp_timescale_mismatch,,,,,ptp4l[11937.294]: foreign master not using PTP timescale,97.88400000000001,98,13,medium,run08,boundary
11991.355,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[11991.355]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),151.9449999999997,152,14,medium,run08,boundary
12007.358,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[12007.358]: port 2: FAULTY to LISTENING on INIT_COMPLETE,167.94800000000032,168,15,medium,run08,boundary
12014.296,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12014.296]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,174.88600000000042,175,16,medium,run08,boundary
12014.296,best_master,,,,5a0df4.fffe.15afce,ptp4l[12014.296]: selected best master clock 5a0df4.fffe.15afce,174.88600000000042,175,17,medium,run08,boundary
12014.296,ptp_timescale_mismatch,,,,,ptp4l[12014.296]: foreign master not using PTP timescale,174.88600000000042,175,18,medium,run08,boundary
12021.322,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[12021.322]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),181.91200000000026,182,19,medium,run08,boundary
12037.323,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[12037.323]: port 2: FAULTY to LISTENING on INIT_COMPLETE,197.91300000000047,198,20,medium,run08,boundary
12045.206,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12045.206]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,205.79600000000028,206,21,medium,run08,boundary
12045.206,best_master,,,,5a0df4.fffe.15afce,ptp4l[12045.206]: selected best master clock 5a0df4.fffe.15afce,205.79600000000028,206,22,medium,run08,boundary
12045.206,ptp_timescale_mismatch,,,,,ptp4l[12045.206]: foreign master not using PTP timescale,205.79600000000028,206,23,medium,run08,boundary
12083.249,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[12083.249]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),243.83899999999994,244,24,medium,run08,boundary
