t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11842.818,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11842.818]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run08,client
11842.818,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11842.818]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run08,client
11846.699,new_foreign_master,1.0,,,5e3cb5.fffe.e11589-2,ptp4l[11846.699]: port 1: new foreign master 5e3cb5.fffe.e11589-2,3.8810000000012224,4,2,medium,run08,client
11850.721,best_master,,,,5a0df4.fffe.15afce,ptp4l[11850.721]: selected best master clock 5a0df4.fffe.15afce,7.903000000000247,8,3,medium,run08,client
11850.721,ptp_timescale_mismatch,,,,,ptp4l[11850.721]: foreign master not using PTP timescale,7.903000000000247,8,4,medium,run08,client
11850.721,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11850.721]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,7.903000000000247,8,5,medium,run08,client
11869.748,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11869.748]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.93000000000029,27,6,medium,run08,client
11919.859,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11919.859]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,77.04100000000108,77,7,medium,run08,client
11939.313,best_master,,,,5a0df4.fffe.15afce,ptp4l[11939.313]: selected best master clock 5a0df4.fffe.15afce,96.4950000000008,96,8,medium,run08,client
11939.314,ptp_timescale_mismatch,,,,,ptp4l[11939.314]: foreign master not using PTP timescale,96.496000000001,96,9,medium,run08,client
11939.314,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11939.314]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,96.496000000001,96,10,medium,run08,client
11941.327,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11941.327]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,98.50900000000001,99,11,medium,run08,client
11997.888,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11997.888]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,155.07000000000153,155,12,medium,run08,client
12016.319,best_master,,,,5a0df4.fffe.15afce,ptp4l[12016.319]: selected best master clock 5a0df4.fffe.15afce,173.5010000000002,174,13,medium,run08,client
12016.319,ptp_timescale_mismatch,,,,,ptp4l[12016.319]: foreign master not using PTP timescale,173.5010000000002,174,14,medium,run08,client
12016.319,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12016.319]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,173.5010000000002,174,15,medium,run08,client
12017.334,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12017.334]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,174.51600000000144,175,16,medium,run08,client
12025.378,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12025.378]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,182.5600000000013,183,17,medium,run08,client
12047.223,best_master,,,,5a0df4.fffe.15afce,ptp4l[12047.223]: selected best master clock 5a0df4.fffe.15afce,204.40500000000065,204,18,medium,run08,client
12047.224,ptp_timescale_mismatch,,,,,ptp4l[12047.224]: foreign master not using PTP timescale,204.40600000000086,204,19,medium,run08,client
12047.224,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12047.224]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,204.40600000000086,204,20,medium,run08,client
12049.234,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12049.234]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,206.41600000000108,206,21,medium,run08,client
12090.691,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12090.691]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,247.8730000000014,248,22,medium,run08,client
