t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11554.446,454004,637363,-601639,0,499956,62173,ptp4l[11554.446]: rms 454004 max 637363 freq -601639 +/-   0 delay 499956 +/- 62173,0.0,0,0,medium,run07,client
11556.454,282353,306435,-601639,0,586204,0,ptp4l[11556.454]: rms 282353 max 306435 freq -601639 +/-   0 delay 586204 +/-   0,2.007999999999811,2,1,medium,run07,client
11586.183,167611,179164,-635222,7838,797284,160944,ptp4l[11586.183]: rms 167611 max 179164 freq -635222 +/- 7838 delay 797284 +/- 160944,31.73700000000099,32,2,medium,run07,client
11588.176,479777,485628,-676230,832,1245088,0,ptp4l[11588.176]: rms 479777 max 485628 freq -676230 +/- 832 delay 1245088 +/-   0,33.72999999999956,34,3,medium,run07,client
11590.181,787131,1050868,-593448,71086,1362536,13602,ptp4l[11590.181]: rms 787131 max 1050868 freq -593448 +/- 71086 delay 1362536 +/- 13602,35.73500000000058,36,4,medium,run07,client
11592.186,722004,774176,-633678,72329,1348934,0,ptp4l[11592.186]: rms 722004 max 774176 freq -633678 +/- 72329 delay 1348934 +/-   0,37.73999999999978,38,5,medium,run07,client
11594.179,398840,559539,-652552,31814,1313194,0,ptp4l[11594.179]: rms 398840 max 559539 freq -652552 +/- 31814 delay 1313194 +/-   0,39.733000000000175,40,6,medium,run07,client
11596.19,58528,81622,-624943,4775,1289368,16848,ptp4l[11596.190]: rms 58528 max 81622 freq -624943 +/- 4775 delay 1289368 +/- 16848,41.7440000000006,42,7,medium,run07,client
11598.184,621137,646518,-565367,2916,1241868,0,ptp4l[11598.184]: rms 621137 max 646518 freq -565367 +/- 2916 delay 1241868 +/-   0,43.737999999999374,44,8,medium,run07,client
11600.185,1736696,2381410,-537489,150308,1146414,0,ptp4l[11600.185]: rms 1736696 max 2381410 freq -537489 +/- 150308 delay 1146414 +/-   0,45.73899999999958,46,9,medium,run07,client
11602.189,477803,632152,-669616,19554,1061165,64490,ptp4l[11602.189]: rms 477803 max 632152 freq -669616 +/- 19554 delay 1061165 +/- 64490,47.74300000000039,48,10,medium,run07,client
11604.192,1714101,2371244,-530685,143987,1009184,26464,ptp4l[11604.192]: rms 1714101 max 2371244 freq -530685 +/- 143987 delay 1009184 +/- 26464,49.745999999999185,50,11,medium,run07,client
11606.185,60058,84924,-619927,4179,967714,30673,ptp4l[11606.185]: rms 60058 max 84924 freq -619927 +/- 4179 delay 967714 +/- 30673,51.73899999999958,52,12,medium,run07,client
11608.184,719259,908797,-601647,68739,723714,22684,ptp4l[11608.184]: rms 719259 max 908797 freq -601647 +/- 68739 delay 723714 +/- 22684,53.737999999999374,54,13,medium,run07,client
11610.191,1218416,1681036,-519596,65972,723714,22684,ptp4l[11610.191]: rms 1218416 max 1681036 freq -519596 +/- 65972 delay 723714 +/- 22684,55.7450000000008,56,14,medium,run07,client
11612.202,1382328,1951071,-529442,104649,746398,0,ptp4l[11612.202]: rms 1382328 max 1951071 freq -529442 +/- 104649 delay 746398 +/-   0,57.7559999999994,58,15,medium,run07,client
11614.179,266129,356948,-644129,11822,777182,30784,ptp4l[11614.179]: rms 266129 max 356948 freq -644129 +/- 11822 delay 777182 +/- 30784,59.733000000000175,60,16,medium,run07,client
11616.194,489249,681837,-591940,40312,655680,0,ptp4l[11616.194]: rms 489249 max 681837 freq -591940 +/- 40312 delay 655680 +/-   0,61.74799999999959,62,17,medium,run07,client
11618.198,1043348,1462775,-535439,63368,655680,0,ptp4l[11618.198]: rms 1043348 max 1462775 freq -535439 +/- 63368 delay 655680 +/-   0,63.75200000000041,64,18,medium,run07,client
11620.201,333450,448011,-588024,15265,707930,16478,ptp4l[11620.201]: rms 333450 max 448011 freq -588024 +/- 15265 delay 707930 +/- 16478,65.7549999999992,66,19,medium,run07,client
11622.196,141512,168059,-620643,13890,719746,0,ptp4l[11622.196]: rms 141512 max 168059 freq -620643 +/- 13890 delay 719746 +/-   0,67.75,68,20,medium,run07,client
11624.21,183483,202793,-615634,18335,638528,528,ptp4l[11624.210]: rms 183483 max 202793 freq -615634 +/- 18335 delay 638528 +/- 528,69.76399999999921,70,21,medium,run07,client
11626.196,147167,201785,-604788,7641,613010,0,ptp4l[11626.196]: rms 147167 max 201785 freq -604788 +/- 7641 delay 613010 +/-   0,71.75,72,22,medium,run07,client
11628.204,1092875,1462233,-517951,48812,613010,0,ptp4l[11628.204]: rms 1092875 max 1462233 freq -517951 +/- 48812 delay 613010 +/-   0,73.75799999999981,74,23,medium,run07,client
11630.192,1423861,2010950,-508500,96347,647024,0,ptp4l[11630.192]: rms 1423861 max 2010950 freq -508500 +/- 96347 delay 647024 +/-   0,75.74599999999919,76,24,medium,run07,client
11632.187,223388,238557,-590622,1469,649622,2598,ptp4l[11632.187]: rms 223388 max 238557 freq -590622 +/- 1469 delay 649622 +/- 2598,77.74099999999999,78,25,medium,run07,client
11634.212,355191,427973,-577777,8463,632915,0,ptp4l[11634.212]: rms 355191 max 427973 freq -577777 +/- 8463 delay 632915 +/-   0,79.76599999999962,80,26,medium,run07,client
11636.207,1179860,1664459,-533138,89137,964285,286196,ptp4l[11636.207]: rms 1179860 max 1664459 freq -533138 +/- 89137 delay 964285 +/- 286196,81.76100000000042,82,27,medium,run07,client
