t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11541.856,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11541.856]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run07,boundary
11541.856,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11541.856]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run07,boundary
11541.857,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11541.857]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0010000000002037268,0,2,medium,run07,boundary
11545.465,new_foreign_master,1.0,,,a281e9.fffe.f64354-1,ptp4l[11545.465]: port 1: new foreign master a281e9.fffe.f64354-1,3.6090000000003783,4,3,medium,run07,boundary
11548.275,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11548.275]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.418999999999869,6,4,medium,run07,boundary
11548.407,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11548.407]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.550999999999476,7,5,medium,run07,boundary
11549.466,best_master,,,,a281e9.fffe.f64354,ptp4l[11549.466]: selected best master clock a281e9.fffe.f64354,7.610000000000582,8,6,medium,run07,boundary
11549.467,ptp_timescale_mismatch,,,,,ptp4l[11549.467]: foreign master not using PTP timescale,7.611000000000786,8,7,medium,run07,boundary
11549.467,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[11549.467]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.611000000000786,8,8,medium,run07,boundary
11557.439,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[11557.439]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),15.583000000000538,16,9,medium,run07,boundary
11568.485,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11568.485]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.629000000000815,27,10,medium,run07,boundary
11573.442,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[11573.442]: port 2: FAULTY to LISTENING on INIT_COMPLETE,31.58599999999933,32,11,medium,run07,boundary
11581.14,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11581.140]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,39.28399999999965,39,12,medium,run07,boundary
11581.141,best_master,,,,a281e9.fffe.f64354,ptp4l[11581.141]: selected best master clock a281e9.fffe.f64354,39.284999999999854,39,13,medium,run07,boundary
11581.141,ptp_timescale_mismatch,,,,,ptp4l[11581.141]: foreign master not using PTP timescale,39.284999999999854,39,14,medium,run07,boundary
11656.214,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[11656.214]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),114.35800000000017,114,15,medium,run07,boundary
11672.218,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[11672.218]: port 2: FAULTY to LISTENING on INIT_COMPLETE,130.362000000001,130,16,medium,run07,boundary
11679.887,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11679.887]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,138.03100000000086,138,17,medium,run07,boundary
11679.887,best_master,,,,a281e9.fffe.f64354,ptp4l[11679.887]: selected best master clock a281e9.fffe.f64354,138.03100000000086,138,18,medium,run07,boundary
11679.887,ptp_timescale_mismatch,,,,,ptp4l[11679.887]: foreign master not using PTP timescale,138.03100000000086,138,19,medium,run07,boundary
11749.973,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[11749.973]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),208.1170000000002,208,20,medium,run07,boundary
11765.975,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[11765.975]: port 2: FAULTY to LISTENING on INIT_COMPLETE,224.1190000000006,224,21,medium,run07,boundary
11772.555,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11772.555]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,230.69900000000052,231,22,medium,run07,boundary
11772.555,best_master,,,,a281e9.fffe.f64354,ptp4l[11772.555]: selected best master clock a281e9.fffe.f64354,230.69900000000052,231,23,medium,run07,boundary
11772.555,ptp_timescale_mismatch,,,,,ptp4l[11772.555]: foreign master not using PTP timescale,230.69900000000052,231,24,medium,run07,boundary
