t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11545.246,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11545.246]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run07,client
11545.246,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[11545.246]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run07,client
11548.427,new_foreign_master,1.0,,,2e2115.fffe.81ad05-2,ptp4l[11548.427]: port 1: new foreign master 2e2115.fffe.81ad05-2,3.1810000000004948,3,2,medium,run07,client
11552.425,best_master,,,,a281e9.fffe.f64354,ptp4l[11552.425]: selected best master clock a281e9.fffe.f64354,7.179000000000087,7,3,medium,run07,client
11552.426,ptp_timescale_mismatch,,,,,ptp4l[11552.426]: foreign master not using PTP timescale,7.180000000000291,7,4,medium,run07,client
11552.426,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11552.426]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,7.180000000000291,7,5,medium,run07,client
11563.856,state,1.0,UNCALIBRATED,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11563.856]: port 1: UNCALIBRATED to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,18.610000000000582,19,6,medium,run07,client
11583.157,best_master,,,,a281e9.fffe.f64354,ptp4l[11583.157]: selected best master clock a281e9.fffe.f64354,37.91100000000006,38,7,medium,run07,client
11583.158,ptp_timescale_mismatch,,,,,ptp4l[11583.158]: foreign master not using PTP timescale,37.91200000000026,38,8,medium,run07,client
11583.158,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11583.158]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,37.91200000000026,38,9,medium,run07,client
11586.183,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11586.183]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,40.93700000000172,41,10,medium,run07,client
11662.207,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11662.207]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,116.96100000000115,117,11,medium,run07,client
11681.907,best_master,,,,a281e9.fffe.f64354,ptp4l[11681.907]: selected best master clock a281e9.fffe.f64354,136.66100000000006,137,12,medium,run07,client
11681.908,ptp_timescale_mismatch,,,,,ptp4l[11681.908]: foreign master not using PTP timescale,136.66200000000026,137,13,medium,run07,client
11681.908,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11681.908]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,136.66200000000026,137,14,medium,run07,client
11683.918,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11683.918]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,138.67200000000048,139,15,medium,run07,client
11756.228,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[11756.228]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,210.98199999999997,211,16,medium,run07,client
11774.575,best_master,,,,a281e9.fffe.f64354,ptp4l[11774.575]: selected best master clock a281e9.fffe.f64354,229.32900000000154,229,17,medium,run07,client
11774.576,ptp_timescale_mismatch,,,,,ptp4l[11774.576]: foreign master not using PTP timescale,229.32999999999993,229,18,medium,run07,client
11774.576,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[11774.576]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,229.32999999999993,229,19,medium,run07,client
11776.582,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[11776.582]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,231.33600000000115,231,20,medium,run07,client
