t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
5820.896,446688,448055,4091716,0,650722,0,ptp4l[5820.896]: rms 446688 max 448055 freq +4091716 +/-   0 delay 650722 +/-   0,0.0,0,0,low,run03,client
5822.899,270417,357241,4091716,0,705583,38607,ptp4l[5822.899]: rms 270417 max 357241 freq +4091716 +/-   0 delay 705583 +/- 38607,2.003000000000611,2,1,low,run03,client
5824.902,265373,375291,4091716,0,678825,9368,ptp4l[5824.902]: rms 265373 max 375291 freq +4091716 +/-   0 delay 678825 +/- 9368,4.006000000000313,4,2,low,run03,client
5826.9,275442,373611,4091716,0,650722,0,ptp4l[5826.900]: rms 275442 max 373611 freq +4091716 +/-   0 delay 650722 +/-   0,6.003999999999905,6,3,low,run03,client
5828.901,274278,289104,4091716,0,671926,2470,ptp4l[5828.901]: rms 274278 max 289104 freq +4091716 +/-   0 delay 671926 +/- 2470,8.00500000000011,8,4,low,run03,client
5830.902,290343,354761,4091716,0,662559,0,ptp4l[5830.902]: rms 290343 max 354761 freq +4091716 +/-   0 delay 662559 +/-   0,10.006000000000313,10,5,low,run03,client
5832.902,2216017,3099423,4091716,0,716635,24990,ptp4l[5832.902]: rms 2216017 max 3099423 freq +4091716 +/-   0 delay 716635 +/- 24990,12.006000000000313,12,6,low,run03,client
5834.903,363879,412885,4091716,0,705924,0,ptp4l[5834.903]: rms 363879 max 412885 freq +4091716 +/-   0 delay 705924 +/-   0,14.007000000000517,14,7,low,run03,client
5836.901,575146,584506,4054663,28564,705924,0,ptp4l[5836.901]: rms 575146 max 584506 freq +4054663 +/- 28564 delay 705924 +/-   0,16.00500000000011,16,8,low,run03,client
5838.905,352563,498537,4057886,25568,661610,44314,ptp4l[5838.905]: rms 352563 max 498537 freq +4057886 +/- 25568 delay 661610 +/- 44314,18.009000000000015,18,9,low,run03,client
5840.906,394115,404709,4083064,39599,451484,39838,ptp4l[5840.906]: rms 394115 max 404709 freq +4083064 +/- 39599 delay 451484 +/- 39838,20.01000000000022,20,10,low,run03,client
5842.907,326520,335366,4082940,32807,380996,0,ptp4l[5842.907]: rms 326520 max 335366 freq +4082940 +/- 32807 delay 380996 +/-   0,22.011000000000422,22,11,low,run03,client
5844.909,309245,393853,4111898,10092,380996,0,ptp4l[5844.909]: rms 309245 max 393853 freq +4111898 +/- 10092 delay 380996 +/-   0,24.01299999999992,24,12,low,run03,client
5846.908,468734,602055,4127508,16094,380996,0,ptp4l[5846.908]: rms 468734 max 602055 freq +4127508 +/- 16094 delay 380996 +/-   0,26.012000000000626,26,13,low,run03,client
5848.908,271387,287300,4056187,1785,380996,0,ptp4l[5848.908]: rms 271387 max 287300 freq +4056187 +/- 1785 delay 380996 +/-   0,28.012000000000626,28,14,low,run03,client
5850.909,766675,1068889,4128464,62626,380996,0,ptp4l[5850.909]: rms 766675 max 1068889 freq +4128464 +/- 62626 delay 380996 +/-   0,30.01299999999992,30,15,low,run03,client
5852.908,707748,994024,4128241,56057,252588,36792,ptp4l[5852.908]: rms 707748 max 994024 freq +4128241 +/- 56057 delay 252588 +/- 36792,32.012000000000626,32,16,low,run03,client
5854.912,445172,530739,4129065,9436,216403,0,ptp4l[5854.912]: rms 445172 max 530739 freq +4129065 +/- 9436 delay 216403 +/-   0,34.01600000000053,34,17,low,run03,client
5856.921,685125,960268,4127673,54950,308261,66816,ptp4l[5856.921]: rms 685125 max 960268 freq +4127673 +/- 54950 delay 308261 +/- 66816,36.025000000000546,36,18,low,run03,client
5858.914,190777,246589,4093466,17927,399186,25810,ptp4l[5858.914]: rms 190777 max 246589 freq +4093466 +/- 17927 delay 399186 +/- 25810,38.01800000000003,38,19,low,run03,client
5860.915,216344,255312,4082227,21280,455452,24866,ptp4l[5860.915]: rms 216344 max 255312 freq +4082227 +/- 21280 delay 455452 +/- 24866,40.01900000000023,40,20,low,run03,client
5862.917,678001,957345,4137720,45672,440346,25620,ptp4l[5862.917]: rms 678001 max 957345 freq +4137720 +/- 45672 delay 440346 +/- 25620,42.02100000000064,42,21,low,run03,client
5864.919,1101411,1510925,4183267,57373,480080,0,ptp4l[5864.919]: rms 1101411 max 1510925 freq +4183267 +/- 57373 delay 480080 +/-   0,44.02300000000014,44,22,low,run03,client
5866.918,837832,1152636,4134469,71495,480080,0,ptp4l[5866.918]: rms 837832 max 1152636 freq +4134469 +/- 71495 delay 480080 +/-   0,46.021999999999935,46,23,low,run03,client
5868.919,2122642,2999926,4236413,156896,416271,44778,ptp4l[5868.919]: rms 2122642 max 2999926 freq +4236413 +/- 156896 delay 416271 +/- 44778,48.02300000000014,48,24,low,run03,client
5870.918,276770,328926,4065828,5732,479597,0,ptp4l[5870.918]: rms 276770 max 328926 freq +4065828 +/- 5732 delay 479597 +/-   0,50.021999999999935,50,25,low,run03,client
5872.918,80571,91992,4091560,8007,328191,26558,ptp4l[5872.918]: rms 80571 max 91992 freq +4091560 +/- 8007 delay 328191 +/- 26558,52.021999999999935,52,26,low,run03,client
5874.919,665708,874840,4154934,26176,290633,0,ptp4l[5874.919]: rms 665708 max 874840 freq +4154934 +/- 26176 delay 290633 +/-   0,54.02300000000014,54,27,low,run03,client
5876.92,368477,507939,4114001,31275,334494,43862,ptp4l[5876.920]: rms 368477 max 507939 freq +4114001 +/- 31275 delay 334494 +/- 43862,56.02400000000034,56,28,low,run03,client
5878.922,1156754,1633238,4172089,87140,470607,0,ptp4l[5878.922]: rms 1156754 max 1633238 freq +4172089 +/- 87140 delay 470607 +/-   0,58.02599999999984,58,29,low,run03,client
5880.918,263800,323708,4088762,25551,488356,0,ptp4l[5880.918]: rms 263800 max 323708 freq +4088762 +/- 25551 delay 488356 +/-   0,60.021999999999935,60,30,low,run03,client
5882.924,262545,312008,4069691,5436,470607,0,ptp4l[5882.924]: rms 262545 max 312008 freq +4069691 +/- 5436 delay 470607 +/-   0,62.02800000000025,62,31,low,run03,client
5884.926,360966,381727,4092902,36203,464623,0,ptp4l[5884.926]: rms 360966 max 381727 freq +4092902 +/- 36203 delay 464623 +/-   0,64.03000000000065,64,32,low,run03,client
5886.926,277073,353530,4068648,9143,464623,0,ptp4l[5886.926]: rms 277073 max 353530 freq +4068648 +/- 9143 delay 464623 +/-   0,66.03000000000065,66,33,low,run03,client
5888.926,172631,207060,4098717,16885,464623,0,ptp4l[5888.926]: rms 172631 max 207060 freq +4098717 +/- 16885 delay 464623 +/-   0,68.03000000000065,68,34,low,run03,client
5890.932,187795,257767,4078488,9820,405078,15358,ptp4l[5890.932]: rms 187795 max 257767 freq +4078488 +/- 9820 delay 405078 +/- 15358,70.03600000000006,70,35,low,run03,client
5892.932,428109,564305,4111755,39465,286657,36238,ptp4l[5892.932]: rms 428109 max 564305 freq +4111755 +/- 39465 delay 286657 +/- 36238,72.03600000000006,72,36,low,run03,client
5894.935,415311,445425,4136840,2938,299164,53655,ptp4l[5894.935]: rms 415311 max 445425 freq +4136840 +/- 2938 delay 299164 +/- 53655,74.03900000000067,74,37,low,run03,client
