t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
9409.126,510562,0,14200000,233552,ptp4l[9409.126]: master offset     510562 s0 freq +14200000 path delay    233552,0.0,0,0,low,run15,boundary
9410.126,-517432,0,14200000,1784349,ptp4l[9410.126]: master offset    -517432 s0 freq +14200000 path delay   1784349,1.0,1,1,low,run15,boundary
9411.127,-538797,0,14200000,1316453,ptp4l[9411.127]: master offset    -538797 s0 freq +14200000 path delay   1316453,2.0010000000002037,2,2,low,run15,boundary
9412.13,-810888,0,14200000,1481246,ptp4l[9412.130]: master offset    -810888 s0 freq +14200000 path delay   1481246,3.003999999998996,3,3,low,run15,boundary
9413.132,-1133148,0,14200000,1481246,ptp4l[9413.132]: master offset   -1133148 s0 freq +14200000 path delay   1481246,4.005999999999403,4,4,low,run15,boundary
9414.144,-810841,0,14200000,1304151,ptp4l[9414.144]: master offset    -810841 s0 freq +14200000 path delay   1304151,5.018000000000029,5,5,low,run15,boundary
9415.146,-234279,0,14200000,1139359,ptp4l[9415.146]: master offset    -234279 s0 freq +14200000 path delay   1139359,6.020000000000437,6,6,low,run15,boundary
9416.147,-267696,0,14200000,920247,ptp4l[9416.147]: master offset    -267696 s0 freq +14200000 path delay    920247,7.02100000000064,7,7,low,run15,boundary
9417.15,-215294,0,14200000,920247,ptp4l[9417.150]: master offset    -215294 s0 freq +14200000 path delay    920247,8.023999999999432,8,8,low,run15,boundary
9418.15,-733708,0,14200000,935686,ptp4l[9418.150]: master offset    -733708 s0 freq +14200000 path delay    935686,9.023999999999432,9,9,low,run15,boundary
9419.153,1050923,0,14200000,716574,ptp4l[9419.153]: master offset    1050923 s0 freq +14200000 path delay    716574,10.027000000000044,10,10,low,run15,boundary
9420.152,61196,0,14200000,716574,ptp4l[9420.152]: master offset      61196 s0 freq +14200000 path delay    716574,11.02599999999984,11,11,low,run15,boundary
9421.156,925704,0,14200000,716574,ptp4l[9421.156]: master offset     925704 s0 freq +14200000 path delay    716574,12.030000000000655,12,12,low,run15,boundary
9422.156,294825,0,14200000,716574,ptp4l[9422.156]: master offset     294825 s0 freq +14200000 path delay    716574,13.030000000000655,13,13,low,run15,boundary
9423.156,-431256,0,14200000,716574,ptp4l[9423.156]: master offset    -431256 s0 freq +14200000 path delay    716574,14.030000000000655,14,14,low,run15,boundary
9424.158,1410630,0,14200000,741204,ptp4l[9424.158]: master offset    1410630 s0 freq +14200000 path delay    741204,15.031999999999243,15,15,low,run15,boundary
9425.159,-232118,1,14154336,759953,ptp4l[9425.159]: master offset    -232118 s1 freq +14154336 path delay    759953,16.032999999999447,16,16,low,run15,boundary
9426.159,4981,2,14154839,759953,ptp4l[9426.159]: master offset       4981 s2 freq +14154839 path delay    759953,17.032999999999447,17,17,low,run15,boundary
9427.162,992757,2,14254610,759953,ptp4l[9427.162]: master offset     992757 s2 freq +14254610 path delay    759953,18.036000000000058,18,18,low,run15,boundary
9428.164,-407101,2,14114217,988773,ptp4l[9428.164]: master offset    -407101 s2 freq +14114217 path delay    988773,19.038000000000466,19,19,low,run15,boundary
9429.166,55979,2,14160581,988773,ptp4l[9429.166]: master offset      55979 s2 freq +14160581 path delay    988773,20.039999999999054,20,20,low,run15,boundary
9430.167,-495565,2,14104931,988773,ptp4l[9430.167]: master offset    -495565 s2 freq +14104931 path delay    988773,21.040999999999258,21,21,low,run15,boundary
9431.169,2154187,2,14372060,988773,ptp4l[9431.169]: master offset    2154187 s2 freq +14372060 path delay    988773,22.042999999999665,22,22,low,run15,boundary
9432.166,-480513,2,14108110,988773,ptp4l[9432.166]: master offset    -480513 s2 freq +14108110 path delay    988773,23.039999999999054,23,23,low,run15,boundary
9433.167,-732886,2,14082140,1173060,ptp4l[9433.167]: master offset    -732886 s2 freq +14082140 path delay   1173060,24.040999999999258,24,24,low,run15,boundary
9434.171,-729380,2,14081761,923932,ptp4l[9434.171]: master offset    -729380 s2 freq +14081761 path delay    923932,25.045000000000073,25,25,low,run15,boundary
9435.172,-562084,2,14097928,980547,ptp4l[9435.172]: master offset    -562084 s2 freq +14097928 path delay    980547,26.046000000000276,26,26,low,run15,boundary
9436.173,-616363,2,14091884,821076,ptp4l[9436.173]: master offset    -616363 s2 freq +14091884 path delay    821076,27.04700000000048,27,27,low,run15,boundary
9437.176,1787008,2,14334008,821076,ptp4l[9437.176]: master offset    1787008 s2 freq +14334008 path delay    821076,28.049999999999272,28,28,low,run15,boundary
9438.178,314785,2,14187101,821076,ptp4l[9438.178]: master offset     314785 s2 freq +14187101 path delay    821076,29.05199999999968,29,29,low,run15,boundary
9439.181,-61324,2,14149428,821076,ptp4l[9439.181]: master offset     -61324 s2 freq +14149428 path delay    821076,30.05500000000029,30,30,low,run15,boundary
9440.182,-630151,2,14091916,821076,ptp4l[9440.182]: master offset    -630151 s2 freq +14091916 path delay    821076,31.056000000000495,31,31,low,run15,boundary
9441.187,-5039,2,14154422,579315,ptp4l[9441.187]: master offset      -5039 s2 freq +14154422 path delay    579315,32.060999999999694,32,32,low,run15,boundary
9442.189,492880,2,14204707,545678,ptp4l[9442.189]: master offset     492880 s2 freq +14204707 path delay    545678,33.0630000000001,33,33,low,run15,boundary
9443.191,961379,2,14252518,622952,ptp4l[9443.191]: master offset     961379 s2 freq +14252518 path delay    622952,34.06500000000051,34,34,low,run15,boundary
9444.192,45835,2,14161009,622952,ptp4l[9444.192]: master offset      45835 s2 freq +14161009 path delay    622952,35.065999999998894,35,35,low,run15,boundary
9445.195,862971,2,14243586,622952,ptp4l[9445.195]: master offset     862971 s2 freq +14243586 path delay    622952,36.068999999999505,36,36,low,run15,boundary
9446.196,2420,2,14157533,622952,ptp4l[9446.196]: master offset       2420 s2 freq +14157533 path delay    622952,37.06999999999971,37,37,low,run15,boundary
9447.198,112337,2,14168637,622952,ptp4l[9447.198]: master offset     112337 s2 freq +14168637 path delay    622952,38.072000000000116,38,38,low,run15,boundary
