t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
9403.802,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[9403.802]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run15,client
9403.802,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[9403.802]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,low,run15,client
9408.054,new_foreign_master,1.0,,,1a12d8.fffe.fe4db1-2,ptp4l[9408.054]: port 1: new foreign master 1a12d8.fffe.fe4db1-2,4.2520000000004075,4,2,low,run15,client
9412.064,best_master,,,,5656da.fffe.e5b4d5,ptp4l[9412.064]: selected best master clock 5656da.fffe.e5b4d5,8.262000000000626,8,3,low,run15,client
9412.064,ptp_timescale_mismatch,,,,,ptp4l[9412.064]: foreign master not using PTP timescale,8.262000000000626,8,4,low,run15,client
9412.064,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[9412.064]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,8.262000000000626,8,5,low,run15,client
9432.104,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9432.104]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,28.30199999999968,28,6,low,run15,client
9516.229,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[9516.229]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,112.42699999999968,112,7,low,run15,client
9532.251,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9532.251]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,128.44900000000052,128,8,low,run15,client
9636.416,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[9636.416]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,232.61399999999958,233,9,low,run15,client
9652.454,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9652.454]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,248.65200000000004,249,10,low,run15,client
