sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T23:26:04+00:00,1775431564.0,0.0,0,servergm,-1.5100000000000002e-07,-0.15100000000000002,0.00014099999999999998,140.99999999999997,medium,run01
1,2026-04-05T23:27:06+00:00,1775431626.0,62.0,62,servergm,-7.000000000000001e-09,-0.007000000000000001,0.000155,155.0,medium,run01
2,2026-04-05T23:28:07+00:00,1775431687.0,123.0,123,servergm,-1.2000000000000002e-07,-0.12000000000000001,0.000165,165.0,medium,run01
3,2026-04-05T23:29:09+00:00,1775431749.0,185.0,185,servergm,-1.3800000000000002e-07,-0.138,0.000169,169.0,medium,run01
4,2026-04-05T23:30:10+00:00,1775431810.0,246.0,246,servergm,2e-09,0.002,0.000135,135.0,medium,run01
5,2026-04-05T23:31:12+00:00,1775431872.0,308.0,308,servergm,1.9e-08,0.019000000000000003,0.00017199999999999998,171.99999999999997,medium,run01
6,2026-04-05T23:32:14+00:00,1775431934.0,370.0,370,servergm,-2.384e-06,-2.384,0.000175,175.0,medium,run01
7,2026-04-05T23:33:15+00:00,1775431995.0,431.0,431,servergm,1.317e-06,1.317,8.599999999999999e-05,85.99999999999999,medium,run01
8,2026-04-05T23:34:17+00:00,1775432057.0,493.0,493,servergm,-5.870000000000001e-07,-0.5870000000000001,8.2e-05,82.0,medium,run01
9,2026-04-05T23:35:18+00:00,1775432118.0,554.0,554,servergm,4.16e-07,0.41600000000000004,0.000174,174.0,medium,run01
10,2026-04-05T23:36:20+00:00,1775432180.0,616.0,616,servergm,3.32e-07,0.332,0.000157,157.0,medium,run01
11,2026-04-05T23:37:21+00:00,1775432241.0,677.0,677,servergm,-3.3000000000000004e-08,-0.033,0.000121,121.0,medium,run01
12,2026-04-05T23:38:23+00:00,1775432303.0,739.0,739,servergm,-1.1000000000000001e-08,-0.011000000000000001,0.000139,139.0,medium,run01
13,2026-04-05T23:39:24+00:00,1775432364.0,800.0,800,servergm,6.600000000000001e-08,0.066,0.00013,130.0,medium,run01
14,2026-04-05T23:40:26+00:00,1775432426.0,862.0,862,servergm,4.1e-08,0.041,9.999999999999999e-05,99.99999999999999,medium,run01
15,2026-04-05T23:41:27+00:00,1775432487.0,923.0,923,servergm,1.4999999999999999e-05,14.999999999999998,0.00015099999999999998,150.99999999999997,medium,run01
16,2026-04-05T23:42:29+00:00,1775432549.0,985.0,985,servergm,1.3e-05,13.0,9.6e-05,96.0,medium,run01
17,2026-04-05T23:43:30+00:00,1775432610.0,1046.0,1046,servergm,-1.1800000000000001e-07,-0.11800000000000001,3.5e-05,35.0,medium,run01
18,2026-04-05T23:44:32+00:00,1775432672.0,1108.0,1108,servergm,-3.6000000000000005e-08,-0.036000000000000004,5.2e-05,52.0,medium,run01
19,2026-04-05T23:45:33+00:00,1775432733.0,1169.0,1169,servergm,-6.1e-08,-0.061000000000000006,5.4e-05,54.0,medium,run01
