sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T23:26:04+00:00,1775431564.0,0.0,0,-4.8332e-05,-48.332,-4.2426e-05,-42.425999999999995,medium,run01
1,2026-04-05T23:27:06+00:00,1775431626.0,62.0,62,-1.2684e-05,-12.684,1.67e-07,0.167,medium,run01
2,2026-04-05T23:28:07+00:00,1775431687.0,123.0,123,-9.417e-06,-9.417,-2.498e-06,-2.498,medium,run01
3,2026-04-05T23:29:09+00:00,1775431749.0,185.0,185,-9.065e-06,-9.065000000000001,-2.3953e-05,-23.953,medium,run01
4,2026-04-05T23:30:10+00:00,1775431810.0,246.0,246,-2.4473e-05,-24.473000000000003,-5.397e-06,-5.397,medium,run01
5,2026-04-05T23:31:12+00:00,1775431872.0,308.0,308,-1.3992e-05,-13.991999999999999,7.814e-06,7.814,medium,run01
6,2026-04-05T23:32:14+00:00,1775431934.0,370.0,370,-2.8869e-05,-28.869,-1.3394e-05,-13.393999999999998,medium,run01
7,2026-04-05T23:33:15+00:00,1775431995.0,431.0,431,-2.1363e-05,-21.363,-2.971e-06,-2.971,medium,run01
8,2026-04-05T23:34:17+00:00,1775432057.0,493.0,493,-9.671e-06,-9.671,-1.9733e-05,-19.733,medium,run01
9,2026-04-05T23:35:18+00:00,1775432118.0,554.0,554,2.7485e-05,27.485,2.5261e-05,25.261,medium,run01
10,2026-04-05T23:36:20+00:00,1775432180.0,616.0,616,9.741e-06,9.741,1.3836e-05,13.835999999999999,medium,run01
11,2026-04-05T23:37:21+00:00,1775432241.0,677.0,677,2.2789e-05,22.789,1.9901e-05,19.901,medium,run01
12,2026-04-05T23:38:23+00:00,1775432303.0,739.0,739,5.424e-06,5.424,-1.538e-06,-1.538,medium,run01
13,2026-04-05T23:39:24+00:00,1775432364.0,800.0,800,3.0029e-05,30.029,1.6919e-05,16.918999999999997,medium,run01
14,2026-04-05T23:40:26+00:00,1775432426.0,862.0,862,1.8623e-05,18.623,2.611e-06,2.611,medium,run01
15,2026-04-05T23:41:27+00:00,1775432487.0,923.0,923,-6.105e-05,-61.050000000000004,-8.818e-05,-88.17999999999999,medium,run01
16,2026-04-05T23:42:29+00:00,1775432549.0,985.0,985,-3.71e-07,-0.371,0.000173334,173.334,medium,run01
17,2026-04-05T23:43:30+00:00,1775432610.0,1046.0,1046,-7.4e-08,-0.074,8.7511e-05,87.511,medium,run01
18,2026-04-05T23:44:32+00:00,1775432672.0,1108.0,1108,-5.783e-06,-5.783,-1.6937e-05,-16.937,medium,run01
19,2026-04-05T23:45:33+00:00,1775432733.0,1169.0,1169,-1.4752e-05,-14.752,-2.1381e-05,-21.381,medium,run01
