t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
54542.0,15:09:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,0,low,run08,boundary
54557.0,15:09:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,1,low,run08,boundary
54572.0,15:09:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,2,low,run08,boundary
54587.0,15:09:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,3,low,run08,boundary
54602.0,15:10:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,4,low,run08,boundary
54617.0,15:10:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,5,low,run08,boundary
54632.0,15:10:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,6,low,run08,boundary
54647.0,15:10:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,105.0,105,7,low,run08,boundary
54662.0,15:11:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,120.0,120,8,low,run08,boundary
54677.0,15:11:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,135.0,135,9,low,run08,boundary
54692.0,15:11:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,150.0,150,10,low,run08,boundary
54707.0,15:11:47,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,165.0,165,11,low,run08,boundary
54722.0,15:12:02,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,180.0,180,12,low,run08,boundary
54737.0,15:12:17,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,195.0,195,13,low,run08,boundary
54752.0,15:12:32,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,210.0,210,14,low,run08,boundary
54768.0,15:12:48,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,15,low,run08,boundary
54783.0,15:13:03,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,16,low,run08,boundary
54798.0,15:13:18,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,17,low,run08,boundary
54813.0,15:13:33,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,18,low,run08,boundary
54828.0,15:13:48,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,19,low,run08,boundary
54843.0,15:14:03,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,20,low,run08,boundary
55054.0,15:17:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64   17   1.7430   0.5880   0.2656,512.0,512,21,low,run08,boundary
55069.0,15:17:49,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   1.7430   0.5880   0.2656,527.0,527,22,low,run08,boundary
55084.0,15:18:04,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   1.7430   0.5880   0.2656,542.0,542,23,low,run08,boundary
55099.0,15:18:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   1.7430   0.5880   0.2656,557.0,557,24,low,run08,boundary
55114.0,15:18:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   66   64   17   1.7430   0.5880   0.2656,572.0,572,25,low,run08,boundary
55129.0,15:18:49,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   14   64   37   1.3089   0.4142   0.1209,587.0,587,26,low,run08,boundary
55144.0,15:19:04,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   29   64   37   1.3089   0.4142   0.1209,602.0,602,27,low,run08,boundary
55159.0,15:19:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   44   64   37   1.3089   0.4142   0.1209,617.0,617,28,low,run08,boundary
55174.0,15:19:34,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   59   64   37   1.3089   0.4142   0.1209,632.0,632,29,low,run08,boundary
55189.0,15:19:49,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   10   64   77   1.2609   0.3337   0.1232,647.0,647,30,low,run08,boundary
55204.0,15:20:04,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   25   64   77   1.2609   0.3337   0.1232,662.0,662,31,low,run08,boundary
55219.0,15:20:19,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   40   64   77   1.2609   0.3337   0.1232,677.0,677,32,low,run08,boundary
55235.0,15:20:35,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   55   64   77   1.2609   0.3337   0.1232,693.0,693,33,low,run08,boundary
55250.0,15:20:50,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64  177   1.2964   0.3399   0.1098,708.0,708,34,low,run08,boundary
