t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
54541.0,15:09:01,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,0.0,0,0,low,run08,client
54556.0,15:09:16,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,15.0,15,1,low,run08,client
54571.0,15:09:31,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,30.0,30,2,low,run08,client
54586.0,15:09:46,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,45.0,45,3,low,run08,client
54602.0,15:10:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,61.0,61,4,low,run08,client
54617.0,15:10:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,76.0,76,5,low,run08,client
54632.0,15:10:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,91.0,91,6,low,run08,client
54647.0,15:10:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,106.0,106,7,low,run08,client
54662.0,15:11:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,121.0,121,8,low,run08,client
54677.0,15:11:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,136.0,136,9,low,run08,client
54692.0,15:11:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,151.0,151,10,low,run08,client
54707.0,15:11:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,166.0,166,11,low,run08,client
54722.0,15:12:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,181.0,181,12,low,run08,client
54737.0,15:12:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,196.0,196,13,low,run08,client
54752.0,15:12:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,211.0,211,14,low,run08,client
54767.0,15:12:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,226.0,226,15,low,run08,client
54782.0,15:13:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,241.0,241,16,low,run08,client
54797.0,15:13:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,256.0,256,17,low,run08,client
54812.0,15:13:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,271.0,271,18,low,run08,client
54827.0,15:13:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,286.0,286,19,low,run08,client
54843.0,15:14:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,302.0,302,20,low,run08,client
54858.0,15:14:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,317.0,317,21,low,run08,client
54873.0,15:14:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,332.0,332,22,low,run08,client
54888.0,15:14:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,347.0,347,23,low,run08,client
54903.0,15:15:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,362.0,362,24,low,run08,client
54918.0,15:15:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,377.0,377,25,low,run08,client
54933.0,15:15:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,392.0,392,26,low,run08,client
54948.0,15:15:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,407.0,407,27,low,run08,client
54963.0,15:16:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,422.0,422,28,low,run08,client
54978.0,15:16:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,437.0,437,29,low,run08,client
54993.0,15:16:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,452.0,452,30,low,run08,client
55008.0,15:16:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,467.0,467,31,low,run08,client
55023.0,15:17:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,482.0,482,32,low,run08,client
55038.0,15:17:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,497.0,497,33,low,run08,client
55053.0,15:17:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,512.0,512,34,low,run08,client
55069.0,15:17:49,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,528.0,528,35,low,run08,client
55099.0,15:18:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    7   64    1  11.2542  -4.9882   2.1615,558.0,558,36,low,run08,client
55114.0,15:18:34,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   22   64    1  11.2542  -4.9882   2.1615,573.0,573,37,low,run08,client
55129.0,15:18:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   37   64    1  11.2542  -4.9882   2.1615,588.0,588,38,low,run08,client
55144.0,15:19:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   52   64    1  11.2542  -4.9882   2.1615,603.0,603,39,low,run08,client
55159.0,15:19:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64    3   8.5226  -3.0996   2.0991,618.0,618,40,low,run08,client
55174.0,15:19:34,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   23   64    3   8.5226  -3.0996   2.0991,633.0,633,41,low,run08,client
55189.0,15:19:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   38   64    3   8.5226  -3.0996   2.0991,648.0,648,42,low,run08,client
55204.0,15:20:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   53   64    3   8.5226  -3.0996   2.0991,663.0,663,43,low,run08,client
55219.0,15:20:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   68   64    3   8.5226  -3.0996   2.0991,678.0,678,44,low,run08,client
55234.0,15:20:34,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   14   64    7   5.3928  -2.4841   2.3011,693.0,693,45,low,run08,client
55249.0,15:20:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   29   64    7   5.3928  -2.4841   2.3011,708.0,708,46,low,run08,client
55264.0,15:21:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   44   64    7   5.3928  -2.4841   2.3011,723.0,723,47,low,run08,client
55279.0,15:21:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   59   64    7   5.3928  -2.4841   2.3011,738.0,738,48,low,run08,client
55295.0,15:21:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64   17   8.4476  -3.6504   1.7751,754.0,754,49,low,run08,client
55310.0,15:21:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   24   64   17   8.4476  -3.6504   1.7751,769.0,769,50,low,run08,client
55325.0,15:22:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   39   64   17   8.4476  -3.6504   1.7751,784.0,784,51,low,run08,client
55340.0,15:22:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   54   64   17   8.4476  -3.6504   1.7751,799.0,799,52,low,run08,client
55355.0,15:22:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    2   64   37  10.9819  -1.5628   3.0299,814.0,814,53,low,run08,client
55370.0,15:22:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   17   64   37  10.9819  -1.5628   3.0299,829.0,829,54,low,run08,client
55385.0,15:23:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   32   64   37  10.9819  -1.5628   3.0299,844.0,844,55,low,run08,client
55400.0,15:23:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   47   64   37  10.9819  -1.5628   3.0299,859.0,859,56,low,run08,client
55415.0,15:23:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   62   64   37  10.9819  -1.5628   3.0299,874.0,874,57,low,run08,client
55430.0,15:23:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64   77   8.5064  -3.3423   1.9762,889.0,889,58,low,run08,client
55445.0,15:24:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   23   64   77   8.5064  -3.3423   1.9762,904.0,904,59,low,run08,client
55460.0,15:24:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   38   64   77   8.5064  -3.3423   1.9762,919.0,919,60,low,run08,client
55475.0,15:24:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   53   64   77   8.5064  -3.3423   1.9762,934.0,934,61,low,run08,client
55490.0,15:24:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    2   64  177   6.6192  -2.6127   1.1171,949.0,949,62,low,run08,client
55505.0,15:25:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   17   64  177   6.6192  -2.6127   1.1171,964.0,964,63,low,run08,client
55521.0,15:25:21,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   32   64  177   6.6192  -2.6127   1.1171,980.0,980,64,low,run08,client
55536.0,15:25:36,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   48   64  177   6.6192  -2.6127   1.1171,995.0,995,65,low,run08,client
55551.0,15:25:51,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   63   64  177   6.6192  -2.6127   1.1171,1010.0,1010,66,low,run08,client
55566.0,15:26:06,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   12   64  377   7.8515  -3.2504   1.0038,1025.0,1025,67,low,run08,client
55581.0,15:26:21,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   27   64  377   7.8515  -3.2504   1.0038,1040.0,1040,68,low,run08,client
55596.0,15:26:36,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   42   64  377   7.8515  -3.2504   1.0038,1055.0,1055,69,low,run08,client
55611.0,15:26:51,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   57   64  377   7.8515  -3.2504   1.0038,1070.0,1070,70,low,run08,client
55626.0,15:27:06,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    6   64  377   4.9778  -2.2885   0.8634,1085.0,1085,71,low,run08,client
55641.0,15:27:21,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   21   64  377   4.9778  -2.2885   0.8634,1100.0,1100,72,low,run08,client
55656.0,15:27:36,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   36   64  377   4.9778  -2.2885   0.8634,1115.0,1115,73,low,run08,client
55671.0,15:27:51,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   51   64  377   4.9778  -2.2885   0.8634,1130.0,1130,74,low,run08,client
55686.0,15:28:06,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    -   64  377   7.7751  -3.1857   0.8021,1145.0,1145,75,low,run08,client
55701.0,15:28:21,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   15   64  377   7.7751  -3.1857   0.8021,1160.0,1160,76,low,run08,client
55716.0,15:28:36,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   30   64  377   7.7751  -3.1857   0.8021,1175.0,1175,77,low,run08,client
55731.0,15:28:51,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   45   64  377   7.7751  -3.1857   0.8021,1190.0,1190,78,low,run08,client
55746.0,15:29:06,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   60   64  377   7.7751  -3.1857   0.8021,1205.0,1205,79,low,run08,client
55762.0,15:29:22,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    9   64  377   4.9778  -2.2885   0.8755,1221.0,1221,80,low,run08,client
55777.0,15:29:37,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   25   64  377   4.9778  -2.2885   0.8755,1236.0,1236,81,low,run08,client
