t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
18178.473,2821109,0,-600000,456368,ptp4l[18178.473]: master offset    2821109 s0 freq -600000 path delay    456368,0.0,0,0,high,run14,boundary
18179.474,575881,0,-600000,456368,ptp4l[18179.474]: master offset     575881 s0 freq -600000 path delay    456368,1.0009999999965657,1,1,high,run14,boundary
18180.472,-500237,0,-600000,622794,ptp4l[18180.472]: master offset    -500237 s0 freq -600000 path delay    622794,1.9989999999997963,2,2,high,run14,boundary
18181.475,87132,0,-600000,539581,ptp4l[18181.475]: master offset      87132 s0 freq -600000 path delay    539581,3.0019999999967695,3,3,high,run14,boundary
18182.474,-467460,0,-600000,622794,ptp4l[18182.474]: master offset    -467460 s0 freq -600000 path delay    622794,4.000999999996566,4,4,high,run14,boundary
18183.476,-131439,0,-600000,711532,ptp4l[18183.476]: master offset    -131439 s0 freq -600000 path delay    711532,5.002999999996973,5,5,high,run14,boundary
18184.476,-401991,0,-600000,667163,ptp4l[18184.476]: master offset    -401991 s0 freq -600000 path delay    667163,6.002999999996973,6,6,high,run14,boundary
18185.478,-32234,0,-600000,667163,ptp4l[18185.478]: master offset     -32234 s0 freq -600000 path delay    667163,7.004999999997381,7,7,high,run14,boundary
18186.477,-562214,0,-600000,719507,ptp4l[18186.477]: master offset    -562214 s0 freq -600000 path delay    719507,8.003999999997177,8,8,high,run14,boundary
18187.479,158618,0,-600000,719507,ptp4l[18187.479]: master offset     158618 s0 freq -600000 path delay    719507,9.005999999997584,9,9,high,run14,boundary
18188.478,156575,0,-600000,719507,ptp4l[18188.478]: master offset     156575 s0 freq -600000 path delay    719507,10.00499999999738,10,10,high,run14,boundary
18189.48,146692,0,-600000,719507,ptp4l[18189.480]: master offset     146692 s0 freq -600000 path delay    719507,11.006999999997788,11,11,high,run14,boundary
18190.48,592635,0,-600000,719507,ptp4l[18190.480]: master offset     592635 s0 freq -600000 path delay    719507,12.006999999997788,12,12,high,run14,boundary
18191.482,-214974,0,-600000,748905,ptp4l[18191.482]: master offset    -214974 s0 freq -600000 path delay    748905,13.008999999998196,13,13,high,run14,boundary
18192.481,-524360,0,-600000,809215,ptp4l[18192.481]: master offset    -524360 s0 freq -600000 path delay    809215,14.007999999997992,14,14,high,run14,boundary
18193.483,-120827,0,-600000,809215,ptp4l[18193.483]: master offset    -120827 s0 freq -600000 path delay    809215,15.0099999999984,15,15,high,run14,boundary
18194.484,452469,1,-748027,809215,ptp4l[18194.484]: master offset     452469 s1 freq -748027 path delay    809215,16.010999999998603,16,16,high,run14,boundary
18195.486,-334569,2,-781819,809215,ptp4l[18195.486]: master offset    -334569 s2 freq -781819 path delay    809215,17.01299999999901,17,17,high,run14,boundary
18196.485,-652718,2,-814286,809215,ptp4l[18196.485]: master offset    -652718 s2 freq -814286 path delay    809215,18.011999999998807,18,18,high,run14,boundary
18197.487,-299425,2,-779256,809215,ptp4l[18197.487]: master offset    -299425 s2 freq -779256 path delay    809215,19.013999999999214,19,19,high,run14,boundary
18198.486,-606224,2,-810542,809215,ptp4l[18198.486]: master offset    -606224 s2 freq -810542 path delay    809215,20.01299999999901,20,20,high,run14,boundary
18199.49,-131583,2,-763210,872683,ptp4l[18199.490]: master offset    -131583 s2 freq -763210 path delay    872683,21.016999999999825,21,21,high,run14,boundary
18200.488,-623167,2,-812991,799509,ptp4l[18200.488]: master offset    -623167 s2 freq -812991 path delay    799509,22.014999999999418,22,22,high,run14,boundary
18201.491,192471,2,-731235,717811,ptp4l[18201.491]: master offset     192471 s2 freq -731235 path delay    717811,23.01800000000003,23,23,high,run14,boundary
18202.49,585099,2,-691387,717811,ptp4l[18202.490]: master offset     585099 s2 freq -691387 path delay    717811,24.016999999999825,24,24,high,run14,boundary
18203.493,1102778,2,-638517,724234,ptp4l[18203.493]: master offset    1102778 s2 freq -638517 path delay    724234,25.0199999999968,25,25,high,run14,boundary
18204.493,555916,2,-692647,724234,ptp4l[18204.493]: master offset     555916 s2 freq -692647 path delay    724234,26.0199999999968,26,26,high,run14,boundary
18205.493,-561199,2,-804920,959516,ptp4l[18205.493]: master offset    -561199 s2 freq -804920 path delay    959516,27.0199999999968,27,27,high,run14,boundary
18206.495,1197594,2,-627843,959516,ptp4l[18206.495]: master offset    1197594 s2 freq -627843 path delay    959516,28.021999999997206,28,28,high,run14,boundary
18207.497,-434353,2,-791472,959516,ptp4l[18207.497]: master offset    -434353 s2 freq -791472 path delay    959516,29.023999999997613,29,29,high,run14,boundary
18208.499,-185149,2,-766736,959516,ptp4l[18208.499]: master offset    -185149 s2 freq -766736 path delay    959516,30.02599999999802,30,30,high,run14,boundary
18209.5,-466847,2,-795373,959516,ptp4l[18209.500]: master offset    -466847 s2 freq -795373 path delay    959516,31.026999999998225,31,31,high,run14,boundary
18210.501,306747,2,-717707,967808,ptp4l[18210.501]: master offset     306747 s2 freq -717707 path delay    967808,32.02799999999843,32,32,high,run14,boundary
18211.503,-503989,2,-799285,985251,ptp4l[18211.503]: master offset    -503989 s2 freq -799285 path delay    985251,33.029999999998836,33,33,high,run14,boundary
18212.504,383388,2,-710163,862357,ptp4l[18212.504]: master offset     383388 s2 freq -710163 path delay    862357,34.03099999999904,34,34,high,run14,boundary
18213.507,1067205,2,-640715,793818,ptp4l[18213.507]: master offset    1067205 s2 freq -640715 path delay    793818,35.03399999999965,35,35,high,run14,boundary
18214.505,-608283,2,-808872,793818,ptp4l[18214.505]: master offset    -608283 s2 freq -808872 path delay    793818,36.03199999999924,36,36,high,run14,boundary
18215.509,-58974,2,-754000,793818,ptp4l[18215.509]: master offset     -58974 s2 freq -754000 path delay    793818,37.03599999999642,37,37,high,run14,boundary
18216.509,-352653,2,-783720,828613,ptp4l[18216.509]: master offset    -352653 s2 freq -783720 path delay    828613,38.03599999999642,38,38,high,run14,boundary
18217.512,-187694,2,-767412,828613,ptp4l[18217.512]: master offset    -187694 s2 freq -767412 path delay    828613,39.03899999999703,39,39,high,run14,boundary
18218.512,-569145,2,-806126,793818,ptp4l[18218.512]: master offset    -569145 s2 freq -806126 path delay    793818,40.03899999999703,40,40,high,run14,boundary
18219.515,72695,2,-741870,638044,ptp4l[18219.515]: master offset      72695 s2 freq -741870 path delay    638044,41.04199999999764,41,41,high,run14,boundary
