sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T21:29:20+00:00,1775424560.0,0.0,0,servergm,-2.9e-08,-0.029,0.000174,174.0,low,run11
1,2026-04-05T21:30:23+00:00,1775424623.0,63.0,63,servergm,-3.7e-08,-0.037,0.000195,195.0,low,run11
2,2026-04-05T21:31:24+00:00,1775424684.0,124.0,124,servergm,-1.14e-07,-0.114,0.000217,217.0,low,run11
3,2026-04-05T21:32:26+00:00,1775424746.0,186.0,186,servergm,7.350000000000001e-07,0.7350000000000001,0.000192,192.0,low,run11
4,2026-04-05T21:33:28+00:00,1775424808.0,248.0,248,servergm,-3.0000000000000004e-09,-0.0030000000000000005,0.00010999999999999999,109.99999999999999,low,run11
5,2026-04-05T21:34:30+00:00,1775424870.0,310.0,310,servergm,-2.8000000000000003e-08,-0.028000000000000004,0.000178,178.0,low,run11
6,2026-04-05T21:35:31+00:00,1775424931.0,371.0,371,servergm,-3.2e-08,-0.032,0.000175,175.0,low,run11
7,2026-04-05T21:36:34+00:00,1775424994.0,434.0,434,servergm,-1.864e-06,-1.864,0.000124,124.0,low,run11
8,2026-04-05T21:37:35+00:00,1775425055.0,495.0,495,servergm,-8.465000000000001e-06,-8.465000000000002,5.2e-05,52.0,low,run11
9,2026-04-05T21:38:37+00:00,1775425117.0,557.0,557,servergm,-1e-09,-0.001,1.1e-05,11.0,low,run11
10,2026-04-05T21:39:38+00:00,1775425178.0,618.0,618,servergm,-2.9500000000000003e-07,-0.29500000000000004,2.9e-05,29.0,low,run11
11,2026-04-05T21:40:40+00:00,1775425240.0,680.0,680,servergm,-6.000000000000001e-07,-0.6000000000000001,0.000196,196.0,low,run11
12,2026-04-05T21:41:43+00:00,1775425303.0,743.0,743,servergm,-1.67e-07,-0.167,0.000206,206.0,low,run11
13,2026-04-05T21:42:44+00:00,1775425364.0,804.0,804,servergm,-3.0000000000000004e-08,-0.030000000000000002,0.000179,179.0,low,run11
14,2026-04-05T21:43:46+00:00,1775425426.0,866.0,866,servergm,-2.1000000000000003e-08,-0.021,0.000177,177.0,low,run11
15,2026-04-05T21:44:48+00:00,1775425488.0,928.0,928,servergm,2e-09,0.002,0.000177,177.0,low,run11
16,2026-04-05T21:45:50+00:00,1775425550.0,990.0,990,servergm,-1e-09,-0.001,0.00014,140.0,low,run11
17,2026-04-05T21:46:51+00:00,1775425611.0,1051.0,1051,servergm,2.989e-06,2.989,0.00011399999999999999,113.99999999999999,low,run11
18,2026-04-05T21:47:53+00:00,1775425673.0,1113.0,1113,servergm,-2.019e-06,-2.019,0.00016199999999999998,161.99999999999997,low,run11
19,2026-04-05T21:48:56+00:00,1775425736.0,1176.0,1176,servergm,-1.3e-05,-13.0,0.000281,281.0,low,run11
