sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T17:22:48+00:00,1775409768.0,0.0,0,servergm,-5.174e-06,-5.1739999999999995,0.000205,205.0,high,run15
1,2026-04-05T17:23:50+00:00,1775409830.0,62.0,62,servergm,-2.296e-06,-2.2960000000000003,0.00021099999999999998,210.99999999999997,high,run15
2,2026-04-05T17:24:51+00:00,1775409891.0,123.0,123,servergm,-1.25e-06,-1.25,0.000208,208.0,high,run15
3,2026-04-05T17:25:53+00:00,1775409953.0,185.0,185,servergm,-2.92e-07,-0.29200000000000004,0.00020999999999999998,209.99999999999997,high,run15
4,2026-04-05T17:26:54+00:00,1775410014.0,246.0,246,servergm,-1.13e-07,-0.113,0.000214,214.0,high,run15
5,2026-04-05T17:27:56+00:00,1775410076.0,308.0,308,servergm,-5.9000000000000006e-08,-0.059000000000000004,0.00022799999999999999,227.99999999999997,high,run15
6,2026-04-05T17:28:57+00:00,1775410137.0,369.0,369,servergm,-3.49e-07,-0.34900000000000003,0.000235,235.0,high,run15
7,2026-04-05T17:29:59+00:00,1775410199.0,431.0,431,servergm,-6.830000000000001e-07,-0.683,0.000235,235.0,high,run15
8,2026-04-05T17:31:00+00:00,1775410260.0,492.0,492,servergm,-1.078e-06,-1.078,0.000236,236.0,high,run15
9,2026-04-05T17:32:02+00:00,1775410322.0,554.0,554,servergm,-1.72e-07,-0.17200000000000001,0.00023799999999999998,237.99999999999997,high,run15
