sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T17:22:48+00:00,1775409768.0,0.0,0,1.4e-08,0.014,-3.3497e-05,-33.497,high,run15
1,2026-04-05T17:23:50+00:00,1775409830.0,62.0,62,1.5e-08,0.015,-0.000102205,-102.205,high,run15
2,2026-04-05T17:24:51+00:00,1775409891.0,123.0,123,1.3e-08,0.013000000000000001,-4.021e-05,-40.21,high,run15
3,2026-04-05T17:25:53+00:00,1775409953.0,185.0,185,1.1e-08,0.011,-1.8534e-05,-18.534,high,run15
4,2026-04-05T17:26:54+00:00,1775410014.0,246.0,246,-2.2835e-05,-22.835,-2.3121e-05,-23.121000000000002,high,run15
5,2026-04-05T17:27:56+00:00,1775410076.0,308.0,308,-6.1889e-05,-61.889,-3.5476e-05,-35.476,high,run15
6,2026-04-05T17:28:57+00:00,1775410137.0,369.0,369,-3.9262e-05,-39.262,-3.028e-05,-30.28,high,run15
7,2026-04-05T17:29:59+00:00,1775410199.0,431.0,431,1.7e-08,0.017,-2.7081e-05,-27.081,high,run15
8,2026-04-05T17:31:00+00:00,1775410260.0,492.0,492,-3.2566e-05,-32.566,-4.7e-05,-47.0,high,run15
9,2026-04-05T17:32:02+00:00,1775410322.0,554.0,554,-6.0438e-05,-60.438,-4.2475e-05,-42.475,high,run15
