sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T09:14:52+00:00,1775466892.0,0.0,0,-9.442e-06,-9.442,-6.678e-06,-6.678,high,run11
1,2026-04-06T09:15:55+00:00,1775466955.0,63.0,63,-4.0345e-05,-40.345,-4.677e-05,-46.77,high,run11
2,2026-04-06T09:17:02+00:00,1775467022.0,130.0,130,-2.4031e-05,-24.031000000000002,-2.8285e-05,-28.285,high,run11
3,2026-04-06T09:18:09+00:00,1775467089.0,197.0,197,-2.7321e-05,-27.321,-2.9337e-05,-29.337,high,run11
4,2026-04-06T09:19:16+00:00,1775467156.0,264.0,264,-1.5371e-05,-15.370999999999999,-8.614e-06,-8.613999999999999,high,run11
5,2026-04-06T09:20:23+00:00,1775467223.0,331.0,331,-5.1442e-05,-51.442,-6.8427e-05,-68.427,high,run11
6,2026-04-06T09:21:30+00:00,1775467290.0,398.0,398,-7.187e-05,-71.87,-9.0052e-05,-90.05199999999999,high,run11
7,2026-04-06T09:22:38+00:00,1775467358.0,466.0,466,-7.86e-07,-0.7859999999999999,1.3929e-05,13.929,high,run11
8,2026-04-06T09:23:46+00:00,1775467426.0,534.0,534,-3.505e-06,-3.505,-3.676e-06,-3.676,high,run11
9,2026-04-06T09:24:53+00:00,1775467493.0,601.0,601,-4.874e-06,-4.8740000000000006,-1.171e-06,-1.171,high,run11
10,2026-04-06T09:26:01+00:00,1775467561.0,669.0,669,-4.2131e-05,-42.131,2.3311e-05,23.311,high,run11
11,2026-04-06T09:27:09+00:00,1775467629.0,737.0,737,-4.1313e-05,-41.313,9.234e-06,9.234,high,run11
12,2026-04-06T09:28:17+00:00,1775467697.0,805.0,805,1.32e-07,0.13199999999999998,-4.878e-05,-48.779999999999994,high,run11
13,2026-04-06T09:29:21+00:00,1775467761.0,869.0,869,1.1e-08,0.011,-3.5766e-05,-35.766000000000005,high,run11
14,2026-04-06T09:30:26+00:00,1775467826.0,934.0,934,-9.281e-06,-9.281,-1.2016e-05,-12.016,high,run11
15,2026-04-06T09:31:32+00:00,1775467892.0,1000.0,1000,-2.4992e-05,-24.992,-2.6024e-05,-26.024,high,run11
16,2026-04-06T09:32:37+00:00,1775467957.0,1065.0,1065,-9.0642e-05,-90.64200000000001,-9.2914e-05,-92.914,high,run11
17,2026-04-06T09:33:42+00:00,1775468022.0,1130.0,1130,-7.918e-06,-7.917999999999999,-2.1716e-05,-21.716,high,run11
18,2026-04-06T09:34:49+00:00,1775468089.0,1197.0,1197,1.0025e-05,10.025,2.2776e-05,22.776,high,run11
19,2026-04-06T09:35:56+00:00,1775468156.0,1264.0,1264,-2.6422e-05,-26.421999999999997,-5.1097e-05,-51.097,high,run11
