sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T09:14:52+00:00,1775466892.0,0.0,0,servergm,-4.9e-08,-0.049,8.9e-05,89.0,high,run11
1,2026-04-06T09:15:55+00:00,1775466955.0,63.0,63,servergm,-7.12e-07,-0.7120000000000001,0.000103,103.0,high,run11
2,2026-04-06T09:17:02+00:00,1775467022.0,130.0,130,servergm,-3.22e-07,-0.322,2.4e-05,24.0,high,run11
3,2026-04-06T09:18:09+00:00,1775467089.0,197.0,197,servergm,-2.41e-07,-0.241,6.7e-05,67.0,high,run11
4,2026-04-06T09:19:16+00:00,1775467156.0,264.0,264,servergm,-1.1200000000000001e-07,-0.11200000000000002,5.1e-05,51.0,high,run11
5,2026-04-06T09:20:23+00:00,1775467223.0,331.0,331,servergm,-8.183000000000001e-06,-8.183000000000002,0.000104,104.0,high,run11
6,2026-04-06T09:21:30+00:00,1775467290.0,398.0,398,servergm,-1.464e-06,-1.4640000000000002,6.3e-05,63.0,high,run11
7,2026-04-06T09:22:38+00:00,1775467358.0,466.0,466,servergm,-1.8430000000000002e-06,-1.8430000000000002,9.2e-05,92.0,high,run11
8,2026-04-06T09:23:46+00:00,1775467426.0,534.0,534,servergm,-6.1e-08,-0.061000000000000006,5.1e-05,51.0,high,run11
9,2026-04-06T09:24:53+00:00,1775467493.0,601.0,601,servergm,-0.0,-0.0,3.6e-05,36.0,high,run11
10,2026-04-06T09:26:01+00:00,1775467561.0,669.0,669,servergm,-8e-09,-0.008,3.7999999999999995e-05,37.99999999999999,high,run11
11,2026-04-06T09:27:09+00:00,1775467629.0,737.0,737,servergm,-9.2e-08,-0.092,0.000174,174.0,high,run11
12,2026-04-06T09:28:17+00:00,1775467697.0,805.0,805,servergm,-5.24e-07,-0.524,2.7e-05,27.0,high,run11
13,2026-04-06T09:29:21+00:00,1775467761.0,869.0,869,servergm,-2.1e-05,-21.0,1.4999999999999999e-05,14.999999999999998,high,run11
14,2026-04-06T09:30:26+00:00,1775467826.0,934.0,934,servergm,-3.8e-08,-0.038000000000000006,1.6e-05,16.0,high,run11
15,2026-04-06T09:31:32+00:00,1775467892.0,1000.0,1000,servergm,-1.98e-07,-0.198,2.8e-05,28.0,high,run11
16,2026-04-06T09:32:37+00:00,1775467957.0,1065.0,1065,servergm,-1.6570000000000002e-06,-1.6570000000000003,3.9e-05,39.0,high,run11
17,2026-04-06T09:33:42+00:00,1775468022.0,1130.0,1130,servergm,-5e-09,-0.005,7.7e-05,77.0,high,run11
18,2026-04-06T09:34:49+00:00,1775468089.0,1197.0,1197,servergm,-1.2000000000000002e-08,-0.012000000000000002,6.7e-05,67.0,high,run11
19,2026-04-06T09:35:56+00:00,1775468156.0,1264.0,1264,servergm,-3.1e-08,-0.031,8.4e-05,84.0,high,run11
