t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
17277.48,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17277.480]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run11,boundary
17277.48,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17277.480]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run11,boundary
17277.48,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17277.480]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,high,run11,boundary
17281.251,new_foreign_master,1.0,,,d238e3.fffe.51f01a-1,ptp4l[17281.251]: port 1: new foreign master d238e3.fffe.51f01a-1,3.7710000000006403,4,3,high,run11,boundary
17283.938,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17283.938]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.457999999998719,6,4,high,run11,boundary
17283.961,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17283.961]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.480999999999767,6,5,high,run11,boundary
17284.985,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[17284.985]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),7.505000000001019,8,6,high,run11,boundary
17285.255,best_master,,,,d238e3.fffe.51f01a,ptp4l[17285.255]: selected best master clock d238e3.fffe.51f01a,7.775000000001455,8,7,high,run11,boundary
17285.255,ptp_timescale_mismatch,,,,,ptp4l[17285.255]: foreign master not using PTP timescale,7.775000000001455,8,8,high,run11,boundary
17285.255,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[17285.255]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.775000000001455,8,9,high,run11,boundary
17300.988,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[17300.988]: port 2: FAULTY to LISTENING on INIT_COMPLETE,23.50800000000163,24,10,high,run11,boundary
17303.289,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[17303.289]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,25.809000000001106,26,11,high,run11,boundary
17308.696,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17308.696]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,31.21600000000035,31,12,high,run11,boundary
17308.696,best_master,,,,d238e3.fffe.51f01a,ptp4l[17308.696]: selected best master clock d238e3.fffe.51f01a,31.21600000000035,31,13,high,run11,boundary
17308.696,ptp_timescale_mismatch,,,,,ptp4l[17308.696]: foreign master not using PTP timescale,31.21600000000035,31,14,high,run11,boundary
17309.72,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[17309.720]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),32.2400000000016,32,15,high,run11,boundary
17325.724,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[17325.724]: port 2: FAULTY to LISTENING on INIT_COMPLETE,48.24399999999878,48,16,high,run11,boundary
17333.547,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17333.547]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,56.0669999999991,56,17,high,run11,boundary
17333.547,best_master,,,,d238e3.fffe.51f01a,ptp4l[17333.547]: selected best master clock d238e3.fffe.51f01a,56.0669999999991,56,18,high,run11,boundary
