sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T14:04:47+00:00,1775397887.0,0.0,0,servergm,-6.138e-06,-6.138000000000001,0.00019999999999999998,199.99999999999997,medium,run15
1,2026-04-05T14:05:48+00:00,1775397948.0,61.0,61,servergm,-2.545e-06,-2.5450000000000004,0.000204,204.0,medium,run15
2,2026-04-05T14:06:50+00:00,1775398010.0,123.0,123,servergm,-1.192e-06,-1.192,0.000203,203.0,medium,run15
3,2026-04-05T14:07:51+00:00,1775398071.0,184.0,184,servergm,-1.4710000000000002e-06,-1.471,0.000204,204.0,medium,run15
4,2026-04-05T14:08:53+00:00,1775398133.0,246.0,246,servergm,-4.442e-06,-4.442,0.000204,204.0,medium,run15
5,2026-04-05T14:09:54+00:00,1775398194.0,307.0,307,servergm,-2.4730000000000003e-06,-2.4730000000000003,0.000206,206.0,medium,run15
6,2026-04-05T14:10:56+00:00,1775398256.0,369.0,369,servergm,-6.753e-06,-6.753,0.000206,206.0,medium,run15
7,2026-04-05T14:11:57+00:00,1775398317.0,430.0,430,servergm,-1.1e-05,-11.0,0.000206,206.0,medium,run15
8,2026-04-05T14:12:59+00:00,1775398379.0,492.0,492,servergm,-1.4999999999999999e-05,-14.999999999999998,0.000206,206.0,medium,run15
9,2026-04-05T14:14:00+00:00,1775398440.0,553.0,553,servergm,-1.9999999999999998e-05,-20.0,0.000206,206.0,medium,run15
