sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T14:04:47+00:00,1775397887.0,0.0,0,-4.2611e-05,-42.611000000000004,-7.2151e-05,-72.151,medium,run15
1,2026-04-05T14:05:48+00:00,1775397948.0,61.0,61,1e-07,0.09999999999999999,-1.6839e-05,-16.839,medium,run15
2,2026-04-05T14:06:50+00:00,1775398010.0,123.0,123,4.6e-08,0.046,-6.4297e-05,-64.297,medium,run15
3,2026-04-05T14:07:51+00:00,1775398071.0,184.0,184,-5.7294e-05,-57.294,-6.6183e-05,-66.18299999999999,medium,run15
4,2026-04-05T14:08:53+00:00,1775398133.0,246.0,246,-3.898e-05,-38.980000000000004,-6.6183e-05,-66.18299999999999,medium,run15
5,2026-04-05T14:09:54+00:00,1775398194.0,307.0,307,-0.000162647,-162.647,-0.000175916,-175.916,medium,run15
6,2026-04-05T14:10:56+00:00,1775398256.0,369.0,369,-8.4346e-05,-84.34599999999999,-0.000175916,-175.916,medium,run15
7,2026-04-05T14:11:57+00:00,1775398317.0,430.0,430,-6.032e-06,-6.032,-0.000175916,-175.916,medium,run15
8,2026-04-05T14:12:59+00:00,1775398379.0,492.0,492,1.5e-08,0.015,-0.000175916,-175.916,medium,run15
9,2026-04-05T14:14:00+00:00,1775398440.0,553.0,553,1.5e-08,0.015,-0.000175916,-175.916,medium,run15
