sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T13:11:58+00:00,1775394718.0,0.0,0,servergm,4.13e-07,0.413,7.5e-05,75.0,medium,run11
1,2026-04-05T13:13:00+00:00,1775394780.0,62.0,62,servergm,1.615e-06,1.615,7.5e-05,75.0,medium,run11
2,2026-04-05T13:14:02+00:00,1775394842.0,124.0,124,servergm,-2.6130000000000002e-06,-2.6130000000000004,7.999999999999999e-05,80.0,medium,run11
3,2026-04-05T13:15:03+00:00,1775394903.0,185.0,185,servergm,5.53e-07,0.553,8.099999999999999e-05,80.99999999999999,medium,run11
4,2026-04-05T13:16:05+00:00,1775394965.0,247.0,247,servergm,2.048e-06,2.048,8.099999999999999e-05,80.99999999999999,medium,run11
5,2026-04-05T13:17:06+00:00,1775395026.0,308.0,308,servergm,1e-09,0.001,8.2e-05,82.0,medium,run11
6,2026-04-05T13:18:08+00:00,1775395088.0,370.0,370,servergm,-8.9e-08,-0.08900000000000001,8.4e-05,84.0,medium,run11
7,2026-04-05T13:19:09+00:00,1775395149.0,431.0,431,servergm,-1.4080000000000001e-06,-1.4080000000000001,8.4e-05,84.0,medium,run11
8,2026-04-05T13:20:11+00:00,1775395211.0,493.0,493,servergm,-2.7270000000000003e-06,-2.7270000000000003,8.4e-05,84.0,medium,run11
9,2026-04-05T13:21:12+00:00,1775395272.0,554.0,554,servergm,1.48e-07,0.148,8.3e-05,83.0,medium,run11
