sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T13:11:58+00:00,1775394718.0,0.0,0,1.1429e-05,11.429,1.2116e-05,12.116000000000001,medium,run11
1,2026-04-05T13:13:00+00:00,1775394780.0,62.0,62,9.34e-06,9.34,1.2116e-05,12.116000000000001,medium,run11
2,2026-04-05T13:14:02+00:00,1775394842.0,124.0,124,-5.0533e-05,-50.533,-6.8589e-05,-68.589,medium,run11
3,2026-04-05T13:15:03+00:00,1775394903.0,185.0,185,1.7958e-05,17.958,5.9213e-05,59.212999999999994,medium,run11
4,2026-04-05T13:16:05+00:00,1775394965.0,247.0,247,1.6141e-05,16.141000000000002,5.9213e-05,59.212999999999994,medium,run11
5,2026-04-05T13:17:06+00:00,1775395026.0,308.0,308,3.2e-08,0.032,1.3617e-05,13.617,medium,run11
6,2026-04-05T13:18:08+00:00,1775395088.0,370.0,370,-5.9325e-05,-59.324999999999996,-6.0839e-05,-60.839,medium,run11
7,2026-04-05T13:19:09+00:00,1775395149.0,431.0,431,-3.2578e-05,-32.577999999999996,-6.0839e-05,-60.839,medium,run11
8,2026-04-05T13:20:11+00:00,1775395211.0,493.0,493,-5.835e-06,-5.835,-6.0839e-05,-60.839,medium,run11
9,2026-04-05T13:21:12+00:00,1775395272.0,554.0,554,-3.717e-06,-3.717,1.5401e-05,15.401,medium,run11
