sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T13:38:08+00:00,1775396288.0,0.0,0,servergm,-2.46e-06,-2.46,9.999999999999999e-05,99.99999999999999,medium,run13
1,2026-04-05T13:39:10+00:00,1775396350.0,62.0,62,servergm,-1.4790000000000002e-06,-1.479,9.999999999999999e-05,99.99999999999999,medium,run13
2,2026-04-05T13:40:11+00:00,1775396411.0,123.0,123,servergm,-5.677e-06,-5.677,9.999999999999999e-05,99.99999999999999,medium,run13
3,2026-04-05T13:41:13+00:00,1775396473.0,185.0,185,servergm,-7.240000000000001e-07,-0.7240000000000001,0.000101,101.0,medium,run13
4,2026-04-05T13:42:14+00:00,1775396534.0,246.0,246,servergm,-1.466e-06,-1.466,0.000102,102.0,medium,run13
5,2026-04-05T13:43:16+00:00,1775396596.0,308.0,308,servergm,-3.745e-06,-3.745,0.000102,102.0,medium,run13
6,2026-04-05T13:44:17+00:00,1775396657.0,369.0,369,servergm,-6.024e-06,-6.024,0.000102,102.0,medium,run13
7,2026-04-05T13:45:19+00:00,1775396719.0,431.0,431,servergm,-8.303e-06,-8.303,0.000102,102.0,medium,run13
8,2026-04-05T13:46:20+00:00,1775396780.0,492.0,492,servergm,-1.98e-07,-0.198,0.000103,103.0,medium,run13
9,2026-04-05T13:47:22+00:00,1775396842.0,554.0,554,servergm,-2.8000000000000003e-08,-0.028000000000000004,0.000104,104.0,medium,run13
