sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T13:38:08+00:00,1775396288.0,0.0,0,-3.7898e-05,-37.898,-4.7524e-05,-47.524,medium,run13
1,2026-04-05T13:39:10+00:00,1775396350.0,62.0,62,-7.8337e-05,-78.337,-7.0499e-05,-70.49900000000001,medium,run13
2,2026-04-05T13:40:11+00:00,1775396411.0,123.0,123,-3.0181e-05,-30.181,-7.0499e-05,-70.49900000000001,medium,run13
3,2026-04-05T13:41:13+00:00,1775396473.0,185.0,185,-9.8856e-05,-98.85600000000001,-0.000104128,-104.128,medium,run13
4,2026-04-05T13:42:14+00:00,1775396534.0,246.0,246,-3.3881e-05,-33.881,-6.387e-05,-63.87,medium,run13
5,2026-04-05T13:43:16+00:00,1775396596.0,308.0,308,2.4e-08,0.024,-6.387e-05,-63.87,medium,run13
6,2026-04-05T13:44:17+00:00,1775396657.0,369.0,369,2.5e-08,0.024999999999999998,-6.387e-05,-63.87,medium,run13
7,2026-04-05T13:45:19+00:00,1775396719.0,431.0,431,2.6e-08,0.026000000000000002,-6.387e-05,-63.87,medium,run13
8,2026-04-05T13:46:20+00:00,1775396780.0,492.0,492,-0.000230969,-230.969,-0.0002348,-234.79999999999998,medium,run13
9,2026-04-05T13:47:22+00:00,1775396842.0,554.0,554,-5.9931e-05,-59.931,-6.0662e-05,-60.662000000000006,medium,run13
