sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T08:04:52+00:00,1775462692.0,0.0,0,servergm,-3.08e-07,-0.308,6.7e-05,67.0,high,run08
1,2026-04-06T08:05:54+00:00,1775462754.0,62.0,62,servergm,-2.26e-07,-0.226,5.6999999999999996e-05,56.99999999999999,high,run08
2,2026-04-06T08:06:56+00:00,1775462816.0,124.0,124,servergm,-1.785e-06,-1.7850000000000001,0.000188,188.0,high,run08
3,2026-04-06T08:07:57+00:00,1775462877.0,185.0,185,servergm,-7.1540000000000005e-06,-7.154000000000001,0.000156,156.0,high,run08
4,2026-04-06T08:08:59+00:00,1775462939.0,247.0,247,servergm,-8.4e-05,-84.0,0.000173,173.0,high,run08
5,2026-04-06T08:10:01+00:00,1775463001.0,309.0,309,servergm,-6.9e-05,-69.0,0.000104,104.0,high,run08
6,2026-04-06T08:11:02+00:00,1775463062.0,370.0,370,servergm,-2.043e-06,-2.043,5.6999999999999996e-05,56.99999999999999,high,run08
7,2026-04-06T08:12:04+00:00,1775463124.0,432.0,432,servergm,-7.072e-06,-7.072,7.4e-05,74.0,high,run08
8,2026-04-06T08:13:05+00:00,1775463185.0,493.0,493,servergm,-2.99e-07,-0.29900000000000004,7.599999999999999e-05,75.99999999999999,high,run08
9,2026-04-06T08:14:07+00:00,1775463247.0,555.0,555,servergm,-9.999999999999999e-06,-10.0,0.000214,214.0,high,run08
10,2026-04-06T08:15:09+00:00,1775463309.0,617.0,617,servergm,-4.5300000000000005e-07,-0.45300000000000007,0.000121,121.0,high,run08
11,2026-04-06T08:16:10+00:00,1775463370.0,678.0,678,servergm,-1.4999999999999999e-05,-14.999999999999998,9.6e-05,96.0,high,run08
12,2026-04-06T08:17:12+00:00,1775463432.0,740.0,740,servergm,-2.065e-06,-2.065,0.000153,153.0,high,run08
13,2026-04-06T08:18:13+00:00,1775463493.0,801.0,801,servergm,-1.2e-05,-12.0,0.000158,158.0,high,run08
14,2026-04-06T08:19:15+00:00,1775463555.0,863.0,863,servergm,-1.2e-05,-12.0,8.599999999999999e-05,85.99999999999999,high,run08
15,2026-04-06T08:20:17+00:00,1775463617.0,925.0,925,servergm,-1.9999999999999998e-05,-20.0,0.00011399999999999999,113.99999999999999,high,run08
16,2026-04-06T08:21:18+00:00,1775463678.0,986.0,986,servergm,-1.24e-07,-0.124,7.3e-05,73.0,high,run08
17,2026-04-06T08:22:20+00:00,1775463740.0,1048.0,1048,servergm,-2.651e-06,-2.6510000000000002,6.8e-05,68.0,high,run08
18,2026-04-06T08:23:22+00:00,1775463802.0,1110.0,1110,servergm,-3.15e-07,-0.315,9.8e-05,98.0,high,run08
19,2026-04-06T08:24:23+00:00,1775463863.0,1171.0,1171,servergm,-1.3e-05,-13.0,0.000113,113.0,high,run08
