sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T08:04:52+00:00,1775462692.0,0.0,0,-0.000105239,-105.239,-0.000107855,-107.855,high,run08
1,2026-04-06T08:05:54+00:00,1775462754.0,62.0,62,-1.7581e-05,-17.581,-9.5522e-05,-95.52199999999999,high,run08
2,2026-04-06T08:06:56+00:00,1775462816.0,124.0,124,-8.7174e-05,-87.174,-7.4895e-05,-74.895,high,run08
3,2026-04-06T08:07:57+00:00,1775462877.0,185.0,185,-5.3238e-05,-53.238,-0.000200795,-200.79500000000002,high,run08
4,2026-04-06T08:08:59+00:00,1775462939.0,247.0,247,-3.3555e-05,-33.555,-0.000357291,-357.291,high,run08
5,2026-04-06T08:10:01+00:00,1775463001.0,309.0,309,-1.2139e-05,-12.139,-0.000189099,-189.099,high,run08
6,2026-04-06T08:11:02+00:00,1775463062.0,370.0,370,2.4e-07,0.24,-6.9934e-05,-69.934,high,run08
7,2026-04-06T08:12:04+00:00,1775463124.0,432.0,432,-7.3821e-05,-73.821,-9.2633e-05,-92.63300000000001,high,run08
8,2026-04-06T08:13:05+00:00,1775463185.0,493.0,493,-7.6938e-05,-76.938,-7.9724e-05,-79.724,high,run08
9,2026-04-06T08:14:07+00:00,1775463247.0,555.0,555,-5.9372e-05,-59.372,-0.000156756,-156.756,high,run08
10,2026-04-06T08:15:09+00:00,1775463309.0,617.0,617,-4.5326e-05,-45.326,-3.7914e-05,-37.914,high,run08
11,2026-04-06T08:16:10+00:00,1775463370.0,678.0,678,-0.000176376,-176.376,-0.000282726,-282.726,high,run08
12,2026-04-06T08:17:12+00:00,1775463432.0,740.0,740,-1.3891e-05,-13.891,-3.1484e-05,-31.483999999999998,high,run08
13,2026-04-06T08:18:13+00:00,1775463493.0,801.0,801,-9.8469e-05,-98.469,-0.000131353,-131.35299999999998,high,run08
14,2026-04-06T08:19:15+00:00,1775463555.0,863.0,863,1.8e-07,0.18,-0.000224016,-224.016,high,run08
15,2026-04-06T08:20:17+00:00,1775463617.0,925.0,925,8.75e-07,0.875,-0.0002073,-207.3,high,run08
16,2026-04-06T08:21:18+00:00,1775463678.0,986.0,986,-1.6003e-05,-16.003,4.1645e-05,41.644999999999996,high,run08
17,2026-04-06T08:22:20+00:00,1775463740.0,1048.0,1048,-0.000124008,-124.008,-0.000135254,-135.254,high,run08
18,2026-04-06T08:23:22+00:00,1775463802.0,1110.0,1110,-4.8016e-05,-48.016000000000005,-8.4248e-05,-84.24799999999999,high,run08
19,2026-04-06T08:24:23+00:00,1775463863.0,1171.0,1171,-6.5111e-05,-65.11099999999999,-0.000146793,-146.79299999999998,high,run08
