sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T11:40:28+00:00,1775389228.0,0.0,0,servergm,-3.885e-06,-3.8850000000000002,4.9999999999999996e-05,49.99999999999999,medium,run04
1,2026-04-05T11:41:30+00:00,1775389290.0,62.0,62,servergm,-6.554e-06,-6.554,4.9999999999999996e-05,49.99999999999999,medium,run04
2,2026-04-05T11:42:31+00:00,1775389351.0,123.0,123,servergm,-1.0140000000000002e-06,-1.0140000000000002,5.3e-05,53.0,medium,run04
3,2026-04-05T11:43:33+00:00,1775389413.0,185.0,185,servergm,2.15e-07,0.215,5.2e-05,52.0,medium,run04
4,2026-04-05T11:44:34+00:00,1775389474.0,246.0,246,servergm,6.03e-07,0.603,5.2e-05,52.0,medium,run04
5,2026-04-05T11:45:36+00:00,1775389536.0,308.0,308,servergm,9.910000000000001e-07,0.9910000000000001,5.2e-05,52.0,medium,run04
6,2026-04-05T11:46:37+00:00,1775389597.0,369.0,369,servergm,-5.5e-08,-0.055,5.4e-05,54.0,medium,run04
7,2026-04-05T11:47:39+00:00,1775389659.0,431.0,431,servergm,-5.2e-08,-0.052000000000000005,5.4e-05,54.0,medium,run04
8,2026-04-05T11:48:40+00:00,1775389720.0,492.0,492,servergm,-1.1900000000000001e-07,-0.11900000000000001,5.4e-05,54.0,medium,run04
9,2026-04-05T11:49:42+00:00,1775389782.0,554.0,554,servergm,-1.8600000000000002e-07,-0.18600000000000003,5.4e-05,54.0,medium,run04
