sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T11:40:28+00:00,1775389228.0,0.0,0,5e-09,0.005,-1.2918e-05,-12.918000000000001,medium,run04
1,2026-04-05T11:41:30+00:00,1775389290.0,62.0,62,6e-09,0.006,-1.2918e-05,-12.918000000000001,medium,run04
2,2026-04-05T11:42:31+00:00,1775389351.0,123.0,123,-0.00013912,-139.12,-0.000147673,-147.673,medium,run04
3,2026-04-05T11:43:33+00:00,1775389413.0,185.0,185,-2.1573e-05,-21.573,7.0243e-05,70.243,medium,run04
4,2026-04-05T11:44:34+00:00,1775389474.0,246.0,246,4e-09,0.004,7.0243e-05,70.243,medium,run04
5,2026-04-05T11:45:36+00:00,1775389536.0,308.0,308,5e-09,0.005,7.0243e-05,70.243,medium,run04
6,2026-04-05T11:46:37+00:00,1775389597.0,369.0,369,-5.3926e-05,-53.925999999999995,-5.4215e-05,-54.215,medium,run04
7,2026-04-05T11:47:39+00:00,1775389659.0,431.0,431,-3.942e-06,-3.9419999999999997,-7.975e-06,-7.9750000000000005,medium,run04
8,2026-04-05T11:48:40+00:00,1775389720.0,492.0,492,2e-09,0.002,-7.975e-06,-7.9750000000000005,medium,run04
9,2026-04-05T11:49:42+00:00,1775389782.0,554.0,554,2e-09,0.002,-7.975e-06,-7.9750000000000005,medium,run04
