t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
11255.59,37914,0,-200000,563886,ptp4l[11255.590]: master offset      37914 s0 freq -200000 path delay    563886,0.0,0,0,medium,run06,boundary
11256.589,-333945,0,-200000,474076,ptp4l[11256.589]: master offset    -333945 s0 freq -200000 path delay    474076,0.9989999999997963,1,1,medium,run06,boundary
11257.59,-264669,0,-200000,474076,ptp4l[11257.590]: master offset    -264669 s0 freq -200000 path delay    474076,2.0,2,2,medium,run06,boundary
11258.59,-94482,0,-200000,198311,ptp4l[11258.590]: master offset     -94482 s0 freq -200000 path delay    198311,3.0,3,3,medium,run06,boundary
11259.59,-23417,0,-200000,198311,ptp4l[11259.590]: master offset     -23417 s0 freq -200000 path delay    198311,4.0,4,4,medium,run06,boundary
11260.59,53570,0,-200000,195095,ptp4l[11260.590]: master offset      53570 s0 freq -200000 path delay    195095,5.0,5,5,medium,run06,boundary
11261.59,7005,0,-200000,196365,ptp4l[11261.590]: master offset       7005 s0 freq -200000 path delay    196365,6.0,6,6,medium,run06,boundary
11262.591,63634,0,-200000,193149,ptp4l[11262.591]: master offset      63634 s0 freq -200000 path delay    193149,7.001000000000204,7,7,medium,run06,boundary
11263.591,-8472,0,-200000,193149,ptp4l[11263.591]: master offset      -8472 s0 freq -200000 path delay    193149,8.001000000000204,8,8,medium,run06,boundary
11264.591,47107,0,-200000,193149,ptp4l[11264.591]: master offset      47107 s0 freq -200000 path delay    193149,9.001000000000204,9,9,medium,run06,boundary
11265.591,88571,0,-200000,193149,ptp4l[11265.591]: master offset      88571 s0 freq -200000 path delay    193149,10.001000000000204,10,10,medium,run06,boundary
11266.591,30745,0,-200000,193149,ptp4l[11266.591]: master offset      30745 s0 freq -200000 path delay    193149,11.001000000000204,11,11,medium,run06,boundary
11267.592,-82846,0,-200000,204951,ptp4l[11267.592]: master offset     -82846 s0 freq -200000 path delay    204951,12.002000000000407,12,12,medium,run06,boundary
11268.592,-81389,0,-200000,204951,ptp4l[11268.592]: master offset     -81389 s0 freq -200000 path delay    204951,13.002000000000407,13,13,medium,run06,boundary
