sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T23:02:45+00:00,1775430165.0,0.0,0,servergm,-2.2470000000000003e-06,-2.2470000000000003,0.000167,167.0,low,run15
1,2026-04-05T23:03:46+00:00,1775430226.0,61.0,61,servergm,-2.5800000000000003e-06,-2.58,0.00016199999999999998,161.99999999999997,low,run15
2,2026-04-05T23:04:48+00:00,1775430288.0,123.0,123,servergm,-2.448e-06,-2.448,0.000188,188.0,low,run15
3,2026-04-05T23:05:49+00:00,1775430349.0,184.0,184,servergm,-7.5500000000000006e-06,-7.550000000000001,0.000117,117.0,low,run15
4,2026-04-05T23:06:51+00:00,1775430411.0,246.0,246,servergm,-7.26e-07,-0.726,0.000203,203.0,low,run15
5,2026-04-05T23:07:52+00:00,1775430472.0,307.0,307,servergm,-1e-09,-0.001,0.000183,183.0,low,run15
6,2026-04-05T23:08:54+00:00,1775430534.0,369.0,369,servergm,7.200000000000001e-07,0.7200000000000001,0.000175,175.0,low,run15
7,2026-04-05T23:09:55+00:00,1775430595.0,430.0,430,servergm,-6.56e-07,-0.656,0.000153,153.0,low,run15
8,2026-04-05T23:10:57+00:00,1775430657.0,492.0,492,servergm,-1.7380000000000001e-06,-1.7380000000000002,8.499999999999999e-05,84.99999999999999,low,run15
9,2026-04-05T23:11:58+00:00,1775430718.0,553.0,553,servergm,-6.9e-05,-69.0,0.00020099999999999998,200.99999999999997,low,run15
10,2026-04-05T23:13:00+00:00,1775430780.0,615.0,615,servergm,-4.6860000000000005e-06,-4.686000000000001,0.00015199999999999998,151.99999999999997,low,run15
11,2026-04-05T23:14:01+00:00,1775430841.0,676.0,676,servergm,3.0000000000000004e-09,0.0030000000000000005,0.000149,149.0,low,run15
12,2026-04-05T23:15:03+00:00,1775430903.0,738.0,738,servergm,-1.5000000000000002e-08,-0.015000000000000001,0.000122,122.0,low,run15
13,2026-04-05T23:16:05+00:00,1775430965.0,800.0,800,servergm,1.568e-06,1.568,0.000103,103.0,low,run15
14,2026-04-05T23:17:06+00:00,1775431026.0,861.0,861,servergm,-4.4500000000000003e-07,-0.445,5.4999999999999995e-05,54.99999999999999,low,run15
15,2026-04-05T23:18:08+00:00,1775431088.0,923.0,923,servergm,-1.9e-07,-0.19,0.000118,118.0,low,run15
16,2026-04-05T23:19:09+00:00,1775431149.0,984.0,984,servergm,-8.700000000000001e-08,-0.08700000000000001,0.000148,148.0,low,run15
17,2026-04-05T23:20:11+00:00,1775431211.0,1046.0,1046,servergm,-6.000000000000001e-09,-0.006000000000000001,0.00011399999999999999,113.99999999999999,low,run15
18,2026-04-05T23:21:12+00:00,1775431272.0,1107.0,1107,servergm,-1.8000000000000002e-08,-0.018000000000000002,0.000101,101.0,low,run15
19,2026-04-05T23:22:14+00:00,1775431334.0,1169.0,1169,servergm,-6.000000000000001e-09,-0.006000000000000001,0.000107,107.0,low,run15
