sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T09:02:55+00:00,1775379775.0,0.0,0,-8.5272e-05,-85.272,-9.0569e-05,-90.569,low,run07
1,2026-04-05T09:03:57+00:00,1775379837.0,62.0,62,9e-09,0.009,-9.0569e-05,-90.569,low,run07
2,2026-04-05T09:04:59+00:00,1775379899.0,124.0,124,9e-09,0.009,-9.0569e-05,-90.569,low,run07
3,2026-04-05T09:06:00+00:00,1775379960.0,185.0,185,9e-09,0.009,-9.0569e-05,-90.569,low,run07
4,2026-04-05T09:07:02+00:00,1775380022.0,247.0,247,1e-08,0.01,-9.0569e-05,-90.569,low,run07
5,2026-04-05T09:08:03+00:00,1775380083.0,308.0,308,1e-08,0.01,-9.0569e-05,-90.569,low,run07
6,2026-04-05T09:09:05+00:00,1775380145.0,370.0,370,1e-08,0.01,-9.0569e-05,-90.569,low,run07
7,2026-04-05T09:10:06+00:00,1775380206.0,431.0,431,1e-08,0.01,-9.0569e-05,-90.569,low,run07
8,2026-04-05T09:11:08+00:00,1775380268.0,493.0,493,1.1e-08,0.011,-9.0569e-05,-90.569,low,run07
9,2026-04-05T09:12:09+00:00,1775380329.0,554.0,554,1.1e-08,0.011,-9.0569e-05,-90.569,low,run07
