sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T09:02:55+00:00,1775379775.0,0.0,0,servergm,-1.1380000000000002e-06,-1.1380000000000001,2.3e-05,23.0,low,run07
1,2026-04-05T09:03:57+00:00,1775379837.0,62.0,62,servergm,-2.1e-05,-21.0,2.3e-05,23.0,low,run07
2,2026-04-05T09:04:59+00:00,1775379899.0,124.0,124,servergm,-4.1e-05,-41.0,2.3e-05,23.0,low,run07
3,2026-04-05T09:06:00+00:00,1775379960.0,185.0,185,servergm,-6.1e-05,-61.0,2.3e-05,23.0,low,run07
4,2026-04-05T09:07:02+00:00,1775380022.0,247.0,247,servergm,-8.099999999999999e-05,-80.99999999999999,2.3e-05,23.0,low,run07
5,2026-04-05T09:08:03+00:00,1775380083.0,308.0,308,servergm,-0.000101,-101.0,2.3e-05,23.0,low,run07
6,2026-04-05T09:09:05+00:00,1775380145.0,370.0,370,servergm,-0.000121,-121.0,2.3e-05,23.0,low,run07
7,2026-04-05T09:10:06+00:00,1775380206.0,431.0,431,servergm,-0.00014099999999999998,-140.99999999999997,2.3e-05,23.0,low,run07
8,2026-04-05T09:11:08+00:00,1775380268.0,493.0,493,servergm,-0.00016099999999999998,-160.99999999999997,2.3e-05,23.0,low,run07
9,2026-04-05T09:12:09+00:00,1775380329.0,554.0,554,servergm,-0.00018099999999999998,-180.99999999999997,2.3e-05,23.0,low,run07
