sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T07:44:13+00:00,1775375053.0,0.0,0,3e-09,0.003,-3.4129e-05,-34.129,low,run01
1,2026-04-05T07:45:15+00:00,1775375115.0,62.0,62,2e-09,0.002,-3.4129e-05,-34.129,low,run01
2,2026-04-05T07:46:16+00:00,1775375176.0,123.0,123,1e-09,0.001,-3.4129e-05,-34.129,low,run01
3,2026-04-05T07:47:18+00:00,1775375238.0,185.0,185,0.0,0.0,-3.4129e-05,-34.129,low,run01
4,2026-04-05T07:48:19+00:00,1775375299.0,246.0,246,-1e-09,-0.001,-3.4129e-05,-34.129,low,run01
5,2026-04-05T07:49:21+00:00,1775375361.0,308.0,308,-2e-09,-0.002,-3.4129e-05,-34.129,low,run01
6,2026-04-05T07:50:22+00:00,1775375422.0,369.0,369,-3e-09,-0.003,-3.4129e-05,-34.129,low,run01
7,2026-04-05T07:51:24+00:00,1775375484.0,431.0,431,-3e-09,-0.003,-3.4129e-05,-34.129,low,run01
8,2026-04-05T07:52:25+00:00,1775375545.0,492.0,492,-4e-09,-0.004,-3.4129e-05,-34.129,low,run01
9,2026-04-05T07:53:27+00:00,1775375607.0,554.0,554,0.000946796,946.7959999999999,0.001146827,1146.827,low,run01
